node,node_type,gcn_score,graphsage_score,combined_graph_score,embedding_degree,embedding_pagerank,embedding_betweenness,embedding_closeness
match_704,match,0.319251,0.18836,0.247261,0.136212,0.144348,0.046941,0.777742
match_722,match,0.319103,0.18827,0.247145,0.137878,0.146579,0.039007,0.775624
match_627,match,0.318508,0.188703,0.247115,0.136285,0.144523,0.048788,0.777399
match_955,match,0.318655,0.188477,0.247057,0.140253,0.14599,0.032718,0.778484
match_518,match,0.318083,0.188531,0.246829,0.136939,0.145363,0.045061,0.776274
match_963,match,0.317797,0.188444,0.246653,0.142865,0.14876,0.020766,0.777511
match_840,match,0.318012,0.187971,0.24649,0.140267,0.145935,0.029508,0.778649
match_931,match,0.317303,0.187659,0.245999,0.136006,0.144243,0.043674,0.777206
match_90,match,0.315842,0.186828,0.244884,0.135445,0.143705,0.041659,0.776208
sponsor:Mengniu,sponsor,0.202351,0.279401,0.244728,0.242479,0.260296,0.070753,0.836575
match_948,match,0.315796,0.186503,0.244685,0.134506,0.142658,0.04343,0.777374
team:Uruguay,team,0.283933,0.21203,0.244386,0.133886,0.140462,0.158401,0.857692
match_911,match,0.314277,0.186121,0.243792,0.139329,0.145267,0.022562,0.777454
team:Angola,team,0.311869,0.18602,0.242652,0.130957,0.138339,0.045343,0.797901
match_643,match,0.31245,0.185246,0.242488,0.133755,0.141905,0.039886,0.776032
match_962,match,0.306684,0.184001,0.239208,0.134099,0.140857,0.035268,0.772325
team:Cuba,team,0.307368,0.180702,0.237702,0.128915,0.136296,0.037295,0.772706
match_706,match,0.303295,0.181705,0.23642,0.130515,0.137255,0.037375,0.772567
team:Serbia,team,0.294535,0.186721,0.235237,0.125371,0.131765,0.048108,0.844587
team:Togo,team,0.299648,0.179146,0.233372,0.123835,0.130859,0.03825,0.794216
match_785,match,0.28928,0.174144,0.225955,0.119221,0.127749,0.043935,0.765037
match_650,match,0.289173,0.174021,0.225839,0.119658,0.128468,0.04128,0.764023
team:Slovenia,team,0.28491,0.177001,0.22556,0.116222,0.122852,0.046423,0.817129
match_766,match,0.288589,0.173706,0.225403,0.119792,0.128159,0.038684,0.765279
match_758,match,0.288832,0.173422,0.225356,0.119174,0.127674,0.039697,0.765018
match_687,match,0.288918,0.173277,0.225315,0.11897,0.127479,0.039707,0.765027
match_716,match,0.287429,0.173016,0.224502,0.119521,0.128039,0.035724,0.764695
match_804,match,0.287074,0.173021,0.224345,0.117565,0.125951,0.044692,0.765247
match_597,match,0.286828,0.172436,0.223912,0.117415,0.125794,0.041737,0.765246
match_947,match,0.285714,0.172236,0.223301,0.117171,0.125494,0.041696,0.765276
match_886,match,0.285312,0.172466,0.223246,0.117536,0.125728,0.041563,0.765449
match_932,match,0.283554,0.171452,0.221898,0.116255,0.124385,0.041263,0.765453
team:Portugal,team,0.224985,0.17165,0.195651,0.089787,0.097363,0.125342,0.830323
team:Morocco,team,0.227278,0.166666,0.193942,0.087427,0.094655,0.110865,0.822083
team:Bosnia and Herzegovina,team,0.243522,0.152694,0.193567,0.091637,0.098177,0.028906,0.784267
team:Trinidad and Tobago,team,0.241357,0.151471,0.19192,0.089712,0.097538,0.032296,0.777257
match_819,match,0.242626,0.148156,0.190668,0.09096,0.100009,0.033779,0.729075
match_392,match,0.242642,0.148139,0.190666,0.090696,0.099698,0.034932,0.729147
match_854,match,0.242464,0.148086,0.190556,0.09062,0.099608,0.034979,0.729145
team:Ghana,team,0.229631,0.158564,0.190544,0.085922,0.093652,0.069893,0.816341
match_916,match,0.241549,0.147729,0.189948,0.090369,0.099376,0.033931,0.729055
team:Slovakia,team,0.236611,0.151364,0.189725,0.087305,0.094394,0.035703,0.790608
match_624,match,0.240929,0.147474,0.189529,0.091145,0.100489,0.029659,0.72665
match_959,match,0.239961,0.146907,0.188781,0.088928,0.097811,0.035629,0.729127
team:Turkey,team,0.230066,0.151846,0.187045,0.086253,0.092983,0.037566,0.801235
team:China,team,0.232254,0.146197,0.184923,0.085227,0.092808,0.032342,0.758312
Uruguay,Uruguay,0.014737,0.018907,0.01703,0.01629,0.030699,0.000701,0.027051
Spain,Spain,0.014799,0.018308,0.016729,0.015117,0.030488,0.000701,0.027051
Spain team_attack_unit,player,0.018627,0.014888,0.01657,0.012285,0.024354,0.000304,0.023692
Uruguay team_attack_unit,player,0.019089,0.014107,0.016349,0.011848,0.022283,0.000304,0.023692
Denmark,Denmark,0.014198,0.017934,0.016253,0.014069,0.0297,0.000803,0.030173
France,France,0.014212,0.017833,0.016204,0.013859,0.030838,0.000711,0.027097
Brazil,Brazil,0.014425,0.017597,0.01617,0.013172,0.029938,0.00082,0.030241
Belgium,Belgium,0.013926,0.018002,0.016167,0.015212,0.029242,0.000699,0.027042
Uruguay team_defense_unit,player,0.019089,0.013447,0.015986,0.011117,0.021126,0.000304,0.023692
Switzerland,Switzerland,0.014204,0.017423,0.015975,0.012961,0.02967,0.000817,0.030229
Germany,Germany,0.014018,0.017497,0.015931,0.012889,0.030033,0.000825,0.030264
Argentina,Argentina,0.013923,0.017521,0.015902,0.013894,0.029663,0.000712,0.027101
Croatia,Croatia,0.013759,0.017499,0.015816,0.014005,0.029407,0.00071,0.027089
Denmark team_defense_unit,player,0.018231,0.013707,0.015743,0.010497,0.022067,0.000349,0.026438
Brazil team_midfield_unit,player,0.018032,0.013812,0.015711,0.01018,0.022944,0.000357,0.026472
Hungary,Hungary,0.013821,0.017184,0.015671,0.012739,0.029192,0.000811,0.030204
Switzerland team_attack_unit,player,0.017846,0.013807,0.015625,0.010146,0.022988,0.000356,0.026466
France team_midfield_unit,player,0.018227,0.013367,0.015554,0.010124,0.02246,0.000309,0.023715
Argentina team_defense_unit,player,0.017845,0.013672,0.01555,0.010685,0.022628,0.00031,0.023717
Germany team_midfield_unit,player,0.017913,0.013459,0.015463,0.009699,0.022468,0.00036,0.026483
Croatia team_midfield_unit,player,0.017783,0.013334,0.015336,0.01043,0.021842,0.000308,0.023711
Belgium team_midfield_unit,player,0.018167,0.01299,0.015319,0.010538,0.020446,0.000303,0.023688
France team_defense_unit,player,0.018227,0.012931,0.015314,0.009683,0.021628,0.000309,0.023715
Hungary team_defense_unit,player,0.01757,0.013281,0.015211,0.009626,0.021968,0.000353,0.026453
Belgium team_attack_unit,player,0.018167,0.012777,0.015202,0.010305,0.020069,0.000303,0.023688
Scotland,Scotland,0.013228,0.016791,0.015188,0.012577,0.02923,0.000707,0.027078
England,England,0.013281,0.016664,0.015141,0.012219,0.029332,0.000721,0.027142
Brazil team_attack_unit,player,0.018032,0.012661,0.015078,0.009024,0.020734,0.000357,0.026472
Uruguay team_midfield_unit,player,0.019089,0.01177,0.015063,0.009259,0.018188,0.000304,0.023692
Denmark team_midfield_unit,player,0.018231,0.012323,0.014982,0.009048,0.019505,0.000349,0.026438
Coca-Cola,Coca-Cola,0.015384,0.014614,0.01496,0.007075,0.024293,0.003635,0.039756
Adidas,Adidas,0.015624,0.014341,0.014918,0.007164,0.023188,0.003627,0.039725
Turkey,Turkey,0.012985,0.016483,0.014909,0.011876,0.02927,0.000713,0.027105
Spain team_midfield_unit,player,0.018627,0.011857,0.014903,0.009043,0.018854,0.000304,0.023692
Austria,Austria,0.01335,0.016114,0.014871,0.011145,0.029143,0.000718,0.027129
Costa Rica,Costa Rica,0.013039,0.016332,0.01485,0.011951,0.028613,0.00071,0.027091
Serbia,Serbia,0.012985,0.016112,0.014705,0.011062,0.029267,0.00072,0.027137
Switzerland team_defense_unit,player,0.017846,0.012126,0.0147,0.008462,0.01975,0.000356,0.026466
Germany team_defense_unit,player,0.017913,0.012067,0.014698,0.00832,0.019763,0.00036,0.026483
Belgium team_defense_unit,player,0.018167,0.011857,0.014697,0.009295,0.018444,0.000303,0.023688
Poland,Poland,0.012971,0.016089,0.014685,0.010552,0.028832,0.000831,0.030287
Austria team_attack_unit,player,0.01666,0.013042,0.01467,0.008976,0.023178,0.000313,0.023731
Chile,Chile,0.012792,0.016123,0.014624,0.011612,0.02842,0.000712,0.027099
Spain team_defense_unit,player,0.018627,0.01127,0.014581,0.008417,0.017788,0.000304,0.023692
Paraguay,Paraguay,0.013066,0.015797,0.014568,0.010722,0.028707,0.000717,0.027124
Denmark team_attack_unit,player,0.018231,0.01156,0.014562,0.00825,0.018088,0.000349,0.026438
Scotland team_attack_unit,player,0.017161,0.012417,0.014552,0.00898,0.020952,0.000307,0.023706
Hungary team_attack_unit,player,0.01757,0.012054,0.014536,0.008399,0.019602,0.000353,0.026453
England team_midfield_unit,player,0.017085,0.012414,0.014516,0.008812,0.021202,0.000314,0.023738
Mexico,Mexico,0.012704,0.015866,0.014443,0.011009,0.028477,0.000718,0.02713
Argentina team_midfield_unit,player,0.017845,0.011641,0.014433,0.008572,0.018844,0.00031,0.023717
Croatia team_attack_unit,player,0.017783,0.01162,0.014394,0.008636,0.01867,0.000308,0.023711
Croatia team_defense_unit,player,0.017783,0.011563,0.014362,0.008573,0.018566,0.000308,0.023711
Paraguay team_attack_unit,player,0.016342,0.012734,0.014358,0.008577,0.022733,0.000312,0.023729
Hisense,Hisense,0.015319,0.013391,0.014259,0.007031,0.021991,0.002856,0.03542
England team_attack_unit,player,0.017085,0.011944,0.014257,0.008351,0.020279,0.000314,0.023738
Peru,Peru,0.012492,0.015599,0.014201,0.01066,0.028109,0.000714,0.02711
Vivo,Vivo,0.015032,0.013506,0.014193,0.006583,0.023129,0.002861,0.035444
Argentina team_attack_unit,player,0.017845,0.011194,0.014187,0.008108,0.018012,0.00031,0.023717
Costa Rica team_attack_unit,player,0.016734,0.012074,0.014171,0.008503,0.020507,0.000309,0.023712
Hyundai,Hyundai,0.015232,0.013301,0.01417,0.006884,0.021916,0.002855,0.035415
Budweiser,Budweiser,0.015079,0.013396,0.014153,0.006589,0.022729,0.002859,0.035435
Germany team_attack_unit,player,0.017913,0.011068,0.014148,0.007329,0.017826,0.00036,0.026483
France team_attack_unit,player,0.018227,0.010801,0.014143,0.007515,0.017584,0.000309,0.023715
Qatar Airways,Qatar Airways,0.014755,0.01364,0.014142,0.006244,0.024152,0.002866,0.035469
Morocco,Morocco,0.012754,0.015251,0.014127,0.009386,0.028929,0.000727,0.02717
McDonald's,McDonald's,0.015158,0.013277,0.014123,0.006716,0.022101,0.002856,0.035421
Visa,Visa,0.015305,0.013142,0.014115,0.006855,0.021401,0.002851,0.0354
Ecuador,Ecuador,0.012423,0.015482,0.014105,0.010281,0.028297,0.000721,0.027141
Scotland team_midfield_unit,player,0.017161,0.011605,0.014105,0.008173,0.019378,0.000307,0.023706
Turkey team_attack_unit,player,0.016904,0.011792,0.014093,0.008092,0.020173,0.00031,0.023719
Russia,Russia,0.012352,0.015512,0.01409,0.010457,0.028119,0.000719,0.027135
Costa Rica team_defense_unit,player,0.016734,0.011896,0.014073,0.008331,0.020156,0.000309,0.023712
Chile team_attack_unit,player,0.016526,0.011967,0.014019,0.008302,0.020453,0.00031,0.023716
Serbia team_attack_unit,player,0.016621,0.011886,0.014017,0.007854,0.02089,0.000314,0.023735
Sweden,Sweden,0.012295,0.015381,0.013992,0.009949,0.028474,0.000725,0.027158
Turkey team_midfield_unit,player,0.016904,0.011602,0.013988,0.007908,0.019795,0.00031,0.023719
Mexico team_midfield_unit,player,0.016326,0.012046,0.013972,0.008119,0.021029,0.000313,0.023732
Serbia team_defense_unit,player,0.016621,0.011783,0.01396,0.007757,0.020682,0.000314,0.023735
Morocco team_defense_unit,player,0.015912,0.012353,0.013955,0.007563,0.023029,0.000317,0.023752
Poland team_attack_unit,player,0.0166,0.011772,0.013945,0.007355,0.02029,0.000363,0.026495
Netherlands,Netherlands,0.012253,0.015285,0.01392,0.009926,0.028142,0.000737,0.027213
Mengniu,Mengniu,0.014695,0.013249,0.013899,0.00616,0.022906,0.00286,0.035439
Poland team_defense_unit,player,0.0166,0.011647,0.013876,0.007242,0.02003,0.000363,0.026495
Scotland team_defense_unit,player,0.017161,0.011135,0.013847,0.007705,0.018468,0.000307,0.023706
Switzerland team_midfield_unit,player,0.017846,0.010492,0.013802,0.006826,0.016603,0.000356,0.026466
Hungary team_midfield_unit,player,0.01757,0.010716,0.0138,0.007057,0.017028,0.000353,0.026453
Italy,Italy,0.012363,0.014968,0.013796,0.00926,0.028099,0.000739,0.027223
German DR,German DR,0.012269,0.014973,0.013756,0.008814,0.027695,0.000836,0.030307
Brazil team_defense_unit,player,0.018032,0.010253,0.013754,0.006608,0.016105,0.000357,0.026472
Turkey team_defense_unit,player,0.016904,0.011146,0.013737,0.00747,0.018885,0.00031,0.023719
Peru team_midfield_unit,player,0.016062,0.011712,0.01367,0.007725,0.020487,0.000311,0.023722
Cameroon,Cameroon,0.012342,0.014755,0.013669,0.008154,0.027965,0.000852,0.030374
South Korea,South Korea,0.012108,0.014921,0.013655,0.009271,0.02794,0.000727,0.027168
Portugal,Portugal,0.012089,0.014903,0.013637,0.008862,0.028507,0.000746,0.027256
United States,United States,0.012033,0.014873,0.013595,0.008995,0.028214,0.00073,0.027181
Chile team_defense_unit,player,0.016526,0.011182,0.013587,0.007545,0.018893,0.00031,0.023716
Ecuador team_midfield_unit,player,0.015983,0.011623,0.013585,0.007453,0.020609,0.000314,0.023737
Czechoslovakia,Czechoslovakia,0.011974,0.014895,0.01358,0.009347,0.027712,0.000731,0.027187
Japan,Japan,0.012278,0.014589,0.013549,0.008014,0.027614,0.000847,0.030353
Algeria,Algeria,0.012065,0.014745,0.013539,0.009031,0.027702,0.000728,0.027175
Italy team_defense_unit,player,0.015567,0.011854,0.013524,0.007217,0.021802,0.000323,0.023778
Austria team_midfield_unit,player,0.01666,0.010824,0.01345,0.006916,0.01864,0.000313,0.023731
England team_defense_unit,player,0.017085,0.010431,0.013425,0.006874,0.017301,0.000314,0.023738
Republic of Ireland,Republic of Ireland,0.012104,0.014489,0.013416,0.00839,0.02783,0.000733,0.027199
South Africa,South Africa,0.011867,0.014628,0.013386,0.008407,0.028297,0.000734,0.027202
Chile team_midfield_unit,player,0.016526,0.010675,0.013308,0.007054,0.017892,0.00031,0.023716
Cameroon team_defense_unit,player,0.015429,0.01157,0.013306,0.006239,0.021381,0.000374,0.026538
Russia team_attack_unit,player,0.01598,0.011106,0.013299,0.007087,0.019367,0.000313,0.023734
Japan team_attack_unit,player,0.015261,0.011633,0.013266,0.006272,0.021555,0.000371,0.026528
Russia team_midfield_unit,player,0.01598,0.011042,0.013264,0.007027,0.019237,0.000313,0.023734
Mexico team_defense_unit,player,0.016326,0.010741,0.013254,0.006897,0.018377,0.000313,0.023732
Yugoslavia,Yugoslavia,0.01189,0.014353,0.013245,0.007751,0.028344,0.000756,0.027301
German DR team_defense_unit,player,0.01556,0.011343,0.01324,0.006415,0.020297,0.000366,0.026505
Tunisia,Tunisia,0.01178,0.014416,0.01323,0.008474,0.027435,0.000732,0.027191
Sweden team_defense_unit,player,0.015906,0.011011,0.013214,0.006741,0.019589,0.000316,0.023746
Northern Ireland,Northern Ireland,0.011874,0.014301,0.013209,0.007736,0.028207,0.000745,0.027251
Poland team_midfield_unit,player,0.0166,0.010428,0.013206,0.006135,0.017495,0.000363,0.026495
Netherlands team_midfield_unit,player,0.015798,0.011027,0.013174,0.006792,0.019549,0.000322,0.023773
Paraguay team_defense_unit,player,0.016342,0.01057,0.013168,0.006596,0.018261,0.000312,0.023729
Costa Rica team_midfield_unit,player,0.016734,0.010243,0.013164,0.006714,0.016905,0.000309,0.023712
Peru team_defense_unit,player,0.016062,0.010754,0.013143,0.006839,0.018524,0.000311,0.023722
Sweden team_midfield_unit,player,0.015906,0.01087,0.013136,0.006616,0.01929,0.000316,0.023746
Algeria team_attack_unit,player,0.015322,0.011323,0.013123,0.006729,0.020719,0.000318,0.023754
Mexico team_attack_unit,player,0.016326,0.010467,0.013103,0.00664,0.017818,0.000313,0.023732
Saudi Arabia,Saudi Arabia,0.011754,0.014204,0.013101,0.00808,0.027315,0.000736,0.027212
Netherlands team_defense_unit,player,0.015798,0.010892,0.0131,0.006673,0.019263,0.000322,0.023773
Senegal,Senegal,0.01196,0.014014,0.01309,0.007312,0.027837,0.000764,0.027337
South Korea team_defense_unit,player,0.015485,0.011019,0.013029,0.006547,0.019934,0.000317,0.023751
Portugal team_defense_unit,player,0.015527,0.01096,0.013015,0.006231,0.020221,0.000327,0.023795
United States team_defense_unit,player,0.015463,0.010992,0.013004,0.00636,0.020141,0.000319,0.023757
Ecuador team_defense_unit,player,0.015983,0.010564,0.013003,0.006497,0.018398,0.000314,0.023737
Serbia team_midfield_unit,player,0.016621,0.010028,0.012995,0.006134,0.017081,0.000314,0.023735
Republic of Ireland team_midfield_unit,player,0.015147,0.011213,0.012983,0.006315,0.020999,0.00032,0.023766
Iran,Iran,0.011495,0.014137,0.012948,0.008086,0.027072,0.000734,0.0272
Czechoslovakia team_midfield_unit,player,0.015425,0.0109,0.012936,0.00651,0.019564,0.000319,0.02376
Russia team_defense_unit,player,0.01598,0.010438,0.012932,0.006474,0.017989,0.000313,0.023734
Peru team_attack_unit,player,0.016062,0.010306,0.012896,0.006425,0.017601,0.000311,0.023722
Sweden team_attack_unit,player,0.015906,0.010415,0.012886,0.006213,0.018327,0.000316,0.023746
South Korea team_midfield_unit,player,0.015485,0.010752,0.012882,0.006316,0.019362,0.000317,0.023751
Bulgaria,Bulgaria,0.011884,0.013684,0.012874,0.006985,0.027209,0.000758,0.027312
Ecuador team_attack_unit,player,0.015983,0.010309,0.012862,0.006266,0.017865,0.000314,0.023737
Senegal team_attack_unit,player,0.014766,0.011292,0.012855,0.005819,0.022065,0.000335,0.023835
Austria team_defense_unit,player,0.01666,0.009742,0.012855,0.005909,0.01643,0.000313,0.023731
Northern Ireland team_attack_unit,player,0.015012,0.011009,0.012811,0.005787,0.021129,0.000326,0.023792
German DR team_midfield_unit,player,0.01556,0.010494,0.012773,0.005708,0.018425,0.000366,0.026505
Portugal team_midfield_unit,player,0.015527,0.010503,0.012764,0.005855,0.019207,0.000327,0.023795
Yugoslavia team_midfield_unit,player,0.015067,0.010851,0.012748,0.005653,0.020771,0.000332,0.023817
Romania,Romania,0.011485,0.013768,0.012741,0.006864,0.027688,0.000768,0.027357
Czech Republic,Czech Republic,0.011662,0.013615,0.012736,0.006318,0.026824,0.000895,0.030549
Nigeria,Nigeria,0.011471,0.013716,0.012706,0.006578,0.026763,0.000891,0.030532
Paraguay team_midfield_unit,player,0.016342,0.009713,0.012696,0.00581,0.016492,0.000312,0.023729
Jamaica,Jamaica,0.011493,0.013681,0.012696,0.00664,0.0266,0.00086,0.030405
South Africa team_midfield_unit,player,0.015267,0.010569,0.012683,0.005748,0.019631,0.000321,0.023768
Norway,Norway,0.011479,0.013664,0.012681,0.007061,0.027029,0.00075,0.027276
Netherlands team_attack_unit,player,0.015798,0.010114,0.012672,0.005979,0.017624,0.000322,0.023773
Saudi Arabia team_defense_unit,player,0.014836,0.010901,0.012672,0.005996,0.020407,0.000322,0.023773
Colombia,Colombia,0.011527,0.013568,0.01265,0.006647,0.027311,0.000776,0.027394
Bulgaria team_attack_unit,player,0.014444,0.011163,0.012639,0.005632,0.021916,0.000333,0.023822
Czechoslovakia team_defense_unit,player,0.015425,0.010326,0.012621,0.006015,0.018329,0.000319,0.02376
Tunisia team_attack_unit,player,0.015012,0.01063,0.012602,0.005945,0.019529,0.00032,0.023762
Slovenia,Slovenia,0.011357,0.0136,0.012591,0.006817,0.027193,0.000754,0.027294
United States team_midfield_unit,player,0.015463,0.010223,0.012581,0.005718,0.018451,0.000319,0.023757
Morocco team_attack_unit,player,0.015912,0.009833,0.012569,0.005439,0.017516,0.000317,0.023752
Ghana,Ghana,0.011281,0.013599,0.012556,0.006804,0.027191,0.000763,0.027334
Republic of Ireland team_defense_unit,player,0.015147,0.010398,0.012535,0.00566,0.019165,0.00032,0.023766
Morocco team_midfield_unit,player,0.015912,0.009701,0.012496,0.005326,0.01723,0.000317,0.023752
Wales,Wales,0.011378,0.013409,0.012495,0.006083,0.026507,0.00088,0.030484
Czechoslovakia team_attack_unit,player,0.015425,0.010077,0.012484,0.005799,0.017796,0.000319,0.02376
Tunisia team_defense_unit,player,0.015012,0.010415,0.012484,0.00577,0.019048,0.00032,0.023762
United States team_attack_unit,player,0.015463,0.01004,0.01248,0.005564,0.018048,0.000319,0.023757
Algeria team_defense_unit,player,0.015322,0.010151,0.012478,0.005741,0.018158,0.000318,0.023754
South Africa team_defense_unit,player,0.015267,0.010184,0.012472,0.005442,0.01876,0.000321,0.023768
Greece,Greece,0.011361,0.013354,0.012457,0.006403,0.026965,0.000767,0.027355
Cameroon team_attack_unit,player,0.015429,0.009995,0.01244,0.004999,0.017792,0.000374,0.026538
German DR team_attack_unit,player,0.01556,0.009796,0.012389,0.005124,0.016891,0.000366,0.026505
South Africa team_attack_unit,player,0.015267,0.010005,0.012373,0.005297,0.018357,0.000321,0.023768
Bosnia and Herzegovina,Bosnia and Herzegovina,0.011217,0.013319,0.012373,0.006352,0.02695,0.000755,0.027298
Italy team_midfield_unit,player,0.015567,0.009754,0.012369,0.005429,0.017238,0.000323,0.023778
Portugal team_attack_unit,player,0.015527,0.009758,0.012354,0.00524,0.017556,0.000327,0.023795
Italy team_attack_unit,player,0.015567,0.009706,0.012343,0.005389,0.017134,0.000323,0.023778
Colombia team_defense_unit,player,0.014322,0.010645,0.012299,0.005075,0.02096,0.000342,0.023864
Yugoslavia team_defense_unit,player,0.015067,0.010019,0.012291,0.005023,0.018834,0.000332,0.023817
Iran team_midfield_unit,player,0.014729,0.010251,0.012266,0.005524,0.018866,0.000321,0.023767
South Korea team_attack_unit,player,0.015485,0.009578,0.012236,0.005314,0.016813,0.000317,0.023751
North Korea,North Korea,0.011264,0.01302,0.01223,0.005573,0.025908,0.000902,0.030577
Canada,Canada,0.01104,0.0132,0.012228,0.00649,0.026295,0.000758,0.027311
Romania team_midfield_unit,player,0.01451,0.010346,0.01222,0.004938,0.020127,0.000338,0.023845
Czech Republic team_attack_unit,player,0.014366,0.010428,0.0122,0.004622,0.019914,0.000395,0.026626
Cameroon team_midfield_unit,player,0.015429,0.009514,0.012176,0.004618,0.0167,0.000374,0.026538
Saudi Arabia team_midfield_unit,player,0.014836,0.009983,0.012167,0.005268,0.018327,0.000322,0.023773
Iran team_defense_unit,player,0.014729,0.010037,0.012148,0.00535,0.018385,0.000321,0.023767
Japan team_midfield_unit,player,0.015261,0.009598,0.012146,0.004674,0.016913,0.000371,0.026528
Slovakia,Slovakia,0.011128,0.01296,0.012135,0.005751,0.026617,0.000773,0.02738
Algeria team_midfield_unit,player,0.015322,0.009502,0.012121,0.005193,0.01674,0.000318,0.023754
Norway team_midfield_unit,player,0.014364,0.010277,0.012117,0.00507,0.019687,0.000329,0.023805
Japan team_defense_unit,player,0.015261,0.009535,0.012112,0.004624,0.01677,0.000371,0.026528
Northern Ireland team_defense_unit,player,0.015012,0.009718,0.0121,0.004807,0.018125,0.000326,0.023792
China,China,0.01087,0.013071,0.01208,0.006074,0.026528,0.000752,0.027286
Jamaica team_defense_unit,player,0.014376,0.010162,0.012058,0.004639,0.01897,0.000378,0.026554
Greece team_attack_unit,player,0.014105,0.010354,0.012042,0.004796,0.02039,0.000337,0.023844
Nigeria team_attack_unit,player,0.014414,0.010077,0.012029,0.004523,0.018827,0.000393,0.026617
Wales team_defense_unit,player,0.014145,0.010271,0.012014,0.004445,0.019659,0.000388,0.026594
Haiti,Haiti,0.010955,0.012875,0.012011,0.005333,0.025828,0.000882,0.030494
New Zealand,New Zealand,0.010791,0.012971,0.01199,0.006102,0.026134,0.000748,0.027266
Jamaica team_midfield_unit,player,0.014376,0.01001,0.011974,0.004531,0.018606,0.000378,0.026554
Norway team_attack_unit,player,0.014364,0.009999,0.011963,0.004867,0.019024,0.000329,0.023805
Ghana team_midfield_unit,player,0.01431,0.010001,0.01194,0.004733,0.019237,0.000335,0.023834
Slovenia team_defense_unit,player,0.014315,0.009995,0.011939,0.004731,0.019231,0.000331,0.023814
Slovenia team_attack_unit,player,0.014315,0.009924,0.0119,0.00468,0.019062,0.000331,0.023814
Tunisia team_midfield_unit,player,0.015012,0.00929,0.011865,0.004852,0.016539,0.00032,0.023762
Iran team_attack_unit,player,0.014729,0.009514,0.011861,0.004933,0.017202,0.000321,0.023767
Northern Ireland team_midfield_unit,player,0.015012,0.009282,0.011861,0.004477,0.017111,0.000326,0.023792
Australia,Australia,0.010703,0.012787,0.011849,0.005889,0.025757,0.00078,0.027413
Ukraine,Ukraine,0.010876,0.012638,0.011845,0.005209,0.026332,0.000785,0.027435
Bosnia and Herzegovina team_midfield_unit,player,0.014066,0.010006,0.011833,0.004547,0.01957,0.000331,0.023816
Yugoslavia team_attack_unit,player,0.015067,0.009186,0.011832,0.004391,0.016897,0.000332,0.023817
Ivory Coast,Ivory Coast,0.010743,0.012719,0.01183,0.005574,0.026035,0.000779,0.027408
Czech Republic team_defense_unit,player,0.014366,0.009723,0.011812,0.004143,0.018184,0.000395,0.026626
Slovakia team_attack_unit,player,0.013748,0.01015,0.011769,0.004364,0.020367,0.00034,0.023857
Romania team_defense_unit,player,0.01451,0.009525,0.011768,0.004358,0.01815,0.000338,0.023845
Ghana team_attack_unit,player,0.01431,0.009654,0.011749,0.004485,0.018405,0.000335,0.023834
Cuba,Cuba,0.010645,0.01263,0.011737,0.005436,0.025925,0.000787,0.027443
United Arab Emirates,United Arab Emirates,0.010843,0.012462,0.011734,0.00478,0.025223,0.000901,0.03057
Togo,Togo,0.010699,0.012578,0.011733,0.005298,0.026014,0.000766,0.027347
Egypt,Egypt,0.010739,0.012458,0.011685,0.00528,0.025591,0.000776,0.027392
Nigeria team_defense_unit,player,0.014414,0.009448,0.011683,0.004082,0.017306,0.000393,0.026617
Nigeria team_midfield_unit,player,0.014414,0.009426,0.011671,0.004067,0.017254,0.000393,0.026617
Republic of Ireland team_attack_unit,player,0.015147,0.008786,0.011648,0.004364,0.015538,0.00032,0.023766
Canada team_midfield_unit,player,0.013884,0.009777,0.011625,0.00453,0.018778,0.000333,0.023822
Bosnia and Herzegovina team_attack_unit,player,0.014066,0.009623,0.011622,0.004285,0.018634,0.000331,0.023816
Saudi Arabia team_attack_unit,player,0.014836,0.00898,0.011615,0.004472,0.016051,0.000322,0.023773
Senegal team_midfield_unit,player,0.014766,0.009022,0.011607,0.004152,0.016695,0.000335,0.023835
Iceland,Iceland,0.010707,0.012327,0.011598,0.004647,0.024931,0.000915,0.030627
North Korea team_midfield_unit,player,0.013773,0.009792,0.011584,0.003928,0.018777,0.000399,0.02664
Bulgaria team_defense_unit,player,0.014444,0.009236,0.01158,0.004245,0.017313,0.000333,0.023822
Senegal team_defense_unit,player,0.014766,0.008956,0.01157,0.004103,0.016539,0.000335,0.023835
El Salvador,El Salvador,0.010519,0.012415,0.011562,0.005149,0.025659,0.000773,0.027383
North Korea team_attack_unit,player,0.013773,0.009613,0.011485,0.003815,0.018322,0.000399,0.02664
Greece team_defense_unit,player,0.014105,0.00934,0.011484,0.004103,0.017907,0.000337,0.023844
Romania team_attack_unit,player,0.01451,0.008995,0.011477,0.003981,0.016876,0.000338,0.023845
Canada team_attack_unit,player,0.013884,0.009501,0.011474,0.004334,0.018115,0.000333,0.023822
DR Congo,DR Congo,0.010498,0.01221,0.01144,0.004938,0.025287,0.000767,0.027352
China team_defense_unit,player,0.013794,0.009509,0.011438,0.00413,0.018485,0.00033,0.02381
Bolivia,Bolivia,0.010611,0.012105,0.011433,0.004467,0.025625,0.000795,0.02748
Ukraine team_midfield_unit,player,0.013442,0.009745,0.011408,0.003847,0.019754,0.000346,0.023884
Colombia team_midfield_unit,player,0.014322,0.009016,0.011403,0.003941,0.017007,0.000342,0.023864
New Zealand team_defense_unit,player,0.013667,0.009516,0.011384,0.00419,0.018414,0.000328,0.023799
