panel_id,year,match_id,team,opponent,team_side,stage,sponsor,result_for_team,match_points,team_elo,core_player_rating,core_market_value_m,player_followers_m,event_attention_m,media_reposts_k,exposure_score,fan_score_panel,sponsor_spend_m,sponsor_power_index,brand_fit,activation_quality,commercial_momentum,predicted_roi,roi_per_million_spend,attention_segment,commercial_segment,weather,temperature_c,humidity,hashtag_mentions_k,video_views_m,sentiment_score,engagement_rate,fan_growth_7d_pct,text_signal_score,time_decay_attention,media_exposure_score,user_attention_score,social_interaction_score,sponsor_conversion_proxy,funnel_efficiency
2010_770_Spain,2010,770,Spain,Germany,B,group_or_knockout,Budweiser,win,3,1708,77.4,45.2,19.26,56.37,273.49,0.59,0.671,27.85,0.714,0.724,0.933,0.704,4.181,0.15,High attention,Premium,windy,14.3,60.3,158.37,65.09,0.26,0.2522,2.97,0.214,52.11,0.4898,0.4423,0.4676,0.7179,1.4657
2010_771_Germany,2010,771,Germany,Uruguay,B,group_or_knockout,Coca-Cola,win,3,1798,81.3,65.9,22.15,65.17,229.28,0.661,0.782,29.19,0.759,0.859,0.907,0.774,3.732,0.128,High attention,Premium,clear,19.9,64.3,141.34,126.06,0.201,0.5589,3.28,0.302,53.98,0.6315,0.4473,0.6108,0.6766,1.0714
2010_772_Spain,2010,772,Spain,Netherlands,B,group_or_knockout,Budweiser,win,3,1708,77.4,45.2,19.26,56.37,163.09,0.509,0.623,27.85,0.714,0.724,0.933,0.671,3.717,0.133,Mid attention,Premium,rain,28.5,44.2,153.68,72.19,0.019,0.2591,2.68,0.099,49.91,0.4167,0.415,0.2932,0.6025,1.4459
2014_773_Croatia,2014,773,Croatia,Brazil,B,group_or_knockout,Hisense,loss,0,1671,75.1,52.8,21.52,64.42,181.32,0.581,0.74,28.53,0.731,0.792,0.927,0.634,4.244,0.149,High attention,Premium,rain,14.8,71.7,368.31,121.38,0.062,0.2353,0.45,0.144,64.94,0.5809,0.7038,0.3087,0.771,1.3274
2014_774_Australia,2014,774,Australia,Chile,B,group_or_knockout,Hyundai,loss,0,1539,69.8,32.1,7.37,64.42,215.18,0.633,0.382,29.32,0.866,0.705,0.903,0.554,3.819,0.13,Mid attention,Scalable,windy,21.9,40.2,235.08,137.44,0.273,0.24,3.88,0.243,50.97,0.6315,0.5162,0.4274,0.5949,0.9419
2014_775_Cameroon,2014,775,Cameroon,Mexico,B,group_or_knockout,Coca-Cola,loss,0,1542,68.0,29.1,10.52,57.82,159.96,0.486,0.4,31.97,0.771,0.693,0.92,0.502,3.832,0.12,Mid attention,Scalable,hot,18.1,71.4,162.58,95.2,0.076,0.1884,2.41,0.121,65.21,0.4633,0.5484,0.2707,0.5825,1.2573
2014_776_Netherlands,2014,776,Netherlands,Spain,B,group_or_knockout,Hisense,win,3,1746,75.8,49.9,15.97,68.82,207.39,0.646,0.632,32.27,0.781,0.811,0.856,0.722,3.92,0.121,Mid attention,Premium,cloudy,23.7,77.0,177.43,105.37,0.254,0.2947,0.28,0.224,76.2,0.6164,0.6227,0.4492,0.6537,1.0606
2014_777_Greece,2014,777,Greece,Colombia,B,group_or_knockout,Budweiser,loss,0,1521,66.0,32.8,9.21,62.22,132.22,0.487,0.381,30.87,0.736,0.686,0.866,0.483,3.448,0.112,Mid attention,Scalable,cloudy,20.7,61.4,184.94,116.67,0.113,0.3095,4.01,0.153,50.43,0.5159,0.468,0.3473,0.4701,0.9112
2014_778_Italy,2014,778,Italy,England,B,group_or_knockout,Visa,win,3,1755,77.8,61.6,11.04,62.22,255.66,0.609,0.483,33.4,0.799,0.761,0.842,0.665,3.637,0.109,Mid attention,Premium,clear,31.9,55.2,193.1,63.85,0.17,0.1764,1.91,0.172,67.98,0.5281,0.5921,0.3671,0.5432,1.0287
2014_779_Japan,2014,779,Japan,Ivory Coast,B,group_or_knockout,Adidas,loss,0,1586,72.8,37.0,11.9,62.22,129.21,0.517,0.45,29.47,0.859,0.648,0.855,0.556,3.604,0.122,Mid attention,Scalable,windy,26.0,64.4,168.33,90.63,0.018,0.1594,3.28,0.073,55.89,0.4733,0.488,0.2062,0.4858,1.0264
2014_780_Costa_Rica,2014,780,Costa Rica,Uruguay,B,group_or_knockout,Visa,win,3,1585,73.1,26.3,15.16,64.42,163.11,0.526,0.565,31.23,0.76,0.677,0.885,0.668,3.69,0.118,Mid attention,Premium,clear,15.1,15.0,220.95,99.75,0.095,0.2791,2.54,0.123,51.81,0.5335,0.4902,0.3398,0.5278,0.9893
2014_781_Bosnia_and_Herzegovina,2014,781,Bosnia and Herzegovina,Argentina,B,group_or_knockout,Mengniu,loss,0,1562,71.1,29.9,10.24,62.22,182.73,0.549,0.43,16.77,0.332,0.615,0.658,0.375,4.176,0.249,Mid attention,Watchlist,rain,27.0,62.8,147.28,123.22,0.069,0.2269,4.67,0.125,55.39,0.5646,0.4856,0.3073,0.6755,1.1965
2014_782_Honduras,2014,782,Honduras,France,B,group_or_knockout,Visa,loss,0,1414,62.9,9.5,7.33,62.22,310.49,0.632,0.409,28.19,0.694,0.538,0.906,0.505,3.878,0.138,Mid attention,Scalable,rain,18.4,56.2,147.1,121.86,0.179,0.3119,3.26,0.111,66.65,0.6598,0.5594,0.4944,0.5099,0.7729
2014_783_Ecuador,2014,783,Ecuador,Switzerland,B,group_or_knockout,McDonald's,loss,0,1623,71.6,42.9,13.81,62.22,157.96,0.583,0.513,16.55,0.347,0.689,0.657,0.418,3.916,0.237,Mid attention,Scalable,cloudy,19.5,57.2,205.04,124.61,0.166,0.5082,0.94,0.25,63.45,0.5478,0.55,0.516,0.6553,1.1961
2014_784_Portugal,2014,784,Portugal,Germany,B,group_or_knockout,Mengniu,loss,0,1702,76.8,47.1,14.4,64.42,152.77,0.58,0.54,17.76,0.359,0.8,0.643,0.432,4.157,0.234,Mid attention,Scalable,clear,24.9,69.3,144.5,116.42,0.202,0.3122,3.48,0.27,55.78,0.5514,0.4684,0.4018,0.766,1.3891
2014_785_United_States,2014,785,United States,Ghana,B,group_or_knockout,Vivo,win,3,1578,71.9,31.0,12.75,62.22,152.39,0.531,0.483,22.58,0.432,0.676,0.652,0.526,3.058,0.135,Mid attention,Scalable,clear,20.0,56.8,224.29,98.91,0.107,0.3119,3.54,0.156,64.64,0.5038,0.6168,0.3593,0.3355,0.6661
2014_786_Nigeria,2014,786,Nigeria,Iran,B,group_or_knockout,Coca-Cola,draw,1,1585,75.3,31.3,8.19,55.62,252.91,0.529,0.366,26.63,0.705,0.744,0.906,0.507,3.557,0.134,Mid attention,Scalable,hot,28.4,39.8,166.5,109.92,0.063,0.2804,3.87,0.15,57.56,0.5367,0.5094,0.3851,0.5748,1.0709
2014_787_Algeria,2014,787,Algeria,Belgium,B,group_or_knockout,Hisense,loss,0,1543,72.2,36.3,11.9,62.22,80.9,0.485,0.429,30.28,0.732,0.66,0.889,0.499,3.834,0.127,Mid attention,Scalable,cloudy,18.4,55.7,118.36,126.63,0.174,0.3859,4.98,0.226,65.17,0.4923,0.5467,0.3902,0.5591,1.1358
2014_788_Mexico,2014,788,Mexico,Brazil,B,group_or_knockout,Hyundai,draw,1,1612,72.1,37.6,18.89,55.62,120.03,0.43,0.59,28.5,0.853,0.712,0.897,0.625,4.127,0.145,Mid attention,Premium,clear,19.3,59.1,171.73,84.8,0.053,0.4732,1.51,0.094,54.21,0.3966,0.4501,0.4185,0.6788,1.7116
2014_789_South_Korea,2014,789,South Korea,Russia,B,group_or_knockout,McDonald's,draw,1,1548,70.3,20.2,12.83,60.02,368.5,0.617,0.566,25.44,0.51,0.67,0.723,0.533,4.327,0.17,Mid attention,Scalable,rain,19.1,59.8,118.32,130.93,0.264,0.2066,4.2,0.243,64.51,0.6978,0.5293,0.5019,0.6587,0.9439
2014_790_Netherlands,2014,790,Netherlands,Australia,B,group_or_knockout,Hisense,win,3,1746,75.8,49.9,15.97,66.62,224.63,0.623,0.626,32.27,0.781,0.811,0.856,0.716,3.614,0.112,Mid attention,Premium,clear,19.6,60.6,238.02,135.72,0.145,0.2909,-0.82,0.149,67.35,0.6563,0.5864,0.4097,0.5806,0.8847
2014_791_Croatia,2014,791,Croatia,Cameroon,B,group_or_knockout,Hisense,win,3,1671,75.1,52.8,21.52,64.42,135.06,0.523,0.72,28.53,0.731,0.792,0.927,0.716,3.319,0.116,High attention,Premium,hot,29.6,74.6,181.86,100.73,0.124,0.1058,2.55,0.219,53.16,0.5136,0.4662,0.2223,0.5422,1.0557
2014_792_Chile,2014,792,Chile,Spain,B,group_or_knockout,Hisense,win,3,1622,72.9,38.6,16.65,60.02,169.51,0.482,0.58,27.36,0.7,0.681,0.911,0.645,3.852,0.141,Mid attention,Premium,clear,26.8,40.6,286.42,59.42,0.202,0.2372,2.22,0.178,64.32,0.4354,0.6507,0.3643,0.6038,1.3869
2014_793_Ivory_Coast,2014,793,Ivory Coast,Colombia,B,group_or_knockout,Budweiser,loss,0,1587,73.8,39.2,8.73,62.22,181.19,0.563,0.389,26.15,0.673,0.659,0.897,0.478,3.503,0.134,Mid attention,Scalable,clear,33.3,60.8,244.33,74.16,0.149,0.4442,5.84,0.215,55.78,0.4873,0.5949,0.4823,0.5053,1.0368
2014_794_Greece,2014,794,Greece,Japan,B,group_or_knockout,Budweiser,draw,1,1521,66.0,32.8,9.21,55.62,201.43,0.499,0.37,30.87,0.736,0.686,0.866,0.514,3.813,0.124,Mid attention,Scalable,clear,36.6,78.6,128.17,106.2,-0.01,0.4091,2.47,0.1,57.5,0.4917,0.4528,0.4023,0.559,1.1368
2014_795_England,2014,795,England,Uruguay,B,group_or_knockout,McDonald's,loss,0,1695,76.6,52.6,19.34,62.22,297.6,0.576,0.72,20.29,0.432,0.819,0.654,0.524,3.798,0.187,High attention,Scalable,cloudy,16.8,30.2,112.79,64.99,0.05,0.2448,4.08,0.196,63.65,0.5618,0.5151,0.3855,0.6472,1.1521
2014_796_Ecuador,2014,796,Ecuador,Honduras,B,group_or_knockout,McDonald's,win,3,1623,71.6,42.9,13.81,62.22,198.24,0.557,0.531,16.55,0.347,0.689,0.657,0.52,3.015,0.182,Mid attention,Scalable,cloudy,23.4,60.9,154.76,94.0,0.262,0.2798,-0.9,0.198,56.06,0.5311,0.4139,0.4372,0.4014,0.7557
2014_797_Costa_Rica,2014,797,Costa Rica,Italy,B,group_or_knockout,Visa,win,3,1585,73.1,26.3,15.16,57.82,142.05,0.501,0.515,31.23,0.76,0.677,0.885,0.644,3.578,0.115,Mid attention,Premium,rain,15.9,48.6,128.0,97.5,0.165,0.2851,2.06,0.215,48.47,0.4533,0.3701,0.3609,0.5014,1.1063
2014_798_France,2014,798,France,Switzerland,B,group_or_knockout,Qatar Airways,win,3,1748,77.8,46.5,18.67,71.03,253.02,0.724,0.737,24.02,0.51,0.801,0.711,0.684,4.035,0.168,High attention,Premium,cloudy,18.3,52.1,336.82,145.03,-0.012,0.1966,1.02,0.107,73.17,0.7329,0.7533,0.2978,0.6786,0.9259
2014_799_Iran,2014,799,Iran,Argentina,B,group_or_knockout,Visa,loss,0,1519,68.7,30.6,12.34,57.82,135.89,0.498,0.438,29.04,0.732,0.637,0.935,0.505,4.101,0.141,Mid attention,Scalable,clear,19.2,43.5,173.25,115.71,0.191,0.1725,8.0,0.188,62.77,0.4768,0.6219,0.2956,0.6339,1.3295
2014_800_Ghana,2014,800,Ghana,Germany,B,group_or_knockout,Mengniu,draw,1,1600,68.9,36.1,8.97,64.42,137.84,0.547,0.39,23.07,0.435,0.715,0.668,0.428,4.141,0.179,Mid attention,Scalable,clear,16.7,55.3,244.39,121.98,0.1,0.1011,1.4,0.134,69.69,0.5487,0.6455,0.2104,0.6422,1.1704
2014_801_Bosnia_and_Herzegovina,2014,801,Bosnia and Herzegovina,Nigeria,B,group_or_knockout,Mengniu,loss,0,1562,71.1,29.9,10.24,57.82,100.94,0.424,0.367,16.77,0.332,0.615,0.658,0.329,3.361,0.2,Mid attention,Watchlist,clear,16.7,87.5,161.75,82.68,0.069,0.1234,2.95,0.09,58.14,0.399,0.496,0.187,0.4468,1.12
2014_802_Russia,2014,802,Russia,Belgium,B,group_or_knockout,Hyundai,loss,0,1676,72.7,49.8,18.23,57.82,106.6,0.421,0.58,26.07,0.814,0.69,0.874,0.573,3.749,0.144,Mid attention,Scalable,windy,22.1,37.8,166.07,62.73,0.042,0.2369,3.07,0.02,49.83,0.3724,0.4315,0.2521,0.5792,1.5553
2014_803_Algeria,2014,803,Algeria,South Korea,B,group_or_knockout,Hisense,win,3,1543,72.2,36.3,11.9,68.82,153.01,0.615,0.501,30.28,0.732,0.66,0.889,0.65,3.253,0.107,Mid attention,Premium,clear,15.7,39.3,205.07,121.85,0.256,0.2063,-0.54,0.245,61.51,0.6005,0.5112,0.3575,0.4164,0.6935
2014_804_Portugal,2014,804,Portugal,United States,B,group_or_knockout,Mengniu,draw,1,1702,76.8,47.1,14.4,64.42,132.38,0.552,0.531,17.76,0.359,0.8,0.643,0.457,3.106,0.175,Mid attention,Scalable,windy,28.1,37.2,255.2,73.16,-0.04,0.1297,1.7,0.048,67.75,0.4689,0.6435,0.1633,0.4768,1.017
2014_805_Spain,2014,805,Spain,Australia,B,group_or_knockout,Budweiser,win,3,1708,77.4,45.2,19.26,62.22,194.1,0.593,0.673,27.85,0.714,0.724,0.933,0.705,3.613,0.13,High attention,Premium,clear,17.5,85.6,202.06,101.4,0.072,0.3614,3.65,0.181,57.73,0.5394,0.5398,0.403,0.5778,1.0711
2014_806_Cameroon,2014,806,Cameroon,Brazil,B,group_or_knockout,Coca-Cola,loss,0,1542,68.0,29.1,10.52,66.62,136.07,0.599,0.444,31.97,0.771,0.693,0.92,0.539,4.266,0.133,Mid attention,Scalable,clear,39.0,50.6,153.65,144.89,0.168,0.3609,2.98,0.194,69.53,0.6031,0.5854,0.4074,0.6865,1.1383
2014_807_Mexico,2014,807,Mexico,Croatia,B,group_or_knockout,Hyundai,win,3,1612,72.1,37.6,18.89,64.42,76.34,0.502,0.625,28.5,0.853,0.712,0.897,0.718,3.699,0.13,Mid attention,Premium,clear,20.3,57.6,290.34,104.06,0.314,0.1716,-2.03,0.272,57.42,0.4741,0.5317,0.3107,0.5733,1.2093
2014_808_Chile,2014,808,Chile,Netherlands,B,group_or_knockout,Hisense,loss,0,1622,72.9,38.6,16.65,60.02,128.05,0.456,0.562,27.36,0.7,0.681,0.911,0.533,3.714,0.136,Mid attention,Scalable,clear,23.4,51.6,167.58,104.39,0.212,0.2462,1.61,0.219,46.95,0.4735,0.3865,0.3475,0.5696,1.203
2014_809_England,2014,809,England,Costa Rica,B,group_or_knockout,McDonald's,draw,1,1695,76.6,52.6,19.34,55.62,139.27,0.439,0.61,20.29,0.432,0.819,0.654,0.491,3.395,0.167,Mid attention,Scalable,rain,15.2,42.9,149.11,99.05,0.072,0.1936,4.94,0.033,55.47,0.4333,0.492,0.2588,0.5399,1.246
2014_810_Ivory_Coast,2014,810,Ivory Coast,Greece,B,group_or_knockout,Budweiser,loss,0,1587,73.8,39.2,8.73,62.22,150.08,0.535,0.376,26.15,0.673,0.659,0.897,0.468,3.375,0.129,Mid attention,Scalable,cloudy,33.2,54.2,92.14,123.16,0.309,0.3688,4.04,0.268,61.99,0.5396,0.4817,0.4841,0.473,0.8766
2014_811_Uruguay,2014,811,Uruguay,Italy,B,group_or_knockout,Vivo,win,3,1684,74.8,44.8,20.58,57.82,252.85,0.541,0.706,19.75,0.443,0.797,0.741,0.616,3.671,0.186,High attention,Scalable,clear,29.7,96.0,203.55,84.73,0.021,0.1902,5.36,0.087,58.16,0.5178,0.5706,0.3081,0.6396,1.2351
2014_812_Colombia,2014,812,Colombia,Japan,B,group_or_knockout,Vivo,win,3,1650,74.7,50.9,8.73,66.62,160.33,0.569,0.407,18.25,0.396,0.764,0.653,0.492,3.805,0.208,Mid attention,Scalable,rain,24.8,80.3,205.26,103.05,0.183,0.3806,0.73,0.232,58.4,0.5567,0.5043,0.4426,0.641,1.1515
2014_813_Iran,2014,813,Iran,Bosnia and Herzegovina,B,group_or_knockout,Visa,loss,0,1519,68.7,30.6,12.34,64.42,235.59,0.616,0.522,29.04,0.732,0.637,0.935,0.558,3.331,0.115,Mid attention,Scalable,cloudy,14.9,44.4,198.42,72.71,0.205,0.3583,5.49,0.22,69.06,0.5468,0.6601,0.487,0.4454,0.8147
2014_814_France,2014,814,France,Ecuador,B,group_or_knockout,Qatar Airways,draw,1,1748,77.8,46.5,18.67,55.62,158.1,0.446,0.601,24.02,0.51,0.801,0.711,0.515,3.316,0.138,Mid attention,Scalable,windy,24.3,68.4,151.08,94.5,0.068,0.2672,2.71,0.149,53.14,0.4406,0.4404,0.3169,0.4948,1.1231
2014_815_Switzerland,2014,815,Switzerland,Honduras,B,group_or_knockout,Adidas,win,3,1632,72.7,48.1,17.05,62.22,175.71,0.528,0.606,31.4,0.904,0.774,0.888,0.733,3.038,0.097,Mid attention,Premium,windy,16.3,44.7,161.88,79.92,0.226,0.3084,6.14,0.193,65.61,0.4921,0.6075,0.425,0.4339,0.8817
2014_816_Argentina,2014,816,Argentina,Nigeria,B,group_or_knockout,Hyundai,win,3,1753,76.8,58.0,19.5,66.62,150.67,0.587,0.687,30.74,0.903,0.813,0.936,0.774,3.419,0.111,High attention,Premium,rain,31.8,29.6,182.47,103.92,0.105,0.1063,2.81,0.095,66.62,0.5507,0.5845,0.2244,0.5724,1.0395
2014_817_Russia,2014,817,Russia,Algeria,B,group_or_knockout,Hyundai,draw,1,1676,72.7,49.8,18.23,60.02,168.72,0.505,0.621,26.07,0.814,0.69,0.874,0.637,3.309,0.127,Mid attention,Premium,rain,27.9,74.3,202.44,113.83,0.226,0.1983,-1.5,0.176,55.81,0.5191,0.4461,0.3493,0.4686,0.9026
2014_818_Belgium,2014,818,Belgium,South Korea,B,group_or_knockout,Visa,win,3,1674,71.5,40.4,23.19,57.82,133.37,0.475,0.723,26.85,0.713,0.72,0.914,0.703,3.148,0.117,High attention,Premium,rain,23.6,76.6,203.79,53.36,-0.028,0.3002,4.58,0.023,59.25,0.3782,0.5683,0.2795,0.4578,1.2103
2014_819_Ghana,2014,819,Ghana,Portugal,B,group_or_knockout,Mengniu,loss,0,1600,68.9,36.1,8.97,62.22,186.47,0.56,0.398,23.07,0.435,0.715,0.668,0.4,3.452,0.15,Mid attention,Scalable,cloudy,8.4,74.7,176.43,101.61,0.19,0.3633,1.87,0.171,61.41,0.5339,0.5207,0.4516,0.4658,0.8724
2014_820_Germany,2014,820,Germany,United States,B,group_or_knockout,Coca-Cola,win,3,1798,81.3,65.9,22.15,57.82,154.65,0.451,0.705,29.19,0.759,0.859,0.907,0.707,3.042,0.104,High attention,Premium,rain,17.1,50.5,220.21,65.08,0.115,0.3954,2.01,0.109,55.73,0.4126,0.5147,0.4183,0.5068,1.2283
2014_821_Chile,2014,821,Chile,Brazil,B,group_or_knockout,Hisense,draw,1,1622,72.9,38.6,16.65,60.02,131.65,0.479,0.563,27.36,0.7,0.681,0.911,0.572,4.116,0.15,Mid attention,Scalable,clear,27.1,55.3,176.78,75.82,0.271,0.0917,-0.25,0.15,60.83,0.432,0.4841,0.2761,0.6686,1.5477
2014_822_Uruguay,2014,822,Uruguay,Colombia,B,group_or_knockout,Vivo,loss,0,1684,74.8,44.8,20.58,60.02,226.42,0.594,0.708,19.75,0.443,0.797,0.741,0.526,3.484,0.176,High attention,Scalable,rain,30.3,70.0,158.96,56.73,0.152,0.2103,6.21,0.164,48.67,0.4746,0.4627,0.3619,0.5888,1.2408
2014_823_Greece,2014,823,Greece,Costa Rica,B,group_or_knockout,Budweiser,draw,1,1521,66.0,32.8,9.21,60.02,193.29,0.5,0.394,30.87,0.736,0.686,0.866,0.523,3.517,0.114,Mid attention,Scalable,windy,29.7,64.3,189.48,67.24,0.281,0.1367,1.71,0.23,66.48,0.4656,0.5731,0.3498,0.4866,1.045
2014_824_Mexico,2014,824,Mexico,Netherlands,B,group_or_knockout,Hyundai,loss,0,1612,72.1,37.6,18.89,62.22,156.84,0.475,0.647,28.5,0.853,0.712,0.897,0.621,3.776,0.132,Mid attention,Premium,clear,13.4,51.7,133.06,135.8,0.207,0.1011,6.11,0.173,56.04,0.5643,0.4999,0.2703,0.5913,1.0478
2014_825_Nigeria,2014,825,Nigeria,France,B,group_or_knockout,Coca-Cola,loss,0,1585,75.3,31.3,8.19,60.02,178.65,0.472,0.361,26.63,0.705,0.744,0.906,0.461,3.687,0.138,Mid attention,Scalable,hot,24.8,32.1,191.11,131.93,0.143,0.2499,1.89,0.142,51.67,0.5547,0.452,0.3523,0.6061,1.0925
2014_826_Algeria,2014,826,Algeria,Germany,B,group_or_knockout,Hisense,loss,0,1543,72.2,36.3,11.9,62.22,173.68,0.545,0.47,30.28,0.732,0.66,0.889,0.525,4.158,0.137,Mid attention,Scalable,windy,29.1,59.8,127.12,114.22,0.235,0.15,0.85,0.157,65.82,0.5437,0.4977,0.3253,0.6371,1.1718
2014_827_Switzerland,2014,827,Switzerland,Argentina,B,group_or_knockout,Adidas,loss,0,1632,72.7,48.1,17.05,57.82,129.59,0.467,0.559,31.4,0.904,0.774,0.888,0.604,4.056,0.129,Mid attention,Scalable,clear,13.0,75.3,134.34,98.03,0.236,0.2588,5.57,0.191,49.91,0.4446,0.4411,0.3673,0.6798,1.529
2014_828_United_States,2014,828,United States,Belgium,B,group_or_knockout,Vivo,loss,0,1578,71.9,31.0,12.75,62.22,181.35,0.546,0.495,22.58,0.432,0.676,0.652,0.433,3.872,0.171,Mid attention,Scalable,cloudy,23.0,38.8,112.84,118.85,0.203,0.2009,2.65,0.152,70.84,0.5567,0.5544,0.349,0.5463,0.9813
2014_829_Colombia,2014,829,Colombia,Brazil,B,group_or_knockout,Vivo,loss,0,1650,74.7,50.9,8.73,62.22,149.42,0.562,0.376,18.25,0.396,0.764,0.653,0.379,4.222,0.231,Mid attention,Watchlist,windy,24.6,68.2,178.91,128.52,-0.073,0.2909,2.67,0.064,57.95,0.5474,0.5058,0.2641,0.7552,1.3796
2014_830_Germany,2014,830,Germany,France,B,group_or_knockout,Coca-Cola,win,3,1798,81.3,65.9,22.15,57.82,126.82,0.392,0.693,29.19,0.759,0.859,0.907,0.692,3.554,0.122,High attention,Premium,windy,21.2,63.3,259.76,91.07,0.058,0.3296,0.11,0.074,51.27,0.4317,0.4842,0.3324,0.6331,1.4665
2014_831_Belgium,2014,831,Belgium,Argentina,B,group_or_knockout,Visa,loss,0,1674,71.5,40.4,23.19,57.82,104.9,0.461,0.71,26.85,0.713,0.72,0.914,0.595,4.0,0.149,High attention,Scalable,clear,11.9,70.0,168.69,54.69,0.295,0.22,1.84,0.25,46.39,0.3586,0.3862,0.3522,0.6707,1.8702
2014_832_Costa_Rica,2014,832,Costa Rica,Netherlands,B,group_or_knockout,Visa,draw,1,1585,73.1,26.3,15.16,55.62,143.76,0.494,0.502,31.23,0.76,0.677,0.885,0.571,3.719,0.119,Mid attention,Scalable,clear,21.0,72.0,196.26,101.35,0.031,0.1571,3.7,0.08,44.22,0.4403,0.4211,0.2199,0.5349,1.2149
2014_833_Germany,2014,833,Germany,Brazil,B,group_or_knockout,Coca-Cola,win,3,1798,81.3,65.9,22.15,73.22,245.24,0.684,0.838,29.19,0.759,0.859,0.907,0.8,4.317,0.148,High attention,Premium,rain,21.0,46.9,396.05,159.62,0.244,0.2912,0.07,0.223,59.62,0.7697,0.6783,0.4672,0.8201,1.0655
2014_834_Argentina,2014,834,Argentina,Netherlands,B,group_or_knockout,Hyundai,draw,1,1753,76.8,58.0,19.5,55.62,130.85,0.432,0.611,30.74,0.903,0.813,0.936,0.65,3.629,0.118,Mid attention,Premium,clear,22.1,32.1,184.85,68.72,0.227,0.11,1.67,0.215,43.48,0.3799,0.3737,0.2679,0.6237,1.6418
2014_835_Netherlands,2014,835,Netherlands,Brazil,B,group_or_knockout,Hisense,win,3,1746,75.8,49.9,15.97,62.22,360.13,0.645,0.658,32.27,0.781,0.811,0.856,0.732,4.363,0.135,Mid attention,Premium,clear,19.6,49.5,154.37,93.49,0.084,0.146,1.92,0.134,55.86,0.6536,0.4545,0.3775,0.7608,1.1641
2014_836_Argentina,2014,836,Argentina,Germany,B,group_or_knockout,Hyundai,loss,0,1753,76.8,58.0,19.5,57.82,211.73,0.495,0.66,30.74,0.903,0.813,0.936,0.647,4.147,0.135,Mid attention,Premium,clear,20.3,72.2,148.48,79.19,-0.043,0.1962,2.94,0.099,51.56,0.4779,0.4282,0.2568,0.7498,1.5688
2018_837_Saudi_Arabia,2018,837,Saudi Arabia,Russia,B,group_or_knockout,Visa,loss,0,1543,68.2,34.6,13.01,68.08,280.31,0.671,0.581,27.16,0.698,0.648,0.864,0.579,4.362,0.161,Mid attention,Scalable,clear,22.8,49.3,204.56,95.83,0.099,0.1105,5.91,0.052,63.64,0.6503,0.6262,0.3091,0.693,1.0656
2018_838_Uruguay,2018,838,Uruguay,Egypt,B,group_or_knockout,Vivo,win,3,1684,74.8,44.8,20.58,59.28,211.65,0.575,0.697,19.75,0.443,0.797,0.741,0.619,3.325,0.168,High attention,Scalable,cloudy,25.7,46.9,152.03,108.95,0.364,0.0897,2.17,0.225,51.21,0.5374,0.4168,0.3682,0.5463,1.0166
2018_839_Iran,2018,839,Iran,Morocco,B,group_or_knockout,Visa,win,3,1519,68.7,30.6,12.34,59.28,284.6,0.634,0.512,29.04,0.732,0.637,0.935,0.657,3.299,0.114,Mid attention,Premium,cloudy,21.2,28.9,154.9,82.51,0.07,0.2774,1.35,0.169,47.58,0.552,0.3763,0.4069,0.4377,0.793
2018_840_Spain,2018,840,Spain,Portugal,B,group_or_knockout,Budweiser,draw,1,1708,77.4,45.2,19.26,70.28,161.12,0.617,0.708,27.85,0.714,0.724,0.933,0.656,3.512,0.126,High attention,Premium,cloudy,20.5,86.0,270.1,149.23,0.077,0.3301,8.57,0.156,56.62,0.6625,0.6667,0.3635,0.5523,0.8336
2018_841_Australia,2018,841,Australia,France,B,group_or_knockout,Hyundai,loss,0,1539,69.8,32.1,7.37,63.68,88.84,0.558,0.322,29.32,0.866,0.705,0.903,0.517,3.676,0.125,Low attention,Scalable,rain,23.6,71.2,247.25,122.68,0.056,0.2643,1.89,0.188,53.85,0.5056,0.5216,0.2645,0.5596,1.1068
2018_842_Iceland,2018,842,Iceland,Argentina,B,group_or_knockout,Adidas,draw,1,1388,64.1,13.5,5.97,61.48,155.06,0.525,0.301,32.31,0.897,0.583,0.936,0.547,4.167,0.129,Low attention,Scalable,clear,11.5,70.3,122.36,57.54,0.278,0.1068,2.4,0.268,54.96,0.4349,0.425,0.3042,0.5959,1.3702
2018_843_Denmark,2018,843,Denmark,Peru,B,group_or_knockout,Coca-Cola,win,3,1642,71.5,43.1,19.09,59.28,198.06,0.575,0.652,33.85,0.793,0.715,0.895,0.721,3.443,0.102,Mid attention,Premium,clear,25.9,73.5,145.14,116.43,0.132,0.1661,2.05,0.157,49.4,0.5387,0.3934,0.306,0.4855,0.9012
2018_844_Nigeria,2018,844,Nigeria,Croatia,B,group_or_knockout,Coca-Cola,loss,0,1585,75.3,31.3,8.19,61.48,183.3,0.54,0.372,26.63,0.705,0.744,0.906,0.478,3.828,0.144,Mid attention,Scalable,clear,23.0,67.2,164.47,117.1,0.094,0.3092,2.22,0.134,56.04,0.5487,0.4697,0.372,0.6422,1.1705
2018_845_Serbia,2018,845,Serbia,Costa Rica,B,group_or_knockout,Vivo,win,3,1559,68.8,36.3,15.31,59.28,182.99,0.521,0.546,23.55,0.481,0.729,0.727,0.565,3.482,0.148,Mid attention,Scalable,clear,23.2,54.1,206.86,93.16,0.298,0.2675,2.96,0.197,65.92,0.4911,0.603,0.4352,0.5007,1.0195
