match_id,year,team_a,team_b,stage,neutral_site,host_advantage_a,stadium_capacity_k,temperature_c,humidity,weather,event_attention_m,media_reposts_k,result,city,country,date,engagement_rate,fan_growth_7d_pct,news_sentiment_score,text_signal_score,time_decay_attention,a_elo,a_coach_wc_matches,a_squad_market_value_m,a_recent_goal_diff,a_social_followers_m,a_brand_globality,a_core_player_rating,a_core_market_value_m,a_player_followers_m,a_avg_injury_risk,a_avg_availability_score,a_player_fan_growth_30d_pct,a_player_sentiment_score,a_sponsor,a_sponsor_category,a_sponsor_spend_m,a_ad_exposure_m,a_brand_heat_index,a_paid_media_share,a_brand_fit,a_activation_quality,a_historical_sports_presence,a_data_origin,a_sponsor_power_index,b_elo,b_coach_wc_matches,b_squad_market_value_m,b_recent_goal_diff,b_social_followers_m,b_brand_globality,b_core_player_rating,b_core_market_value_m,b_player_followers_m,b_avg_injury_risk,b_avg_availability_score,b_player_fan_growth_30d_pct,b_player_sentiment_score,b_sponsor,b_sponsor_category,b_sponsor_spend_m,b_ad_exposure_m,b_brand_heat_index,b_paid_media_share,b_brand_fit,b_activation_quality,b_historical_sports_presence,b_data_origin,b_sponsor_power_index,elo_diff,market_value_diff_m,coach_exp_diff,core_rating_diff,recent_goal_diff_delta,availability_diff,injury_risk_diff,team_a_strength,fan_score,sponsor_roi,weather_severity,media_exposure_index,injury_risk_score,sponsor_team_fit_score,weather_impact_score,stage_premium_score,commercial_momentum_score
716,2010,Serbia,Ghana,group_or_knockout,True,0.0,42.2,21.3,42.7,clear,56.37,162.04,B_win,Pretoria,South Africa,2010-06-13,0.1807,3.85,0.094,0.124,59.47,1559,2,352.7,-0.38,20.1,0.495,68.8,36.3,15.31,0.141,0.848,1.7433333333333334,0.1526666666666666,Vivo,technology,23.55,77.75,0.555,0.452,0.729,0.727,0.578,real_sponsor_names_with_proxy_commercial_metrics,0.4731110453058686,1600,2,402.0,-0.13,21.31,0.537,68.9,36.1,8.969999999999999,0.3763333333333333,0.8766666666666666,0.7333333333333333,0.2983333333333333,Mengniu,consumer_goods,23.07,63.81,0.408,0.27,0.715,0.668,0.644,real_sponsor_names_with_proxy_commercial_metrics,0.4331058788217078,-41,-49.30000000000001,0,-0.1000000000000085,-0.25,-0.0286666666666666,-0.2353333333333333,0.358888880308777,0.4737841517781254,2.987,0.12,0.40091460091547365,0.1454,0.67453,0.13789945051024047,0.2,0.42809933355437835
717,2010,Italy,Paraguay,group_or_knockout,True,0.0,37.7,14.0,81.2,clear,58.57,78.72,draw,Cape Town,South Africa,2010-06-14,0.1983,2.56,0.159,0.122,63.6,1755,14,594.5,0.34,33.03,0.744,77.8,61.6,11.04,0.3303333333333333,0.8929999999999999,1.3333333333333333,0.0393333333333333,Visa,finance,33.4,1470.0,1.0,0.316,0.761,0.842,0.918,real_sponsor_names_with_proxy_commercial_metrics,0.9046859464925012,1578,4,377.4,-0.11,22.66,0.528,69.9,30.5,12.88,0.1066666666666666,0.8923333333333333,3.733333333333333,0.1686666666666666,Hyundai,automotive,26.2,1520.0,1.0,0.401,0.667,0.921,0.802,real_sponsor_names_with_proxy_commercial_metrics,0.8003391569254713,177,217.1,10,7.899999999999991,0.45,0.0006666666666665,0.2236666666666666,0.8187106162327391,0.3643165025598173,3.576,0.12,0.3655370702870341,0.24100000000000002,0.84782,0.4941418682651823,0.2,0.5124754619323559
718,2010,Japan,Cameroon,group_or_knockout,True,0.0,66.9,16.8,55.5,rain,56.37,228.13,A_win,Bloemfontein,South Africa,2010-06-14,0.2348,7.54,0.15,0.184,54.34,1586,4,387.4,-0.2,22.68,0.535,72.8,37.0,11.9,0.25,0.7706666666666667,4.593333333333333,0.3566666666666667,Adidas,apparel,29.47,1420.0,1.0,0.558,0.648,0.855,0.917,real_sponsor_names_with_proxy_commercial_metrics,0.8286493331367756,1542,4,334.5,-0.31,21.28,0.489,68.0,29.1,10.52,0.2513333333333333,0.8450000000000001,2.2433333333333336,0.186,Coca-Cola,beverage,31.97,1660.0,1.0,0.241,0.693,0.92,0.885,real_sponsor_names_with_proxy_commercial_metrics,0.9059686221294364,44,52.89999999999998,0,4.799999999999997,0.1099999999999999,-0.0743333333333333,-0.0013333333333333,0.4507401502367096,0.5131507441701092,4.105,0.48,0.4666911351423793,0.2417333333333333,0.8034600000000001,0.45426011560693635,0.2,0.5498766753489327
719,2010,Netherlands,Denmark,group_or_knockout,True,0.0,53.4,19.8,84.2,hot,58.57,173.9,A_win,Johannesburg,South Africa,2010-06-14,0.3049,5.23,0.105,0.066,59.02,1746,9,581.1,0.35,31.14,0.724,75.8,49.9,15.97,0.1103333333333333,0.742,2.733333333333333,0.1786666666666666,Hisense,technology,32.27,1590.0,1.0,0.505,0.811,0.856,0.664,real_sponsor_names_with_proxy_commercial_metrics,0.8963841400493745,1642,4,453.4,0.04,24.3,0.592,71.5,43.1,19.09,0.1573333333333333,0.8273333333333334,2.966666666666667,0.3496666666666666,Coca-Cola,beverage,33.85,1660.0,1.0,0.685,0.715,0.895,0.825,real_sponsor_names_with_proxy_commercial_metrics,0.9275501043841335,104,127.70000000000005,5,4.299999999999997,0.31,-0.0853333333333333,-0.047,0.7581498473599972,0.4997485198517469,4.113,0.62,0.44061604673998833,0.1694,0.8342200000000001,0.5562377792050239,0.2,0.5658117885183368
720,2010,Brazil,North Korea,group_or_knockout,True,0.0,44.7,30.4,49.8,clear,60.77,138.07,A_win,Johannesburg,South Africa,2010-06-15,0.0939,4.52,0.064,0.139,52.63,1829,20,683.6,0.5,36.78,0.83,78.8,57.4,18.61,0.1376666666666667,0.7313333333333333,3.723333333333333,0.206,Adidas,apparel,33.15,1420.0,1.0,0.369,0.809,0.916,0.861,real_sponsor_names_with_proxy_commercial_metrics,0.9083567026566084,1482,1,257.6,-0.57,14.55,0.394,66.9,26.9,8.790000000000001,0.1546666666666666,0.706,4.253333333333333,0.251,Adidas,apparel,26.45,1420.0,1.0,0.274,0.656,0.915,0.861,real_sponsor_names_with_proxy_commercial_metrics,0.7928281222808258,347,426.0,19,11.899999999999991,1.0699999999999998,0.0253333333333333,-0.0169999999999999,0.9764150943396226,0.5630838897628351,4.164,0.12,0.3692735489583379,0.19006666666666672,0.87793,0.3688674801969599,0.2,0.5770300075628475
721,2010,Ivory Coast,Portugal,group_or_knockout,True,0.0,56.7,19.2,62.7,cloudy,54.17,204.53,draw,Port Elizabeth,South Africa,2010-06-15,0.2723,3.47,0.1,0.134,60.49,1587,1,384.2,-0.22,19.05,0.511,73.8,39.2,8.73,0.1446666666666666,0.7746666666666666,3.723333333333333,0.359,Budweiser,beverage,26.15,1520.0,1.0,0.237,0.659,0.897,0.579,real_sponsor_names_with_proxy_commercial_metrics,0.7796506600569951,1702,6,527.3,0.14,27.94,0.666,76.8,47.1,14.4,0.2406666666666666,0.7363333333333334,3.2266666666666666,0.0836666666666666,Mengniu,consumer_goods,17.76,59.99,0.368,0.468,0.8,0.643,0.574,real_sponsor_names_with_proxy_commercial_metrics,0.3588222589642531,-115,-143.09999999999997,-5,-3.0,-0.36,0.0383333333333332,-0.096,0.4439260305258574,0.4263106974935468,3.874,0.22,0.45098050645249477,0.17693333333333333,0.76788,0.3189434810533077,0.2,0.509566455002371
722,2010,New Zealand,Slovakia,group_or_knockout,True,0.0,72.7,26.8,96.0,clear,58.57,138.45,draw,Rustenburg,South Africa,2010-06-15,0.1725,4.33,0.284,0.196,57.66,1404,1,163.9,-0.5,11.34,0.308,64.7,15.2,8.370000000000001,0.188,0.8696666666666667,0.58,0.3226666666666666,McDonald's,restaurant,20.14,63.89,0.409,0.46,0.556,0.654,0.629,real_sponsor_names_with_proxy_commercial_metrics,0.3652259571442043,1525,1,306.2,-0.25,14.23,0.427,72.8,26.2,7.47,0.086,0.8896666666666667,3.143333333333333,0.1973333333333333,Mengniu,consumer_goods,15.95,62.18,0.391,0.258,0.642,0.626,0.565,real_sponsor_names_with_proxy_commercial_metrics,0.3105542803912381,-121,-142.29999999999998,0,-8.099999999999994,-0.25,-0.02,0.102,0.0695212410354738,0.3711090230606479,3.022,0.12,0.40586791708593245,0.16493333333333332,0.5649900000000001,0.4748554913294798,0.2,0.357940939588777
723,2010,Honduras,Chile,group_or_knockout,True,0.0,28.4,19.8,41.1,clear,56.37,132.84,B_win,Nelspruit,South Africa,2010-06-16,0.3536,4.4,0.223,0.122,58.57,1414,1,177.5,-0.67,13.05,0.328,62.9,9.5,7.33,0.4183333333333334,0.6726666666666666,3.2266666666666666,0.0066666666666666,Visa,finance,28.19,1470.0,1.0,0.46,0.538,0.906,0.82,real_sponsor_names_with_proxy_commercial_metrics,0.799766572797303,1622,5,430.7,-0.12,24.93,0.579,72.9,38.6,16.65,0.135,0.8083333333333332,3.453333333333333,0.1826666666666666,Hisense,technology,27.36,1590.0,1.0,0.243,0.681,0.911,0.656,real_sponsor_names_with_proxy_commercial_metrics,0.8155457475650322,-208,-253.2,-4,-10.000000000000009,-0.55,-0.1356666666666666,0.2833333333333334,0.0690300105224019,0.2938478303183781,2.986,0.12,0.42450871525043554,0.38193333333333335,0.75546,0.17000321130378931,0.2,0.45797151301058575
724,2010,South Africa,Uruguay,group_or_knockout,False,0.18,38.5,24.5,27.6,rain,60.77,191.99,B_win,Pretoria,South Africa,2010-06-16,0.2667,-1.78,0.216,0.14,49.9,1530,1,315.3,-0.11,17.05,0.45,68.0,32.2,12.38,0.1266666666666666,0.7996666666666666,3.4566666666666666,-0.08,Qatar Airways,airline,33.39,1560.0,1.0,0.304,0.668,0.929,0.558,real_sponsor_names_with_proxy_commercial_metrics,0.8870244142071291,1684,10,508.3,0.07,29.28,0.661,74.8,44.8,20.58,0.1356666666666666,0.8753333333333333,1.923333333333333,0.1913333333333333,Vivo,technology,19.75,76.46,0.542,0.306,0.797,0.741,0.63,real_sponsor_names_with_proxy_commercial_metrics,0.4353841169067607,-154,-193.0,-9,-6.799999999999997,-0.18,-0.0756666666666666,-0.0089999999999999,0.2992007110612221,0.4354769031787791,3.413,0.48,0.45054883222595277,0.1561333333333333,0.7765099999999999,0.26347334617854845,0.2,0.5402725587449596
725,2010,Spain,Switzerland,group_or_knockout,True,0.0,46.0,22.2,78.6,clear,56.37,265.24,B_win,Durban,South Africa,2010-06-16,0.1138,3.63,0.071,0.158,56.89,1708,12,537.2,0.18,30.58,0.689,77.4,45.2,19.26,0.2126666666666666,0.84,4.25,0.077,Budweiser,beverage,27.85,1520.0,1.0,0.321,0.724,0.933,0.612,real_sponsor_names_with_proxy_commercial_metrics,0.8201095535851789,1632,7,443.7,-0.12,26.09,0.595,72.7,48.1,17.05,0.1836666666666666,0.914,2.223333333333333,0.2486666666666666,Adidas,apparel,31.4,1420.0,1.0,0.14,0.774,0.888,0.845,real_sponsor_names_with_proxy_commercial_metrics,0.8742493122599488,76,93.50000000000006,5,4.700000000000003,0.3,-0.074,0.0289999999999999,0.7299678934836586,0.6088191760897577,4.06,0.12,0.4606099730080325,0.19159999999999994,0.80913,0.2800171269535431,0.2,0.5771998567671817
726,2010,Argentina,South Korea,group_or_knockout,True,0.0,77.0,28.2,44.8,cloudy,65.17,293.42,A_win,Johannesburg,South Africa,2010-06-17,0.2622,2.46,0.019,0.086,59.49,1753,15,591.7,0.26,33.16,0.743,76.8,58.0,19.5,0.2623333333333333,0.8586666666666667,3.813333333333333,0.2106666666666666,Hyundai,automotive,30.74,1520.0,1.0,0.338,0.813,0.936,0.851,real_sponsor_names_with_proxy_commercial_metrics,0.8906866725830912,1548,6,343.4,-0.37,22.9,0.505,70.3,20.2,12.829999999999998,0.151,0.8606666666666666,2.8866666666666667,0.2443333333333333,McDonald's,restaurant,25.44,80.72,0.587,0.49,0.67,0.723,0.661,real_sponsor_names_with_proxy_commercial_metrics,0.5007392844481758,205,248.30000000000007,9,6.5,0.63,-0.0019999999999998,0.1113333333333333,0.8112048561394937,0.6816660074362976,4.673,0.22,0.5582825165582144,0.2139333333333333,0.8831100000000001,0.3300371083993434,0.2,0.6430871868137482
727,2010,France,Mexico,group_or_knockout,True,0.0,61.7,19.8,57.7,cloudy,58.57,185.11,B_win,Polokwane,South Africa,2010-06-17,0.1203,1.75,0.222,0.185,55.17,1748,13,584.8,0.26,32.28,0.733,77.8,46.5,18.67,0.2083333333333333,0.8296666666666667,3.483333333333333,0.3613333333333333,Qatar Airways,airline,31.34,1560.0,1.0,0.647,0.801,0.881,0.647,real_sponsor_names_with_proxy_commercial_metrics,0.8804760425996134,1612,10,421.9,-0.18,26.83,0.584,72.1,37.6,18.89,0.2446666666666666,0.7546666666666667,1.1233333333333333,0.211,Hyundai,automotive,28.5,1520.0,1.0,0.636,0.712,0.897,0.88,real_sponsor_names_with_proxy_commercial_metrics,0.8410900128753669,136,162.89999999999998,3,5.700000000000003,0.44,0.0749999999999999,-0.0363333333333333,0.8018213325687816,0.614592458970137,4.152,0.22,0.4171183879852379,0.19313333333333332,0.8337199999999999,0.28173160636551775,0.2,0.5879566163325931
728,2010,Greece,Nigeria,group_or_knockout,True,0.0,68.0,13.6,48.6,clear,60.77,197.66,A_win,Bloemfontein,South Africa,2010-06-17,0.1449,2.39,0.206,0.128,62.32,1521,1,305.1,-0.4,17.11,0.443,66.0,32.8,9.21,0.1196666666666666,0.7983333333333333,2.74,0.2183333333333333,Budweiser,beverage,30.87,1520.0,1.0,0.603,0.686,0.866,0.554,real_sponsor_names_with_proxy_commercial_metrics,0.8422407644411288,1585,3,384.6,-0.29,21.98,0.529,75.3,31.3,8.190000000000001,0.2983333333333333,0.916,1.92,-0.066,Coca-Cola,beverage,26.63,1660.0,1.0,0.555,0.744,0.906,0.879,real_sponsor_names_with_proxy_commercial_metrics,0.8394251565762004,-64,-79.5,-2,-9.299999999999995,-0.11,-0.1176666666666665,-0.1786666666666667,0.2664347481162223,0.4230677738602145,3.911,0.12,0.4487240675546711,0.15246666666666664,0.76772,0.3636822950117748,0.2,0.5246743736576652
729,2010,England,Algeria,group_or_knockout,True,0.0,43.2,14.7,62.3,clear,54.17,193.2,draw,Cape Town,South Africa,2010-06-18,0.2266,-0.47,0.145,0.147,57.78,1695,13,522.2,0.16,30.51,0.678,76.6,52.6,19.34,0.28,0.7986666666666666,2.61,0.1863333333333333,McDonald's,restaurant,20.29,74.13,0.517,0.758,0.819,0.654,0.569,real_sponsor_names_with_proxy_commercial_metrics,0.4258607840939036,1543,2,333.4,-0.31,18.82,0.474,72.2,36.3,11.9,0.258,0.887,1.2466666666666666,0.0059999999999999,Hisense,technology,30.28,1590.0,1.0,0.679,0.66,0.889,0.626,real_sponsor_names_with_proxy_commercial_metrics,0.84684996468403,152,188.80000000000007,11,4.399999999999992,0.47,-0.0883333333333333,0.022,0.7074856858162286,0.5546439567120247,3.4,0.12,0.4264041428961291,0.24853333333333336,0.68589,0.3942671091129665,0.2,0.43990032464112966
730,2010,Germany,Serbia,group_or_knockout,True,0.0,43.4,19.8,42.8,clear,56.37,113.29,B_win,Port Elizabeth,South Africa,2010-06-18,0.17,-0.99,0.104,0.062,51.06,1798,20,646.1,0.4,35.62,0.797,81.3,65.9,22.15,0.2123333333333333,0.851,5.576666666666667,0.3273333333333333,Coca-Cola,beverage,29.19,1660.0,1.0,0.286,0.859,0.907,0.902,real_sponsor_names_with_proxy_commercial_metrics,0.8943041962421712,1559,2,352.7,-0.38,20.1,0.495,68.8,36.3,15.31,0.141,0.848,1.7433333333333334,0.1526666666666666,Vivo,technology,23.55,77.75,0.555,0.452,0.729,0.727,0.578,real_sponsor_names_with_proxy_commercial_metrics,0.4731110453058686,239,293.40000000000003,18,12.5,0.78,0.003,0.0713333333333333,0.9510351228677828,0.6766810713377647,4.176,0.12,0.32610926376356875,0.18699999999999997,0.90283,0.177348890316135,0.2,0.600501759825409
731,2010,Slovenia,United States,group_or_knockout,True,0.0,63.8,15.5,55.1,windy,62.97,215.51,draw,Johannesburg,South Africa,2010-06-18,0.3337,5.42,0.017,0.106,68.91,1491,1,267.3,-0.5,14.34,0.4,66.6,28.9,8.67,0.2016666666666666,0.8223333333333334,2.676666666666667,0.2296666666666666,Vivo,technology,14.76,59.17,0.36,0.203,0.658,0.571,0.553,real_sponsor_names_with_proxy_commercial_metrics,0.28302,1578,6,379.0,-0.3,23.84,0.536,71.9,31.0,12.75,0.132,0.7943333333333333,0.7200000000000001,0.0636666666666666,Vivo,technology,22.58,68.24,0.455,0.416,0.676,0.652,0.654,real_sponsor_names_with_proxy_commercial_metrics,0.4278500724017683,-87,-111.7,-5,-5.300000000000011,-0.2,0.028,0.0696666666666666,0.224011998713193,0.4359928143292032,3.239,0.48,0.5368462485965176,0.1920666666666666,0.5668599999999999,0.4863467494469421,0.2,0.3812084377314805
732,2010,Cameroon,Denmark,group_or_knockout,True,0.0,58.8,25.5,65.2,cloudy,60.77,141.39,B_win,Pretoria,South Africa,2010-06-19,0.2251,3.77,0.203,0.191,52.19,1542,4,334.5,-0.31,21.28,0.489,68.0,29.1,10.52,0.2513333333333333,0.8450000000000001,2.2433333333333336,0.186,Coca-Cola,beverage,31.97,1660.0,1.0,0.241,0.693,0.92,0.885,real_sponsor_names_with_proxy_commercial_metrics,0.9059686221294364,1642,4,453.4,0.04,24.3,0.592,71.5,43.1,19.09,0.1573333333333333,0.8273333333333334,2.966666666666667,0.3496666666666666,Coca-Cola,beverage,33.85,1660.0,1.0,0.685,0.715,0.895,0.825,real_sponsor_names_with_proxy_commercial_metrics,0.9275501043841335,-100,-118.89999999999998,0,-3.5,-0.35,0.0176666666666667,0.094,0.3361091814289645,0.4203520664990631,3.623,0.22,0.4195996849512413,0.21279999999999993,0.83381,0.34795404267465924,0.2,0.5390163849210506
733,2010,Ghana,Australia,group_or_knockout,True,0.0,65.1,20.2,41.9,clear,58.57,182.98,draw,Rustenburg,South Africa,2010-06-19,0.1633,-2.27,0.229,0.194,57.55,1600,2,402.0,-0.13,21.31,0.537,68.9,36.1,8.969999999999999,0.3763333333333333,0.8766666666666666,0.7333333333333333,0.2983333333333333,Mengniu,consumer_goods,23.07,63.81,0.408,0.27,0.715,0.668,0.644,real_sponsor_names_with_proxy_commercial_metrics,0.4331058788217078,1539,3,329.7,-0.4,20.21,0.479,69.8,32.1,7.37,0.2113333333333333,0.8620000000000001,3.056666666666666,0.0496666666666666,Hyundai,automotive,29.32,1520.0,1.0,0.218,0.705,0.903,0.913,real_sponsor_names_with_proxy_commercial_metrics,0.854187361518373,61,72.30000000000001,-1,-0.8999999999999915,0.27,0.0146666666666664,0.165,0.4244551084744016,0.3968179702610188,3.125,0.12,0.4355078729238152,0.27513333333333334,0.6373399999999999,0.1630553771497895,0.2,0.3908756171750582
734,2010,Netherlands,Japan,group_or_knockout,True,0.0,55.6,37.2,46.8,clear,56.37,151.15,A_win,Durban,South Africa,2010-06-19,0.2299,1.59,0.08,0.079,47.04,1746,9,581.1,0.35,31.14,0.724,75.8,49.9,15.97,0.1103333333333333,0.742,2.733333333333333,0.1786666666666666,Hisense,technology,32.27,1590.0,1.0,0.505,0.811,0.856,0.664,real_sponsor_names_with_proxy_commercial_metrics,0.8963841400493745,1586,4,387.4,-0.2,22.68,0.535,72.8,37.0,11.9,0.25,0.7706666666666667,4.593333333333333,0.3566666666666667,Adidas,apparel,29.47,1420.0,1.0,0.558,0.648,0.855,0.917,real_sponsor_names_with_proxy_commercial_metrics,0.8286493331367756,160,193.70000000000005,5,3.0,0.55,-0.0286666666666667,-0.1396666666666666,0.7581498473599972,0.4819382393193794,4.091,0.12,0.3649206648754674,0.1694,0.8342200000000001,0.53278312995076,0.2,0.5456858335963697
735,2010,Brazil,Ivory Coast,group_or_knockout,True,0.0,61.6,12.6,52.4,cloudy,62.97,207.06,A_win,Johannesburg,South Africa,2010-06-20,0.1397,4.65,0.073,0.092,55.67,1829,20,683.6,0.5,36.78,0.83,78.8,57.4,18.61,0.1376666666666667,0.7313333333333333,3.723333333333333,0.206,Adidas,apparel,33.15,1420.0,1.0,0.369,0.809,0.916,0.861,real_sponsor_names_with_proxy_commercial_metrics,0.9083567026566084,1587,1,384.2,-0.22,19.05,0.511,73.8,39.2,8.73,0.1446666666666666,0.7746666666666666,3.723333333333333,0.359,Budweiser,beverage,26.15,1520.0,1.0,0.237,0.659,0.897,0.579,real_sponsor_names_with_proxy_commercial_metrics,0.7796506600569951,242,299.40000000000003,19,5.0,0.72,-0.0433333333333333,-0.0069999999999999,0.9764150943396226,0.5969930474820769,4.409,0.22,0.4407959930043765,0.19006666666666672,0.87793,0.44611360879183615,0.2,0.6008290605334429
736,2010,Italy,New Zealand,group_or_knockout,True,0.0,60.1,24.2,35.1,clear,58.57,173.0,draw,Nelspruit,South Africa,2010-06-20,0.2897,2.21,0.233,0.218,64.56,1755,14,594.5,0.34,33.03,0.744,77.8,61.6,11.04,0.3303333333333333,0.8929999999999999,1.3333333333333333,0.0393333333333333,Visa,finance,33.4,1470.0,1.0,0.316,0.761,0.842,0.918,real_sponsor_names_with_proxy_commercial_metrics,0.9046859464925012,1404,1,163.9,-0.5,11.34,0.308,64.7,15.2,8.370000000000001,0.188,0.8696666666666667,0.58,0.3226666666666666,McDonald's,restaurant,20.14,63.89,0.409,0.46,0.556,0.654,0.629,real_sponsor_names_with_proxy_commercial_metrics,0.3652259571442043,351,430.6,13,13.099999999999994,0.8400000000000001,0.0233333333333332,0.1423333333333333,0.8187106162327391,0.397140943329249,3.906,0.12,0.4862520554066428,0.24100000000000002,0.84782,0.1440772853778634,0.2,0.5458093023717185
737,2010,Slovakia,Paraguay,group_or_knockout,True,0.0,68.1,16.2,51.2,cloudy,58.57,70.79,B_win,Bloemfontein,South Africa,2010-06-20,0.0629,5.41,0.083,0.094,45.93,1525,1,306.2,-0.25,14.23,0.427,72.8,26.2,7.47,0.086,0.8896666666666667,3.143333333333333,0.1973333333333333,Mengniu,consumer_goods,15.95,62.18,0.391,0.258,0.642,0.626,0.565,real_sponsor_names_with_proxy_commercial_metrics,0.3105542803912381,1578,4,377.4,-0.11,22.66,0.528,69.9,30.5,12.88,0.1066666666666666,0.8923333333333333,3.733333333333333,0.1686666666666666,Hyundai,automotive,26.2,1520.0,1.0,0.401,0.667,0.921,0.802,real_sponsor_names_with_proxy_commercial_metrics,0.8003391569254713,-53,-71.19999999999999,-3,2.8999999999999915,-0.14,-0.0026666666666665,-0.0206666666666666,0.3351757360715924,0.3630722549386329,3.069,0.22,0.2717860676363333,0.09573333333333331,0.58127,0.34728680510954124,0.2,0.32218427220398105
738,2010,Chile,Switzerland,group_or_knockout,True,0.0,68.5,20.0,59.9,rain,56.37,169.36,A_win,Port Elizabeth,South Africa,2010-06-21,0.091,5.0,0.276,0.181,62.55,1622,5,430.7,-0.12,24.93,0.579,72.9,38.6,16.65,0.135,0.8083333333333332,3.453333333333333,0.1826666666666666,Hisense,technology,27.36,1590.0,1.0,0.243,0.681,0.911,0.656,real_sponsor_names_with_proxy_commercial_metrics,0.8155457475650322,1632,7,443.7,-0.12,26.09,0.595,72.7,48.1,17.05,0.1836666666666666,0.914,2.223333333333333,0.2486666666666666,Adidas,apparel,31.4,1420.0,1.0,0.14,0.774,0.888,0.845,real_sponsor_names_with_proxy_commercial_metrics,0.8742493122599488,-10,-13.0,-2,0.2000000000000028,0.0,-0.1056666666666668,-0.0486666666666666,0.5136943396293857,0.5282886509165743,4.247,0.48,0.4028938269852986,0.15766666666666673,0.79217,0.39003546706629555,0.2,0.5416743670693083
739,2010,Portugal,North Korea,group_or_knockout,True,0.0,36.9,23.8,51.6,cloudy,69.57,237.97,A_win,Cape Town,South Africa,2010-06-21,0.2019,-0.05,0.125,0.222,62.49,1702,6,527.3,0.14,27.94,0.666,76.8,47.1,14.4,0.2406666666666666,0.7363333333333334,3.2266666666666666,0.0836666666666666,Mengniu,consumer_goods,17.76,59.99,0.368,0.468,0.8,0.643,0.574,real_sponsor_names_with_proxy_commercial_metrics,0.3588222589642531,1482,1,257.6,-0.57,14.55,0.394,66.9,26.9,8.790000000000001,0.1546666666666666,0.706,4.253333333333333,0.251,Adidas,apparel,26.45,1420.0,1.0,0.274,0.656,0.915,0.861,real_sponsor_names_with_proxy_commercial_metrics,0.7928281222808258,220,269.69999999999993,5,9.899999999999991,0.71,0.0303333333333334,0.086,0.6820304126224132,0.5363087089083761,3.448,0.22,0.5642971575495538,0.24986666666666663,0.64909,0.24496895739670307,0.2,0.4410238121556769
740,2010,Spain,Honduras,group_or_knockout,True,0.0,28.8,9.0,53.7,clear,58.57,189.63,A_win,Johannesburg,South Africa,2010-06-21,0.357,2.5,0.103,0.1,60.36,1708,12,537.2,0.18,30.58,0.689,77.4,45.2,19.26,0.2126666666666666,0.84,4.25,0.077,Budweiser,beverage,27.85,1520.0,1.0,0.321,0.724,0.933,0.612,real_sponsor_names_with_proxy_commercial_metrics,0.8201095535851789,1414,1,177.5,-0.67,13.05,0.328,62.9,9.5,7.33,0.4183333333333334,0.6726666666666666,3.2266666666666666,0.0066666666666666,Visa,finance,28.19,1470.0,1.0,0.46,0.538,0.906,0.82,real_sponsor_names_with_proxy_commercial_metrics,0.799766572797303,294,359.70000000000005,11,14.500000000000009,0.8500000000000001,0.1673333333333333,-0.2056666666666667,0.7299678934836586,0.5923845266891459,4.062,0.12,0.47823562317533225,0.19159999999999994,0.80913,0.5053725112395633,0.2,0.5761232849684703
741,2010,Greece,Argentina,group_or_knockout,True,0.0,71.0,24.4,57.7,clear,58.57,162.63,B_win,Polokwane,South Africa,2010-06-22,0.2369,1.86,0.138,0.195,47.62,1521,1,305.1,-0.4,17.11,0.443,66.0,32.8,9.21,0.1196666666666666,0.7983333333333333,2.74,0.2183333333333333,Budweiser,beverage,30.87,1520.0,1.0,0.603,0.686,0.866,0.554,real_sponsor_names_with_proxy_commercial_metrics,0.8422407644411288,1753,15,591.7,0.26,33.16,0.743,76.8,58.0,19.5,0.2623333333333333,0.8586666666666667,3.813333333333333,0.2106666666666666,Hyundai,automotive,30.74,1520.0,1.0,0.338,0.813,0.936,0.851,real_sponsor_names_with_proxy_commercial_metrics,0.8906866725830912,-232,-286.6,-14,-10.799999999999995,-0.66,-0.0603333333333333,-0.1426666666666667,0.2664347481162223,0.4009820994728552,3.677,0.12,0.41659294095509053,0.15246666666666664,0.76772,0.246933918504246,0.2,0.5120641595092885
742,2010,Mexico,Uruguay,group_or_knockout,True,0.0,73.4,34.4,47.5,clear,56.37,255.12,B_win,Rustenburg,South Africa,2010-06-22,0.1462,-0.12,0.103,0.07,56.98,1612,10,421.9,-0.18,26.83,0.584,72.1,37.6,18.89,0.2446666666666666,0.7546666666666667,1.1233333333333333,0.211,Hyundai,automotive,28.5,1520.0,1.0,0.636,0.712,0.897,0.88,real_sponsor_names_with_proxy_commercial_metrics,0.8410900128753669,1684,10,508.3,0.07,29.28,0.661,74.8,44.8,20.58,0.1356666666666666,0.8753333333333333,1.923333333333333,0.1913333333333333,Vivo,technology,19.75,76.46,0.542,0.306,0.797,0.741,0.63,real_sponsor_names_with_proxy_commercial_metrics,0.4353841169067607,-72,-86.40000000000003,0,-2.700000000000003,-0.25,-0.1206666666666665,0.109,0.5181915824104364,0.5452525764550481,4.093,0.12,0.4409879160263833,0.24493333333333328,0.83529,0.46297545136658813,0.2,0.5609745077027781
