match_id,year,team_a,team_b,event_attention_m,media_reposts_k,stage,hashtag_mentions_k,video_views_m,sentiment_score,engagement_rate,fan_growth_7d_pct,news_sentiment_score,narrative_topic,text_signal_score,time_decay_attention
606,2002,South Africa,Slovenia,53.45,121.51,group_or_knockout,145.92,112.01,0.092,0.252,2.87,0.164,real_news_reference,0.14,48.41
607,2002,Costa Rica,Turkey,55.65,172.86,group_or_knockout,173.39,78.59,0.136,0.1555,5.03,0.119,real_news_reference,0.13,60.9
608,2002,Japan,Russia,53.45,123.8,group_or_knockout,124.22,53.18,0.292,0.1626,3.2,0.078,real_news_reference,0.183,45.9
609,2002,Mexico,Ecuador,57.85,272.55,group_or_knockout,155.81,112.58,0.318,0.1921,0.84,0.114,real_news_reference,0.214,56.85
610,2002,South Korea,United States,55.65,203.85,group_or_knockout,154.33,111.06,0.227,0.2135,2.92,0.298,real_news_reference,0.258,46.44
611,2002,Portugal,Poland,60.05,141.92,group_or_knockout,132.09,80.29,0.181,0.3049,6.16,0.237,real_news_reference,0.219,53.09
612,2002,Tunisia,Belgium,55.65,183.57,group_or_knockout,184.18,87.6,0.282,0.1228,3.85,0.23,real_news_reference,0.243,61.35
613,2002,Cameroon,Germany,55.65,170.93,group_or_knockout,147.33,108.65,0.123,0.3464,2.56,0.085,real_news_reference,0.128,43.64
614,2002,Denmark,France,55.65,137.61,group_or_knockout,152.97,63.98,0.109,0.2485,7.54,0.033,real_news_reference,0.089,61.75
615,2002,Saudi Arabia,Republic of Ireland,57.85,204.41,group_or_knockout,150.76,99.37,0.135,0.2878,5.23,0.236,real_news_reference,0.196,51.96
616,2002,Senegal,Uruguay,64.45,205.39,group_or_knockout,405.72,94.09,0.05,0.1171,4.52,0.22,real_news_reference,0.133,66.41
617,2002,Nigeria,England,51.25,155.57,group_or_knockout,130.46,57.75,0.131,0.1235,3.47,0.159,real_news_reference,0.143,41.67
618,2002,Slovenia,Paraguay,60.05,169.6,group_or_knockout,107.56,118.95,0.036,0.2323,4.33,0.118,real_news_reference,0.093,60.7
619,2002,South Africa,Spain,62.25,200.71,group_or_knockout,125.36,82.3,0.251,0.5826,4.4,0.031,real_news_reference,0.185,68.94
620,2002,Sweden,Argentina,55.65,169.58,group_or_knockout,202.13,117.69,0.202,0.3476,-1.78,0.218,real_news_reference,0.224,54.53
621,2002,Costa Rica,Brazil,66.65,193.64,group_or_knockout,279.66,109.28,0.291,0.4706,3.63,0.243,real_news_reference,0.287,60.68
622,2002,Ecuador,Croatia,53.45,127.65,group_or_knockout,135.41,83.86,-0.015,0.2615,2.46,0.094,real_news_reference,0.062,56.96
623,2002,Mexico,Italy,55.65,255.53,group_or_knockout,230.17,80.71,0.338,0.0906,1.75,0.087,real_news_reference,0.2,57.69
624,2002,Turkey,China,57.85,123.19,group_or_knockout,209.19,82.2,-0.009,0.1684,2.39,0.247,real_news_reference,0.124,47.57
625,2002,Belgium,Russia,62.25,200.52,group_or_knockout,178.36,122.22,0.028,0.1707,-0.47,0.097,real_news_reference,0.073,63.47
626,2002,Japan,Tunisia,55.65,145.39,group_or_knockout,156.64,99.1,0.086,0.2109,-0.99,0.29,real_news_reference,0.19,56.72
627,2002,South Korea,Portugal,53.45,249.99,group_or_knockout,168.0,101.86,0.279,0.3038,5.42,0.139,real_news_reference,0.218,56.16
628,2002,Poland,United States,60.05,133.25,group_or_knockout,224.65,86.92,0.171,0.1826,3.77,0.117,real_news_reference,0.148,53.68
629,2002,Denmark,England,57.85,134.56,group_or_knockout,191.94,71.73,0.124,0.2018,-2.27,0.152,real_news_reference,0.144,53.48
630,2002,Germany,Paraguay,53.45,116.42,group_or_knockout,135.58,54.14,0.069,0.3815,1.59,0.117,real_news_reference,0.122,60.16
631,2002,Spain,Republic of Ireland,55.65,174.1,group_or_knockout,160.06,106.27,0.011,0.3493,4.65,0.238,real_news_reference,0.147,54.9
632,2002,Sweden,Senegal,57.85,112.55,group_or_knockout,285.19,83.3,0.261,0.2833,2.21,0.219,real_news_reference,0.244,55.71
633,2002,Brazil,Belgium,55.65,139.09,group_or_knockout,178.02,86.92,0.228,0.3144,5.41,0.235,real_news_reference,0.24,63.18
634,2002,Mexico,United States,55.65,87.04,group_or_knockout,207.77,84.04,0.283,0.2497,5.0,0.163,real_news_reference,0.226,48.01
635,2002,Japan,Turkey,53.45,163.38,group_or_knockout,183.78,78.06,0.188,0.4304,-0.05,0.112,real_news_reference,0.178,49.35
636,2002,South Korea,Italy,57.85,143.71,group_or_knockout,186.08,103.5,-0.116,0.1978,2.5,0.147,real_news_reference,0.034,60.95
637,2002,England,Brazil,57.85,108.98,group_or_knockout,178.58,97.84,0.024,0.2848,1.86,0.114,real_news_reference,0.091,59.97
638,2002,Germany,United States,53.45,207.0,group_or_knockout,200.96,115.65,0.195,0.264,-0.12,0.265,real_news_reference,0.233,60.29
639,2002,South Korea,Spain,51.25,101.55,group_or_knockout,184.27,55.38,0.111,0.2549,-0.25,0.228,real_news_reference,0.178,52.05
640,2002,Senegal,Turkey,53.45,190.93,group_or_knockout,171.52,87.96,0.092,0.2485,1.11,0.141,real_news_reference,0.13,47.72
641,2002,South Korea,Germany,53.45,125.52,group_or_knockout,135.0,52.5,0.038,0.3554,1.45,0.074,real_news_reference,0.086,49.34
642,2002,Brazil,Turkey,53.45,239.17,group_or_knockout,176.82,104.24,0.243,0.1962,3.39,0.271,real_news_reference,0.251,43.42
643,2002,South Korea,Turkey,62.25,219.43,group_or_knockout,183.9,105.9,0.194,0.1934,4.99,0.159,real_news_reference,0.178,69.26
644,2002,Germany,Brazil,55.65,119.92,group_or_knockout,154.78,81.08,0.198,0.3547,3.88,0.138,real_news_reference,0.187,45.98
645,2006,Germany,Costa Rica,65.91,145.69,group_or_knockout,386.83,128.06,0.085,0.2921,4.38,0.272,real_news_reference,0.19,64.36
646,2006,Poland,Ecuador,57.11,193.35,group_or_knockout,116.77,85.18,0.166,0.3254,2.24,0.107,real_news_reference,0.155,52.8
647,2006,Argentina,Ivory Coast,59.31,157.48,group_or_knockout,226.42,70.94,0.014,0.1515,4.07,0.123,real_news_reference,0.077,49.13
648,2006,England,Paraguay,54.91,149.65,group_or_knockout,132.96,83.15,0.135,0.1335,2.49,0.13,real_news_reference,0.133,48.62
649,2006,Trinidad and Tobago,Sweden,52.71,215.08,group_or_knockout,163.63,52.29,-0.105,0.3005,1.87,0.043,real_news_reference,0.002,53.14
650,2006,Angola,Portugal,54.91,127.24,group_or_knockout,313.51,113.51,-0.009,0.1622,6.78,0.173,real_news_reference,0.09,43.45
651,2006,Mexico,Iran,61.51,180.33,group_or_knockout,145.27,113.81,0.116,0.2463,-2.09,0.087,real_news_reference,0.116,69.37
652,2006,Serbia,Netherlands,54.91,205.0,group_or_knockout,137.65,103.69,0.386,0.3829,-1.13,0.102,real_news_reference,0.258,60.8
653,2006,Australia,Japan,61.51,220.47,group_or_knockout,183.98,125.29,-0.032,0.2416,3.6,0.092,real_news_reference,0.051,49.85
654,2006,Italy,Ghana,57.11,156.07,group_or_knockout,138.82,110.17,0.024,0.1782,2.24,0.101,real_news_reference,0.074,62.4
655,2006,United States,Czech Republic,59.31,156.32,group_or_knockout,222.25,86.68,0.17,0.2414,-0.22,0.081,real_news_reference,0.137,53.28
656,2006,Brazil,Croatia,54.91,96.43,group_or_knockout,144.32,57.89,0.325,0.408,0.59,0.168,real_news_reference,0.263,44.16
657,2006,France,Switzerland,52.71,112.06,group_or_knockout,186.48,73.02,0.168,0.2575,0.86,0.136,real_news_reference,0.163,46.92
658,2006,South Korea,Togo,59.31,185.29,group_or_knockout,127.8,125.4,0.218,0.0683,4.67,0.152,real_news_reference,0.173,63.53
659,2006,Germany,Poland,54.91,150.97,group_or_knockout,105.0,117.17,0.114,0.205,5.35,0.336,real_news_reference,0.223,55.99
660,2006,Spain,Ukraine,61.51,179.5,group_or_knockout,174.51,116.76,0.097,0.2378,6.24,0.136,real_news_reference,0.129,53.26
661,2006,Tunisia,Saudi Arabia,61.51,235.14,group_or_knockout,124.84,71.71,0.156,0.3409,-0.54,0.197,real_news_reference,0.193,63.9
662,2006,Ecuador,Costa Rica,59.31,121.55,group_or_knockout,260.43,68.37,0.082,0.2663,-0.07,0.206,real_news_reference,0.156,61.37
663,2006,England,Trinidad and Tobago,57.11,152.76,group_or_knockout,117.04,116.72,0.221,0.2903,-0.21,0.143,real_news_reference,0.193,59.82
664,2006,Sweden,Paraguay,54.91,165.43,group_or_knockout,127.27,59.55,-0.013,0.2719,5.51,0.17,real_news_reference,0.098,53.52
665,2006,Argentina,Serbia,65.91,154.64,group_or_knockout,219.58,109.37,0.237,0.1457,3.68,0.15,real_news_reference,0.189,70.84
666,2006,Mexico,Angola,52.71,224.89,group_or_knockout,136.76,73.36,0.152,0.1467,2.97,0.164,real_news_reference,0.157,53.28
667,2006,Netherlands,Ivory Coast,59.31,218.59,group_or_knockout,121.9,76.66,0.127,0.2243,3.28,0.101,real_news_reference,0.125,48.94
668,2006,Czech Republic,Ghana,57.11,177.01,group_or_knockout,285.71,101.69,-0.016,0.0992,2.68,0.109,real_news_reference,0.052,61.2
669,2006,Italy,United States,57.11,269.71,group_or_knockout,133.56,122.64,0.05,0.2527,0.45,0.149,real_news_reference,0.115,51.2
670,2006,Portugal,Iran,57.11,107.26,group_or_knockout,163.35,109.13,0.268,0.181,3.88,-0.01,real_news_reference,0.134,59.04
671,2006,Brazil,Australia,57.11,162.85,group_or_knockout,162.83,87.49,0.127,0.1255,2.41,0.268,real_news_reference,0.19,58.43
672,2006,France,South Korea,57.11,180.83,group_or_knockout,204.91,84.12,0.176,0.3215,0.28,0.321,real_news_reference,0.256,51.45
673,2006,Japan,Croatia,52.71,116.6,group_or_knockout,177.75,109.63,0.06,0.1409,4.01,0.162,real_news_reference,0.114,44.18
674,2006,Saudi Arabia,Ukraine,61.51,191.22,group_or_knockout,150.28,101.59,0.145,0.3112,1.91,0.201,real_news_reference,0.187,63.37
675,2006,Spain,Tunisia,61.51,128.94,group_or_knockout,170.33,95.07,0.011,0.4405,3.28,0.235,real_news_reference,0.155,66.78
676,2006,Togo,Switzerland,57.11,198.01,group_or_knockout,162.11,102.09,0.158,0.1602,2.54,0.042,real_news_reference,0.106,61.78
677,2006,Costa Rica,Poland,59.31,227.91,group_or_knockout,214.87,71.66,0.185,0.182,4.67,0.222,real_news_reference,0.201,59.64
678,2006,Germany,Ecuador,59.31,182.92,group_or_knockout,133.05,58.29,0.18,0.1515,3.26,0.114,real_news_reference,0.147,51.12
679,2006,Paraguay,Trinidad and Tobago,57.11,97.14,group_or_knockout,284.15,114.89,0.058,0.3333,0.94,0.331,real_news_reference,0.208,51.05
680,2006,Sweden,England,61.51,134.09,group_or_knockout,152.84,103.92,0.114,0.2628,3.48,0.133,real_news_reference,0.137,64.69
681,2006,Iran,Angola,57.11,191.16,group_or_knockout,171.19,63.64,0.202,0.1781,3.54,0.221,real_news_reference,0.208,52.99
682,2006,Ivory Coast,Serbia,63.71,183.14,group_or_knockout,143.21,82.02,0.127,0.3626,3.87,0.134,real_news_reference,0.154,66.49
683,2006,Netherlands,Argentina,52.71,70.84,group_or_knockout,114.46,115.27,0.119,0.214,4.98,0.324,real_news_reference,0.221,46.99
684,2006,Portugal,Mexico,59.31,240.03,group_or_knockout,143.19,102.29,0.338,0.1506,1.51,0.107,real_news_reference,0.215,46.4
685,2006,Croatia,Australia,61.51,182.63,group_or_knockout,144.98,106.22,0.053,0.2226,4.2,0.241,real_news_reference,0.155,61.34
686,2006,Czech Republic,Italy,57.11,129.75,group_or_knockout,154.69,56.76,0.256,0.1998,-0.82,0.198,real_news_reference,0.224,56.9
687,2006,Ghana,United States,59.31,223.94,group_or_knockout,139.5,128.09,0.033,0.1072,2.55,0.18,real_news_reference,0.107,59.66
688,2006,Japan,Brazil,63.71,150.6,group_or_knockout,227.75,131.28,0.214,0.0901,2.22,0.166,real_news_reference,0.18,55.84
689,2006,Saudi Arabia,Spain,54.91,129.4,group_or_knockout,135.63,88.52,0.219,0.1029,5.84,0.095,real_news_reference,0.152,58.86
690,2006,Switzerland,South Korea,57.11,180.43,group_or_knockout,137.21,74.37,0.097,0.0776,2.47,-0.059,real_news_reference,0.025,54.57
691,2006,Togo,France,57.11,268.72,group_or_knockout,155.51,103.22,0.026,0.1334,4.08,0.234,real_news_reference,0.13,60.22
692,2006,Ukraine,Tunisia,54.91,247.23,group_or_knockout,211.43,108.91,-0.049,0.2769,-0.9,0.109,real_news_reference,0.055,54.91
693,2006,Argentina,Mexico,59.31,187.45,group_or_knockout,188.01,113.99,0.087,0.2574,2.06,0.242,real_news_reference,0.174,55.15
694,2006,Germany,Sweden,57.11,185.76,group_or_knockout,167.34,123.94,0.201,0.3553,1.02,0.176,real_news_reference,0.205,58.52
695,2006,England,Ecuador,54.91,195.84,group_or_knockout,115.29,94.88,0.04,0.2418,8.0,0.244,real_news_reference,0.152,54.2
696,2006,Portugal,Netherlands,54.91,110.36,group_or_knockout,123.97,72.35,0.158,0.2143,1.4,0.212,real_news_reference,0.188,52.93
697,2006,Italy,Australia,54.91,187.93,group_or_knockout,119.83,84.96,0.0,0.1938,2.95,-0.049,real_news_reference,-0.003,55.65
698,2006,Switzerland,Ukraine,52.71,122.64,group_or_knockout,219.54,103.38,0.125,0.1807,3.07,0.197,real_news_reference,0.163,42.74
699,2006,Brazil,Ghana,59.31,185.3,group_or_knockout,203.45,73.84,0.033,0.1983,-0.54,0.121,real_news_reference,0.089,65.7
700,2006,Spain,France,61.51,164.93,group_or_knockout,148.98,73.86,0.14,0.2348,1.7,0.241,real_news_reference,0.195,55.4
701,2006,Germany,Argentina,57.11,187.79,group_or_knockout,148.99,105.21,0.098,0.3049,3.65,0.195,real_news_reference,0.162,49.17
702,2006,Italy,Ukraine,59.31,175.19,group_or_knockout,144.96,87.65,0.029,0.0939,2.98,0.196,real_news_reference,0.111,62.74
703,2006,Brazil,France,54.91,66.37,group_or_knockout,132.19,107.71,0.082,0.2723,-2.03,0.126,real_news_reference,0.121,47.4
704,2006,England,Portugal,52.71,158.36,group_or_knockout,177.66,57.28,0.055,0.1725,1.61,0.075,real_news_reference,0.076,60.01
705,2006,Germany,Italy,57.11,195.35,group_or_knockout,159.67,76.32,0.017,0.3536,4.94,0.113,real_news_reference,0.094,53.19
706,2006,Portugal,France,54.91,177.78,group_or_knockout,277.55,68.56,0.256,0.2667,4.04,0.004,real_news_reference,0.144,48.69
707,2006,Germany,Portugal,61.51,170.8,group_or_knockout,252.6,111.16,0.112,0.1138,5.36,0.101,real_news_reference,0.107,49.35
708,2006,Italy,France,57.11,258.47,group_or_knockout,238.02,107.77,-0.072,0.2622,0.73,0.031,real_news_reference,0.008,45.41
709,2010,South Africa,Mexico,58.57,182.62,group_or_knockout,208.11,87.43,0.086,0.1203,5.49,0.033,real_news_reference,0.066,47.69
710,2010,Uruguay,France,54.17,174.98,group_or_knockout,146.42,82.42,0.24,0.1449,2.71,0.157,real_news_reference,0.193,42.35
711,2010,Argentina,Nigeria,56.37,215.81,group_or_knockout,196.64,60.41,0.072,0.2266,6.14,0.191,real_news_reference,0.141,50.61
712,2010,England,United States,58.57,185.26,group_or_knockout,161.26,106.15,0.298,0.17,2.81,0.146,real_news_reference,0.217,52.23
713,2010,South Korea,Greece,58.57,130.16,group_or_knockout,264.49,128.27,0.062,0.3337,-1.5,0.108,real_news_reference,0.11,54.75
714,2010,Algeria,Slovenia,56.37,81.39,group_or_knockout,187.36,107.74,0.198,0.2251,4.58,0.072,real_news_reference,0.144,48.7
715,2010,Germany,Australia,62.97,157.44,group_or_knockout,202.0,74.94,0.252,0.1633,1.87,0.123,real_news_reference,0.185,50.54
716,2010,Serbia,Ghana,56.37,199.34,group_or_knockout,174.81,96.4,0.193,0.2299,2.01,0.082,real_news_reference,0.147,45.41
717,2010,Italy,Paraguay,58.57,151.62,group_or_knockout,271.86,75.17,0.011,0.1397,-0.25,0.143,real_news_reference,0.083,49.53
718,2010,Japan,Cameroon,56.37,201.6,group_or_knockout,118.33,52.94,0.054,0.2897,6.21,0.026,real_news_reference,0.065,50.39
719,2010,Netherlands,Denmark,58.57,174.49,group_or_knockout,278.6,66.4,0.265,0.0629,1.71,0.204,real_news_reference,0.217,48.81
720,2010,Brazil,North Korea,60.77,249.08,group_or_knockout,174.26,62.8,0.068,0.091,6.11,0.103,real_news_reference,0.086,55.39
721,2010,Ivory Coast,Portugal,54.17,142.52,group_or_knockout,114.5,62.55,0.246,0.2019,1.89,0.178,real_news_reference,0.211,60.24
722,2010,New Zealand,Slovakia,58.57,190.79,group_or_knockout,145.79,113.29,0.105,0.357,0.85,0.219,real_news_reference,0.182,51.2
723,2010,Honduras,Chile,56.37,185.6,group_or_knockout,112.08,72.19,0.162,0.2369,5.57,0.174,real_news_reference,0.175,47.39
724,2010,South Africa,Uruguay,60.77,264.42,group_or_knockout,214.97,114.5,0.01,0.1462,2.65,0.212,real_news_reference,0.115,61.94
725,2010,Spain,Switzerland,56.37,99.89,group_or_knockout,130.63,120.27,0.087,0.1644,2.67,-0.017,real_news_reference,0.048,53.93
726,2010,Argentina,South Korea,65.17,163.8,group_or_knockout,204.21,107.31,0.061,0.1478,0.11,0.109,real_news_reference,0.091,51.94
727,2010,France,Mexico,58.57,212.26,group_or_knockout,233.64,89.67,0.171,0.1787,1.84,0.236,real_news_reference,0.201,62.3
728,2010,Greece,Nigeria,60.77,267.72,group_or_knockout,154.33,113.95,0.157,0.2152,3.7,0.189,real_news_reference,0.177,63.05
729,2010,England,Algeria,54.17,165.56,group_or_knockout,152.19,55.59,0.194,0.5048,0.07,0.296,real_news_reference,0.271,61.31
730,2010,Germany,Serbia,56.37,148.41,group_or_knockout,122.25,82.11,0.099,0.3346,1.67,0.284,real_news_reference,0.206,63.01
731,2010,Slovenia,United States,62.97,222.44,group_or_knockout,171.67,97.51,0.055,0.2623,1.92,0.172,real_news_reference,0.128,62.36
732,2010,Cameroon,Denmark,60.77,221.48,group_or_knockout,347.44,120.35,0.166,0.2415,2.94,0.128,real_news_reference,0.156,62.41
733,2010,Ghana,Australia,58.57,151.34,group_or_knockout,213.73,114.71,0.045,0.2737,5.91,0.071,real_news_reference,0.08,54.32
734,2010,Netherlands,Japan,56.37,176.69,group_or_knockout,158.5,112.89,0.256,0.1573,2.17,0.11,real_news_reference,0.18,62.0
735,2010,Brazil,Ivory Coast,62.97,250.44,group_or_knockout,162.35,113.8,0.137,0.2022,1.35,0.115,real_news_reference,0.134,61.65
736,2010,Italy,New Zealand,58.57,284.16,group_or_knockout,174.09,93.11,0.116,0.2681,8.57,0.101,real_news_reference,0.124,52.55
737,2010,Slovakia,Paraguay,58.57,206.06,group_or_knockout,181.77,115.75,0.194,0.2029,1.89,0.075,real_news_reference,0.141,45.88
738,2010,Chile,Switzerland,56.37,163.09,group_or_knockout,152.5,114.73,0.14,0.1177,2.4,0.18,real_news_reference,0.156,55.87
739,2010,Portugal,North Korea,69.57,195.82,group_or_knockout,238.61,106.07,-0.018,0.2247,2.05,0.284,real_news_reference,0.142,67.42
740,2010,Spain,Honduras,58.57,195.64,group_or_knockout,138.64,127.76,0.042,0.2774,2.22,0.223,real_news_reference,0.147,62.8
741,2010,Greece,Argentina,58.57,162.04,group_or_knockout,138.47,119.32,0.254,0.1938,2.96,0.122,real_news_reference,0.189,49.63
742,2010,Mexico,Uruguay,56.37,169.87,group_or_knockout,185.77,88.14,0.157,0.3023,4.73,0.229,real_news_reference,0.204,60.52
743,2010,Nigeria,South Korea,62.97,133.81,group_or_knockout,141.25,62.34,-0.02,0.1467,3.65,0.176,real_news_reference,0.085,49.46
744,2010,South Africa,France,60.77,249.7,group_or_knockout,219.06,72.43,0.183,0.2381,5.06,0.145,real_news_reference,0.171,60.25
745,2010,Australia,Serbia,60.77,126.2,group_or_knockout,181.91,116.03,0.092,0.3674,4.99,0.14,real_news_reference,0.141,56.08
746,2010,Ghana,Germany,56.37,142.73,group_or_knockout,107.23,58.88,0.061,0.1915,3.24,0.132,real_news_reference,0.106,50.7
747,2010,Slovenia,England,56.37,165.55,group_or_knockout,174.04,85.16,0.034,0.2954,3.59,0.2,real_news_reference,0.135,52.76
748,2010,United States,Algeria,56.37,281.3,group_or_knockout,111.12,95.06,0.248,0.2851,5.13,0.159,real_news_reference,0.212,48.51
749,2010,Cameroon,Netherlands,60.77,154.28,group_or_knockout,217.12,124.08,-0.048,0.1267,0.47,0.09,real_news_reference,0.032,51.41
750,2010,Denmark,Japan,62.97,149.33,group_or_knockout,177.77,126.02,0.064,0.1564,8.05,0.086,real_news_reference,0.083,67.37
751,2010,Paraguay,New Zealand,54.17,132.67,group_or_knockout,258.5,102.57,0.16,0.2354,1.72,0.173,real_news_reference,0.173,46.69
752,2010,Slovakia,Italy,65.17,296.33,group_or_knockout,255.91,93.19,0.306,0.2522,2.06,0.182,real_news_reference,0.245,68.12
753,2010,Chile,Spain,60.77,79.02,group_or_knockout,140.04,65.93,0.204,0.5589,0.26,0.123,real_news_reference,0.203,62.96
754,2010,North Korea,Ivory Coast,60.77,131.15,group_or_knockout,110.16,107.6,0.064,0.2591,0.32,0.058,real_news_reference,0.081,48.13
755,2010,Portugal,Brazil,54.17,332.58,group_or_knockout,134.74,61.52,0.301,0.2353,4.85,0.248,real_news_reference,0.271,59.43
756,2010,Switzerland,Honduras,54.17,182.65,group_or_knockout,119.92,88.28,0.013,0.24,7.57,0.231,real_news_reference,0.134,57.65
757,2010,Uruguay,South Korea,60.77,127.41,group_or_knockout,288.16,132.17,0.175,0.1884,1.61,-0.011,real_news_reference,0.093,64.82
758,2010,United States,Ghana,60.77,171.63,group_or_knockout,182.09,98.17,0.197,0.2947,3.53,0.255,real_news_reference,0.233,65.1
759,2010,Argentina,Mexico,62.97,183.38,group_or_knockout,238.89,109.52,0.06,0.3095,3.26,0.131,real_news_reference,0.117,62.32
760,2010,Germany,England,65.17,236.02,group_or_knockout,182.32,116.06,0.218,0.1764,4.9,0.163,real_news_reference,0.189,74.14
761,2010,Brazil,Chile,60.77,290.66,group_or_knockout,174.54,120.29,0.097,0.1594,7.46,0.239,real_news_reference,0.167,51.32
762,2010,Netherlands,Slovakia,60.77,193.62,group_or_knockout,181.08,89.06,0.218,0.2791,5.99,0.28,real_news_reference,0.252,48.98
763,2010,Paraguay,Japan,54.17,133.08,group_or_knockout,214.6,83.79,-0.036,0.2269,2.3,0.228,real_news_reference,0.109,55.98
764,2010,Spain,Portugal,56.37,200.8,group_or_knockout,183.07,63.63,0.182,0.3119,3.91,0.167,real_news_reference,0.188,49.93
765,2010,Netherlands,Brazil,60.77,142.82,group_or_knockout,140.16,103.25,0.107,0.5082,4.12,0.038,real_news_reference,0.116,60.71
766,2010,Uruguay,Ghana,58.57,125.32,group_or_knockout,263.97,75.23,0.263,0.3122,2.76,-0.014,real_news_reference,0.143,53.94
767,2010,Argentina,Germany,62.97,109.93,group_or_knockout,175.82,98.23,0.144,0.3119,0.5,0.218,real_news_reference,0.194,56.68
768,2010,Paraguay,Spain,56.37,103.93,group_or_knockout,151.12,106.91,0.273,0.2804,1.12,0.255,real_news_reference,0.266,62.1
769,2010,Uruguay,Netherlands,65.17,144.89,group_or_knockout,96.51,60.14,0.199,0.3859,5.21,0.083,real_news_reference,0.165,54.17
770,2010,Germany,Spain,56.37,115.83,group_or_knockout,198.45,92.06,0.135,0.4732,5.43,0.127,real_news_reference,0.165,47.8
771,2010,Uruguay,Germany,65.17,203.3,group_or_knockout,200.79,73.35,0.227,0.2066,2.36,0.104,real_news_reference,0.17,66.5
772,2010,Netherlands,Spain,56.37,115.13,group_or_knockout,173.63,71.21,0.228,0.2909,3.35,0.101,real_news_reference,0.177,59.85
773,2014,Brazil,Croatia,64.42,76.34,group_or_knockout,174.99,60.89,0.195,0.1058,5.31,0.234,real_news_reference,0.204,69.55
774,2014,Chile,Australia,64.42,137.43,group_or_knockout,167.61,72.17,-0.081,0.2372,-0.78,0.166,real_news_reference,0.062,55.61
775,2014,Mexico,Cameroon,57.82,144.78,group_or_knockout,158.37,126.2,0.05,0.4442,1.86,0.13,real_news_reference,0.125,63.46
776,2014,Spain,Netherlands,68.82,166.0,group_or_knockout,232.13,151.27,0.287,0.4091,7.04,0.361,real_news_reference,0.333,68.78
777,2014,Colombia,Greece,62.22,272.09,group_or_knockout,219.3,114.22,0.023,0.2448,3.43,0.033,real_news_reference,0.05,66.97
778,2014,England,Italy,62.22,149.74,group_or_knockout,176.43,105.49,0.236,0.2798,0.43,0.192,real_news_reference,0.221,50.07
779,2014,Ivory Coast,Japan,62.22,227.54,group_or_knockout,236.96,118.85,0.219,0.2851,3.05,0.064,real_news_reference,0.156,56.53
780,2014,Uruguay,Costa Rica,64.42,183.11,group_or_knockout,189.74,133.06,0.076,0.1966,4.95,0.136,real_news_reference,0.115,62.42
781,2014,Argentina,Bosnia and Herzegovina,62.22,175.71,group_or_knockout,164.78,98.0,-0.051,0.1725,-2.55,0.16,real_news_reference,0.066,61.45
782,2014,France,Honduras,62.22,140.72,group_or_knockout,196.42,58.85,0.091,0.1011,3.17,0.216,real_news_reference,0.148,50.75
783,2014,Switzerland,Ecuador,62.22,174.9,group_or_knockout,133.06,113.38,0.356,0.1234,2.02,0.127,real_news_reference,0.23,60.6
784,2014,Germany,Portugal,64.42,148.59,group_or_knockout,205.12,140.43,0.062,0.2369,-0.65,0.119,real_news_reference,0.105,65.68
785,2014,Ghana,United States,62.22,186.47,group_or_knockout,127.12,76.87,0.069,0.2063,2.97,0.126,real_news_reference,0.108,56.63
786,2014,Iran,Nigeria,55.62,148.77,group_or_knockout,129.23,83.57,0.048,0.1297,2.51,0.062,real_news_reference,0.062,53.41
787,2014,Belgium,Algeria,62.22,136.48,group_or_knockout,112.84,85.22,0.27,0.3614,2.75,0.199,real_news_reference,0.247,55.08
788,2014,Brazil,Mexico,55.62,209.82,group_or_knockout,159.93,78.29,0.124,0.3609,2.07,0.171,real_news_reference,0.169,60.81
789,2014,Russia,South Korea,60.02,193.29,group_or_knockout,269.64,110.31,0.086,0.1716,0.66,0.183,real_news_reference,0.138,59.76
790,2014,Australia,Netherlands,66.62,167.93,group_or_knockout,194.36,92.73,0.289,0.2462,-0.26,0.143,real_news_reference,0.219,65.18
791,2014,Cameroon,Croatia,64.42,191.74,group_or_knockout,227.31,136.79,0.206,0.1936,1.35,0.133,real_news_reference,0.172,72.15
792,2014,Spain,Chile,60.02,167.54,group_or_knockout,324.65,115.63,0.056,0.3688,4.6,0.242,real_news_reference,0.171,61.18
793,2014,Colombia,Ivory Coast,62.22,139.46,group_or_knockout,206.79,58.23,0.026,0.1902,3.29,0.23,real_news_reference,0.134,54.8
794,2014,Japan,Greece,55.62,162.11,group_or_knockout,138.0,109.24,0.264,0.3806,2.65,0.261,real_news_reference,0.274,56.23
795,2014,Uruguay,England,62.22,149.42,group_or_knockout,159.78,118.51,0.15,0.3583,0.62,0.178,real_news_reference,0.183,70.07
796,2014,Honduras,Ecuador,62.22,136.47,group_or_knockout,186.95,97.78,-0.007,0.2672,2.01,0.256,real_news_reference,0.139,49.06
797,2014,Italy,Costa Rica,57.82,104.9,group_or_knockout,148.28,89.38,-0.03,0.3084,4.35,0.115,real_news_reference,0.069,58.14
798,2014,Switzerland,France,71.03,183.59,group_or_knockout,185.6,141.08,0.037,0.1063,3.86,0.132,real_news_reference,0.087,59.41
799,2014,Argentina,Iran,57.82,193.66,group_or_knockout,222.22,83.97,0.024,0.1983,1.8,0.244,real_news_reference,0.14,62.09
800,2014,Germany,Ghana,64.42,151.55,group_or_knockout,250.13,71.33,-0.056,0.3002,-2.68,0.216,real_news_reference,0.102,65.11
