panel_id,year,match_id,team,opponent,team_side,stage,sponsor,result_for_team,match_points,team_elo,core_player_rating,core_market_value_m,player_followers_m,event_attention_m,media_reposts_k,exposure_score,fan_score_panel,sponsor_spend_m,sponsor_power_index,brand_fit,activation_quality,commercial_momentum,predicted_roi,roi_per_million_spend,attention_segment,commercial_segment,weather,temperature_c,humidity
2006_679_Trinidad_and_Tobago,2006,679,Trinidad and Tobago,Paraguay,B,group_or_knockout,Mengniu,loss,0,1388,61.5,12.4,5.13,57.11,126.24,0.466,0.239,22.28,0.398,0.531,0.623,0.31,3.696,0.166,Low attention,Watchlist,clear,8.5,42.1
2006_680_England,2006,680,England,Sweden,B,group_or_knockout,McDonald's,draw,1,1695,76.6,52.6,19.34,61.51,208.25,0.554,0.677,20.29,0.426,0.819,0.654,0.535,3.862,0.19,High attention,Scalable,hot,26.9,54.9
2006_681_Angola,2006,681,Angola,Iran,B,group_or_knockout,Vivo,draw,1,1388,62.0,14.2,4.22,57.11,151.64,0.495,0.226,18.09,0.358,0.538,0.708,0.33,3.521,0.195,Low attention,Watchlist,clear,14.0,71.2
2006_682_Serbia,2006,682,Serbia,Ivory Coast,B,group_or_knockout,Vivo,loss,0,1559,68.8,36.3,15.31,63.71,173.63,0.578,0.569,23.55,0.473,0.729,0.727,0.481,3.718,0.158,Mid attention,Scalable,rain,23.3,36.7
2006_683_Argentina,2006,683,Argentina,Netherlands,B,group_or_knockout,Hyundai,draw,1,1753,76.8,58.0,19.5,52.71,215.08,0.499,0.63,30.74,0.75,0.813,0.936,0.618,4.081,0.133,Mid attention,Scalable,cloudy,22.3,31.3
2006_684_Mexico,2006,684,Mexico,Portugal,B,group_or_knockout,Hyundai,loss,0,1612,72.1,37.6,18.89,59.31,137.43,0.474,0.62,28.5,0.701,0.712,0.897,0.559,3.373,0.118,Mid attention,Scalable,clear,30.0,71.2
2006_685_Australia,2006,685,Australia,Croatia,B,group_or_knockout,Hyundai,draw,1,1539,69.8,32.1,7.37,61.51,180.33,0.529,0.349,29.32,0.714,0.705,0.903,0.504,4.21,0.144,Mid attention,Scalable,clear,21.9,48.4
2006_686_Italy,2006,686,Italy,Czech Republic,B,group_or_knockout,Visa,win,3,1755,77.8,61.6,11.04,57.11,213.21,0.5,0.433,33.4,0.741,0.761,0.842,0.607,3.361,0.101,Mid attention,Scalable,rain,18.8,51.7
2006_687_United_States,2006,687,United States,Ghana,B,group_or_knockout,Vivo,loss,0,1578,71.9,31.0,12.75,59.31,212.58,0.559,0.491,22.58,0.428,0.676,0.652,0.433,3.041,0.135,Mid attention,Scalable,clear,20.0,28.3
2006_688_Brazil,2006,688,Brazil,Japan,B,group_or_knockout,Adidas,win,3,1829,78.8,57.4,18.61,63.71,174.1,0.603,0.656,33.15,0.774,0.809,0.916,0.721,3.504,0.106,Mid attention,Premium,clear,30.6,47.1
2006_689_Spain,2006,689,Spain,Saudi Arabia,B,group_or_knockout,Budweiser,win,3,1708,77.4,45.2,19.26,54.91,144.72,0.431,0.606,27.85,0.668,0.724,0.933,0.635,3.389,0.122,Mid attention,Premium,rain,26.2,57.9
2006_690_South_Korea,2006,690,South Korea,Switzerland,B,group_or_knockout,McDonald's,loss,0,1548,70.3,20.2,12.83,57.11,100.29,0.427,0.431,25.44,0.5,0.67,0.723,0.411,3.62,0.142,Mid attention,Scalable,clear,20.7,72.9
2006_691_France,2006,691,France,Togo,B,group_or_knockout,Qatar Airways,win,3,1748,77.8,46.5,18.67,57.11,121.42,0.461,0.594,24.02,0.501,0.801,0.711,0.579,2.938,0.122,Mid attention,Scalable,clear,21.6,45.7
2006_692_Tunisia,2006,692,Tunisia,Ukraine,B,group_or_knockout,Hyundai,loss,0,1519,66.6,27.6,11.21,54.91,171.54,0.454,0.406,28.75,0.687,0.649,0.867,0.469,3.159,0.11,Mid attention,Scalable,clear,13.6,84.5
2006_693_Mexico,2006,693,Mexico,Argentina,B,group_or_knockout,Hyundai,loss,0,1612,72.1,37.6,18.89,59.31,163.07,0.531,0.631,28.5,0.701,0.712,0.897,0.574,3.951,0.139,Mid attention,Scalable,hot,25.3,47.0
2006_694_Sweden,2006,694,Sweden,Germany,B,group_or_knockout,Budweiser,loss,0,1654,74.4,39.2,19.34,57.11,166.66,0.42,0.631,26.29,0.641,0.705,0.91,0.534,4.176,0.159,Mid attention,Scalable,clear,12.4,47.1
2006_695_Ecuador,2006,695,Ecuador,England,B,group_or_knockout,McDonald's,loss,0,1623,71.6,42.9,13.81,54.91,209.91,0.463,0.491,16.55,0.344,0.689,0.657,0.387,3.57,0.216,Mid attention,Scalable,clear,27.5,82.6
2006_696_Netherlands,2006,696,Netherlands,Portugal,B,group_or_knockout,Hisense,loss,0,1746,75.8,49.9,15.97,54.91,112.53,0.401,0.506,32.27,0.905,0.811,0.856,0.572,3.272,0.101,Mid attention,Scalable,clear,23.8,61.4
2006_697_Australia,2006,697,Australia,Italy,B,group_or_knockout,Hyundai,loss,0,1539,69.8,32.1,7.37,54.91,146.87,0.381,0.294,29.32,0.714,0.705,0.903,0.423,3.525,0.12,Low attention,Scalable,clear,37.3,49.2
2006_698_Ukraine,2006,698,Ukraine,Switzerland,B,group_or_knockout,Qatar Airways,draw,1,1608,69.7,40.1,8.26,52.71,158.8,0.401,0.309,21.7,0.398,0.637,0.665,0.358,3.631,0.167,Low attention,Watchlist,clear,16.4,55.5
2006_699_Ghana,2006,699,Ghana,Brazil,B,group_or_knockout,Mengniu,loss,0,1600,68.9,36.1,8.97,59.31,139.16,0.464,0.36,23.07,0.433,0.715,0.668,0.367,3.946,0.171,Mid attention,Watchlist,clear,22.4,79.6
2006_700_France,2006,700,France,Spain,B,group_or_knockout,Qatar Airways,win,3,1748,77.8,46.5,18.67,61.51,262.44,0.589,0.682,24.02,0.501,0.801,0.711,0.636,3.977,0.166,High attention,Premium,clear,33.8,81.5
2006_701_Argentina,2006,701,Argentina,Germany,B,group_or_knockout,Hyundai,draw,1,1753,76.8,58.0,19.5,57.11,210.48,0.542,0.655,30.74,0.75,0.813,0.936,0.635,4.153,0.135,Mid attention,Premium,clear,30.1,44.9
2006_702_Ukraine,2006,702,Ukraine,Italy,B,group_or_knockout,Qatar Airways,loss,0,1608,69.7,40.1,8.26,59.31,183.83,0.511,0.36,21.7,0.398,0.637,0.665,0.364,3.593,0.166,Mid attention,Watchlist,hot,18.8,57.3
2006_703_France,2006,703,France,Brazil,B,group_or_knockout,Qatar Airways,win,3,1748,77.8,46.5,18.67,54.91,259.32,0.49,0.641,24.02,0.501,0.801,0.711,0.602,3.952,0.165,Mid attention,Scalable,clear,24.3,59.4
2006_704_Portugal,2006,704,Portugal,England,B,group_or_knockout,Mengniu,draw,1,1702,76.8,47.1,14.4,52.71,99.0,0.387,0.445,17.76,0.359,0.8,0.643,0.394,3.424,0.193,Mid attention,Scalable,clear,23.0,42.2
2006_705_Italy,2006,705,Italy,Germany,B,group_or_knockout,Visa,win,3,1755,77.8,61.6,11.04,57.11,162.85,0.509,0.411,33.4,0.741,0.761,0.842,0.6,4.137,0.124,Mid attention,Scalable,hot,24.7,57.1
2006_706_France,2006,706,France,Portugal,B,group_or_knockout,Qatar Airways,win,3,1748,77.8,46.5,18.67,54.91,173.86,0.435,0.603,24.02,0.501,0.801,0.711,0.578,3.325,0.138,Mid attention,Scalable,hot,18.8,58.1
2006_707_Portugal,2006,707,Portugal,Germany,B,group_or_knockout,Mengniu,loss,0,1702,76.8,47.1,14.4,61.51,136.06,0.487,0.515,17.76,0.359,0.8,0.643,0.405,4.156,0.234,Mid attention,Scalable,rain,22.5,76.2
2006_708_France,2006,708,France,Italy,B,group_or_knockout,Qatar Airways,draw,1,1748,77.8,46.5,18.67,57.11,177.54,0.505,0.619,24.02,0.501,0.801,0.711,0.529,3.509,0.146,Mid attention,Scalable,clear,13.4,77.3
2010_709_Mexico,2010,709,Mexico,South Africa,B,group_or_knockout,Hyundai,draw,1,1612,72.1,37.6,18.89,58.57,122.78,0.464,0.609,28.5,0.701,0.712,0.897,0.587,3.095,0.109,Mid attention,Scalable,clear,23.8,52.7
2010_710_France,2010,710,France,Uruguay,B,group_or_knockout,Qatar Airways,draw,1,1748,77.8,46.5,18.67,54.17,187.82,0.481,0.605,24.02,0.501,0.801,0.711,0.52,3.57,0.149,Mid attention,Scalable,clear,25.7,54.6
2010_711_Nigeria,2010,711,Nigeria,Argentina,B,group_or_knockout,Coca-Cola,loss,0,1585,75.3,31.3,8.19,56.37,216.62,0.506,0.355,26.63,0.656,0.744,0.906,0.449,3.965,0.149,Mid attention,Scalable,clear,21.6,68.6
2010_712_United_States,2010,712,United States,England,B,group_or_knockout,Vivo,draw,1,1578,71.9,31.0,12.75,58.57,180.63,0.527,0.473,22.58,0.428,0.676,0.652,0.453,3.593,0.159,Mid attention,Scalable,clear,13.3,48.6
2010_713_Greece,2010,713,Greece,South Korea,B,group_or_knockout,Budweiser,loss,0,1521,66.0,32.8,9.21,58.57,99.63,0.426,0.344,30.87,0.69,0.686,0.866,0.442,3.12,0.101,Mid attention,Scalable,cloudy,28.9,67.4
2010_714_Slovenia,2010,714,Slovenia,Algeria,B,group_or_knockout,Vivo,win,3,1491,66.6,28.9,8.67,56.37,122.88,0.445,0.327,14.76,0.283,0.658,0.571,0.4,3.684,0.25,Low attention,Scalable,clear,25.2,56.6
2010_715_Australia,2010,715,Australia,Germany,B,group_or_knockout,Hyundai,loss,0,1539,69.8,32.1,7.37,62.97,210.77,0.571,0.371,29.32,0.714,0.705,0.903,0.487,4.253,0.145,Mid attention,Scalable,cloudy,18.6,42.5
2010_716_Ghana,2010,716,Ghana,Serbia,B,group_or_knockout,Mengniu,win,3,1600,68.9,36.1,8.97,56.37,162.04,0.438,0.352,23.07,0.433,0.715,0.668,0.46,3.212,0.139,Mid attention,Scalable,clear,21.3,42.7
2010_717_Paraguay,2010,717,Paraguay,Italy,B,group_or_knockout,Hyundai,draw,1,1578,69.9,30.5,12.88,58.57,78.72,0.398,0.432,26.2,0.66,0.667,0.921,0.494,3.48,0.133,Mid attention,Scalable,clear,14.0,81.2
2010_718_Cameroon,2010,718,Cameroon,Japan,B,group_or_knockout,Coca-Cola,loss,0,1542,68.0,29.1,10.52,56.37,228.13,0.533,0.421,31.97,0.722,0.693,0.92,0.502,3.638,0.114,Mid attention,Scalable,rain,16.8,55.5
2010_719_Denmark,2010,719,Denmark,Netherlands,B,group_or_knockout,Coca-Cola,loss,0,1642,71.5,43.1,19.09,58.57,173.9,0.494,0.637,33.85,0.744,0.715,0.895,0.584,4.17,0.123,Mid attention,Scalable,hot,19.8,84.2
2010_720_North_Korea,2010,720,North Korea,Brazil,B,group_or_knockout,Adidas,loss,0,1482,66.9,26.9,8.79,60.77,138.07,0.477,0.363,26.45,0.659,0.656,0.915,0.448,3.978,0.15,Mid attention,Scalable,clear,30.4,49.8
2010_721_Portugal,2010,721,Portugal,Ivory Coast,B,group_or_knockout,Mengniu,draw,1,1702,76.8,47.1,14.4,54.17,204.53,0.471,0.5,17.76,0.359,0.8,0.643,0.43,3.61,0.203,Mid attention,Scalable,cloudy,19.2,62.7
2010_722_Slovakia,2010,722,Slovakia,New Zealand,B,group_or_knockout,Mengniu,draw,1,1525,72.8,26.2,7.47,58.57,138.45,0.511,0.315,15.95,0.311,0.642,0.626,0.351,2.865,0.18,Low attention,Watchlist,clear,26.8,96.0
2010_723_Chile,2010,723,Chile,Honduras,B,group_or_knockout,Hisense,win,3,1622,72.9,38.6,16.65,56.37,132.84,0.389,0.541,27.36,0.824,0.681,0.911,0.656,2.958,0.108,Mid attention,Premium,clear,19.8,41.1
2010_724_Uruguay,2010,724,Uruguay,South Africa,B,group_or_knockout,Vivo,win,3,1684,74.8,44.8,20.58,60.77,191.99,0.499,0.698,19.75,0.435,0.797,0.741,0.603,3.164,0.16,High attention,Scalable,rain,24.5,27.6
2010_725_Switzerland,2010,725,Switzerland,Spain,B,group_or_knockout,Adidas,win,3,1632,72.7,48.1,17.05,56.37,265.24,0.513,0.609,31.4,0.74,0.774,0.888,0.676,3.919,0.125,Mid attention,Premium,clear,22.2,78.6
2010_726_South_Korea,2010,726,South Korea,Argentina,B,group_or_knockout,McDonald's,loss,0,1548,70.3,20.2,12.83,65.17,293.42,0.696,0.564,25.44,0.5,0.67,0.723,0.51,4.119,0.162,Mid attention,Scalable,cloudy,28.2,44.8
2010_727_Mexico,2010,727,Mexico,France,B,group_or_knockout,Hyundai,win,3,1612,72.1,37.6,18.89,58.57,185.11,0.519,0.637,28.5,0.701,0.712,0.897,0.674,3.669,0.129,Mid attention,Premium,cloudy,19.8,57.7
2010_728_Nigeria,2010,728,Nigeria,Greece,B,group_or_knockout,Coca-Cola,loss,0,1585,75.3,31.3,8.19,60.77,197.66,0.565,0.373,26.63,0.656,0.744,0.906,0.467,3.434,0.129,Mid attention,Scalable,clear,13.6,48.6
2010_729_Algeria,2010,729,Algeria,England,B,group_or_knockout,Hisense,draw,1,1543,72.2,36.3,11.9,54.17,193.2,0.435,0.429,30.28,0.856,0.66,0.889,0.566,3.549,0.117,Mid attention,Scalable,clear,14.7,62.3
2010_730_Serbia,2010,730,Serbia,Germany,B,group_or_knockout,Vivo,win,3,1559,68.8,36.3,15.31,56.37,113.29,0.408,0.497,23.55,0.473,0.729,0.727,0.523,4.052,0.172,Mid attention,Scalable,clear,19.8,42.8
2010_731_United_States,2010,731,United States,Slovenia,B,group_or_knockout,Vivo,draw,1,1578,71.9,31.0,12.75,62.97,215.51,0.592,0.515,22.58,0.428,0.676,0.652,0.481,3.197,0.142,Mid attention,Scalable,windy,15.5,55.1
2010_732_Denmark,2010,732,Denmark,Cameroon,B,group_or_knockout,Coca-Cola,win,3,1642,71.5,43.1,19.09,60.77,141.39,0.509,0.636,33.85,0.744,0.715,0.895,0.686,3.289,0.097,Mid attention,Premium,cloudy,25.5,65.2
2010_733_Australia,2010,733,Australia,Ghana,B,group_or_knockout,Hyundai,draw,1,1539,69.8,32.1,7.37,58.57,182.98,0.524,0.332,29.32,0.714,0.705,0.903,0.497,3.022,0.103,Mid attention,Scalable,clear,20.2,41.9
2010_734_Japan,2010,734,Japan,Netherlands,B,group_or_knockout,Adidas,loss,0,1586,72.8,37.0,11.9,56.37,151.15,0.459,0.424,29.47,0.694,0.648,0.855,0.48,4.113,0.14,Mid attention,Scalable,clear,37.2,46.8
2010_735_Ivory_Coast,2010,735,Ivory Coast,Brazil,B,group_or_knockout,Budweiser,loss,0,1587,73.8,39.2,8.73,62.97,207.06,0.582,0.405,26.15,0.627,0.659,0.897,0.472,4.051,0.155,Mid attention,Scalable,cloudy,12.6,52.4
2010_736_New_Zealand,2010,736,New Zealand,Italy,B,group_or_knockout,McDonald's,draw,1,1404,64.7,15.2,8.37,58.57,173.0,0.507,0.354,20.14,0.365,0.556,0.654,0.383,3.614,0.179,Mid attention,Scalable,clear,24.2,35.1
2010_737_Paraguay,2010,737,Paraguay,Slovakia,B,group_or_knockout,Hyundai,win,3,1578,69.9,30.5,12.88,58.57,70.79,0.457,0.428,26.2,0.66,0.667,0.921,0.57,3.092,0.118,Mid attention,Scalable,cloudy,16.2,51.2
2010_738_Switzerland,2010,738,Switzerland,Chile,B,group_or_knockout,Adidas,loss,0,1632,72.7,48.1,17.05,56.37,169.36,0.498,0.568,31.4,0.74,0.774,0.888,0.557,4.094,0.13,Mid attention,Scalable,rain,20.0,59.9
2010_739_North_Korea,2010,739,North Korea,Portugal,B,group_or_knockout,Adidas,loss,0,1482,66.9,26.9,8.79,69.57,237.97,0.624,0.461,26.45,0.659,0.656,0.915,0.511,3.553,0.134,Mid attention,Scalable,cloudy,23.8,51.6
2010_740_Honduras,2010,740,Honduras,Spain,B,group_or_knockout,Visa,loss,0,1414,62.9,9.5,7.33,58.57,189.63,0.452,0.334,28.19,0.637,0.538,0.906,0.425,3.972,0.141,Mid attention,Scalable,clear,9.0,53.7
2010_741_Argentina,2010,741,Argentina,Greece,B,group_or_knockout,Hyundai,win,3,1753,76.8,58.0,19.5,58.57,162.63,0.524,0.643,30.74,0.75,0.813,0.936,0.694,3.305,0.108,Mid attention,Premium,clear,24.4,57.7
2010_742_Uruguay,2010,742,Uruguay,Mexico,B,group_or_knockout,Vivo,win,3,1684,74.8,44.8,20.58,56.37,255.12,0.564,0.698,19.75,0.435,0.797,0.741,0.615,3.689,0.187,High attention,Scalable,clear,34.4,47.5
2010_743_South_Korea,2010,743,South Korea,Nigeria,B,group_or_knockout,McDonald's,draw,1,1548,70.3,20.2,12.83,62.97,196.34,0.539,0.509,25.44,0.5,0.67,0.723,0.494,3.449,0.136,Mid attention,Scalable,cloudy,20.3,69.1
2010_744_France,2010,744,France,South Africa,B,group_or_knockout,Qatar Airways,loss,0,1748,77.8,46.5,18.67,60.77,196.3,0.492,0.649,24.02,0.501,0.801,0.711,0.505,3.145,0.131,Mid attention,Scalable,hot,24.6,81.0
2010_745_Serbia,2010,745,Serbia,Australia,B,group_or_knockout,Vivo,loss,0,1559,68.8,36.3,15.31,60.77,232.65,0.569,0.576,23.55,0.473,0.729,0.727,0.482,3.476,0.148,Mid attention,Scalable,clear,29.1,50.6
2010_746_Germany,2010,746,Germany,Ghana,B,group_or_knockout,Coca-Cola,win,3,1798,81.3,65.9,22.15,56.37,178.3,0.507,0.706,29.19,0.711,0.859,0.907,0.701,2.963,0.102,High attention,Premium,cloudy,22.0,65.8
2010_747_England,2010,747,England,Slovenia,B,group_or_knockout,McDonald's,win,3,1695,76.6,52.6,19.34,56.37,125.27,0.496,0.609,20.29,0.426,0.819,0.654,0.565,3.053,0.15,Mid attention,Scalable,rain,19.5,54.2
2010_748_Algeria,2010,748,Algeria,United States,B,group_or_knockout,Hisense,loss,0,1543,72.2,36.3,11.9,56.37,81.39,0.432,0.394,30.28,0.856,0.66,0.889,0.518,3.048,0.101,Mid attention,Scalable,clear,9.3,63.8
2010_749_Netherlands,2010,749,Netherlands,Cameroon,B,group_or_knockout,Hisense,win,3,1746,75.8,49.9,15.97,60.77,151.94,0.504,0.559,32.27,0.905,0.811,0.856,0.711,3.261,0.101,Mid attention,Premium,clear,26.8,83.1
2010_750_Japan,2010,750,Japan,Denmark,B,group_or_knockout,Adidas,win,3,1586,72.8,37.0,11.9,62.97,222.68,0.56,0.496,29.47,0.694,0.648,0.855,0.625,3.724,0.126,Mid attention,Premium,clear,22.3,66.1
2010_751_New_Zealand,2010,751,New Zealand,Paraguay,B,group_or_knockout,McDonald's,draw,1,1404,64.7,15.2,8.37,54.17,140.23,0.432,0.313,20.14,0.365,0.556,0.654,0.354,3.686,0.183,Low attention,Watchlist,rain,16.9,29.6
2010_752_Italy,2010,752,Italy,Slovakia,B,group_or_knockout,Visa,loss,0,1755,77.8,61.6,11.04,65.17,233.07,0.608,0.491,33.4,0.741,0.761,0.842,0.548,3.256,0.097,Mid attention,Scalable,cloudy,23.8,65.3
2010_753_Spain,2010,753,Spain,Chile,B,group_or_knockout,Budweiser,win,3,1708,77.4,45.2,19.26,60.77,181.04,0.505,0.658,27.85,0.668,0.724,0.933,0.668,4.092,0.147,Mid attention,Premium,rain,19.5,77.7
2010_754_Ivory_Coast,2010,754,Ivory Coast,North Korea,B,group_or_knockout,Budweiser,win,3,1587,73.8,39.2,8.73,60.77,249.08,0.633,0.41,26.15,0.627,0.659,0.897,0.583,3.586,0.137,Mid attention,Scalable,hot,19.8,54.5
2010_755_Brazil,2010,755,Brazil,Portugal,B,group_or_knockout,Adidas,draw,1,1829,78.8,57.4,18.61,54.17,142.52,0.483,0.584,33.15,0.774,0.809,0.916,0.605,3.242,0.098,Mid attention,Scalable,rain,26.6,73.9
2010_756_Honduras,2010,756,Honduras,Switzerland,B,group_or_knockout,Visa,draw,1,1414,62.9,9.5,7.33,54.17,176.45,0.487,0.301,28.19,0.637,0.538,0.906,0.452,3.689,0.131,Low attention,Scalable,windy,15.0,47.0
2010_757_South_Korea,2010,757,South Korea,Uruguay,B,group_or_knockout,McDonald's,loss,0,1548,70.3,20.2,12.83,60.77,200.09,0.52,0.497,25.44,0.5,0.67,0.723,0.453,3.738,0.147,Mid attention,Scalable,rain,29.3,34.2
2010_758_Ghana,2010,758,Ghana,United States,B,group_or_knockout,Mengniu,win,3,1600,68.9,36.1,8.97,60.77,264.42,0.611,0.423,23.07,0.433,0.715,0.668,0.518,3.231,0.14,Mid attention,Scalable,hot,14.6,60.3
2010_759_Mexico,2010,759,Mexico,Argentina,B,group_or_knockout,Hyundai,loss,0,1612,72.1,37.6,18.89,62.97,111.59,0.53,0.632,28.5,0.701,0.712,0.897,0.574,3.9,0.137,Mid attention,Scalable,hot,19.0,29.9
2010_760_England,2010,760,England,Germany,B,group_or_knockout,McDonald's,loss,0,1695,76.6,52.6,19.34,65.17,163.8,0.583,0.68,20.29,0.426,0.819,0.654,0.508,4.163,0.205,High attention,Scalable,rain,34.5,54.2
2010_761_Chile,2010,761,Chile,Brazil,B,group_or_knockout,Hisense,loss,0,1622,72.9,38.6,16.65,60.77,220.23,0.593,0.606,27.36,0.824,0.681,0.911,0.617,3.998,0.146,Mid attention,Scalable,rain,29.8,78.6
2010_762_Slovakia,2010,762,Slovakia,Netherlands,B,group_or_knockout,Mengniu,loss,0,1525,72.8,26.2,7.47,60.77,267.72,0.607,0.385,15.95,0.311,0.642,0.626,0.361,4.29,0.269,Mid attention,Watchlist,windy,23.6,27.4
2010_763_Japan,2010,763,Japan,Paraguay,B,group_or_knockout,Adidas,draw,1,1586,72.8,37.0,11.9,54.17,165.56,0.469,0.417,29.47,0.694,0.648,0.855,0.512,3.675,0.125,Mid attention,Scalable,cloudy,17.4,37.5
2010_764_Portugal,2010,764,Portugal,Spain,B,group_or_knockout,Mengniu,loss,0,1702,76.8,47.1,14.4,56.37,148.41,0.48,0.489,17.76,0.359,0.8,0.643,0.394,3.822,0.215,Mid attention,Scalable,cloudy,19.8,41.5
2010_765_Brazil,2010,765,Brazil,Netherlands,B,group_or_knockout,Adidas,loss,0,1829,78.8,57.4,18.61,60.77,214.67,0.564,0.656,33.15,0.774,0.809,0.916,0.614,4.101,0.124,Mid attention,Scalable,cloudy,23.4,57.0
2010_766_Ghana,2010,766,Ghana,Uruguay,B,group_or_knockout,Mengniu,draw,1,1600,68.9,36.1,8.97,58.57,213.46,0.48,0.387,23.07,0.433,0.715,0.668,0.414,3.682,0.16,Mid attention,Scalable,hot,23.2,52.1
2010_767_Germany,2010,767,Germany,Argentina,B,group_or_knockout,Coca-Cola,win,3,1798,81.3,65.9,22.15,62.97,162.71,0.548,0.74,29.19,0.711,0.859,0.907,0.721,3.856,0.132,High attention,Premium,cloudy,22.5,80.4
2010_768_Spain,2010,768,Spain,Paraguay,B,group_or_knockout,Budweiser,win,3,1708,77.4,45.2,19.26,56.37,176.69,0.465,0.629,27.85,0.668,0.724,0.933,0.65,3.656,0.131,Mid attention,Premium,rain,22.8,73.3
2010_769_Netherlands,2010,769,Netherlands,Uruguay,B,group_or_knockout,Hisense,win,3,1746,75.8,49.9,15.97,65.17,259.19,0.598,0.632,32.27,0.905,0.811,0.856,0.756,3.742,0.116,Mid attention,Premium,rain,21.7,65.9
2010_770_Spain,2010,770,Spain,Germany,B,group_or_knockout,Budweiser,win,3,1708,77.4,45.2,19.26,56.37,273.49,0.59,0.671,27.85,0.668,0.724,0.933,0.688,4.179,0.15,High attention,Premium,windy,14.3,60.3
2010_771_Germany,2010,771,Germany,Uruguay,B,group_or_knockout,Coca-Cola,win,3,1798,81.3,65.9,22.15,65.17,229.28,0.661,0.782,29.19,0.711,0.859,0.907,0.758,3.735,0.128,High attention,Premium,clear,19.9,64.3
2010_772_Spain,2010,772,Spain,Netherlands,B,group_or_knockout,Budweiser,win,3,1708,77.4,45.2,19.26,56.37,163.09,0.509,0.623,27.85,0.668,0.724,0.933,0.656,4.101,0.147,Mid attention,Premium,rain,28.5,44.2
2014_773_Croatia,2014,773,Croatia,Brazil,B,group_or_knockout,Hisense,loss,0,1671,75.1,52.8,21.52,64.42,181.32,0.581,0.74,28.53,0.855,0.792,0.927,0.677,4.078,0.143,High attention,Premium,rain,14.8,71.7
2014_774_Australia,2014,774,Australia,Chile,B,group_or_knockout,Hyundai,loss,0,1539,69.8,32.1,7.37,64.42,215.18,0.633,0.382,29.32,0.714,0.705,0.903,0.502,4.216,0.144,Mid attention,Scalable,windy,21.9,40.2
2014_775_Cameroon,2014,775,Cameroon,Mexico,B,group_or_knockout,Coca-Cola,loss,0,1542,68.0,29.1,10.52,57.82,159.96,0.486,0.4,31.97,0.722,0.693,0.92,0.485,3.668,0.115,Mid attention,Scalable,hot,18.1,71.4
2014_776_Netherlands,2014,776,Netherlands,Spain,B,group_or_knockout,Hisense,win,3,1746,75.8,49.9,15.97,68.82,207.39,0.646,0.632,32.27,0.905,0.811,0.856,0.764,3.935,0.122,Mid attention,Premium,cloudy,23.7,77.0
2014_777_Greece,2014,777,Greece,Colombia,B,group_or_knockout,Budweiser,loss,0,1521,66.0,32.8,9.21,62.22,132.22,0.487,0.381,30.87,0.69,0.686,0.866,0.467,3.446,0.112,Mid attention,Scalable,cloudy,20.7,61.4
2014_778_Italy,2014,778,Italy,England,B,group_or_knockout,Visa,win,3,1755,77.8,61.6,11.04,62.22,255.66,0.609,0.483,33.4,0.741,0.761,0.842,0.645,3.621,0.108,Mid attention,Premium,clear,31.9,55.2
2014_779_Japan,2014,779,Japan,Ivory Coast,B,group_or_knockout,Adidas,loss,0,1586,72.8,37.0,11.9,62.22,129.21,0.517,0.45,29.47,0.694,0.648,0.855,0.5,3.652,0.124,Mid attention,Scalable,windy,26.0,64.4
2014_780_Costa_Rica,2014,780,Costa Rica,Uruguay,B,group_or_knockout,Visa,win,3,1585,73.1,26.3,15.16,64.42,163.11,0.526,0.565,31.23,0.703,0.677,0.885,0.648,3.694,0.118,Mid attention,Premium,clear,15.1,15.0
2014_781_Bosnia_and_Herzegovina,2014,781,Bosnia and Herzegovina,Argentina,B,group_or_knockout,Mengniu,loss,0,1562,71.1,29.9,10.24,62.22,182.73,0.549,0.43,16.77,0.33,0.615,0.658,0.374,4.015,0.239,Mid attention,Watchlist,rain,27.0,62.8
2014_782_Honduras,2014,782,Honduras,France,B,group_or_knockout,Visa,loss,0,1414,62.9,9.5,7.33,62.22,310.49,0.632,0.409,28.19,0.637,0.538,0.906,0.485,3.882,0.138,Mid attention,Scalable,rain,18.4,56.2
2014_783_Ecuador,2014,783,Ecuador,Switzerland,B,group_or_knockout,McDonald's,loss,0,1623,71.6,42.9,13.81,62.22,157.96,0.583,0.513,16.55,0.344,0.689,0.657,0.417,3.711,0.224,Mid attention,Scalable,cloudy,19.5,57.2
2014_784_Portugal,2014,784,Portugal,Germany,B,group_or_knockout,Mengniu,loss,0,1702,76.8,47.1,14.4,64.42,152.77,0.58,0.54,17.76,0.359,0.8,0.643,0.432,4.154,0.234,Mid attention,Scalable,clear,24.9,69.3
2014_785_United_States,2014,785,United States,Ghana,B,group_or_knockout,Vivo,win,3,1578,71.9,31.0,12.75,62.22,152.39,0.531,0.483,22.58,0.428,0.676,0.652,0.524,3.054,0.135,Mid attention,Scalable,clear,20.0,56.8
2014_786_Nigeria,2014,786,Nigeria,Iran,B,group_or_knockout,Coca-Cola,draw,1,1585,75.3,31.3,8.19,55.62,252.91,0.529,0.366,26.63,0.656,0.744,0.906,0.49,3.554,0.133,Mid attention,Scalable,hot,28.4,39.8
2014_787_Algeria,2014,787,Algeria,Belgium,B,group_or_knockout,Hisense,loss,0,1543,72.2,36.3,11.9,62.22,80.9,0.485,0.429,30.28,0.856,0.66,0.889,0.541,3.807,0.126,Mid attention,Scalable,cloudy,18.4,55.7
