panel_id,team,sponsor,predicted_roi,roi_formula_score,roi_per_million_spend
2006_565_Australia,Australia,Nike,2.393,2.4368,0.518
1954_566_Morocco,Morocco,Emirates,3.294,2.4381,0.382
1958_567_England,England,Emirates,2.864,2.5673,0.13
2022_568_USA,USA,Samsung,2.613,2.4282,0.388
1954_569_Germany,Germany,Pepsi,2.83,2.0416,0.367
1966_570_South_Korea,South Korea,Nike,2.458,1.6052,0.099
1934_571_Croatia,Croatia,Qatar Airways,3.113,2.7828,0.358
2022_572_Japan,Japan,Samsung,2.745,2.0243,0.228
2014_573_Canada,Canada,Pepsi,2.605,2.0588,0.54
1950_574_Netherlands,Netherlands,Puma,3.511,2.1256,0.348
2006_575_Uruguay,Uruguay,Pepsi,2.681,2.4733,0.394
2022_576_Japan,Japan,Samsung,2.776,2.4738,0.231
2002_577_Italy,Italy,Qatar Airways,2.89,1.8676,0.28
1962_578_Argentina,Argentina,Nike,2.914,2.0239,0.311
2002_579_Senegal,Senegal,Pepsi,2.716,2.0234,0.188
1978_580_South_Korea,South Korea,Nike,2.481,1.8596,0.099
1930_581_Saudi_Arabia,Saudi Arabia,Nike,2.451,2.4006,0.311
1930_582_Qatar,Qatar,Nike,2.57,1.9791,0.499
1990_583_Croatia,Croatia,Qatar Airways,2.874,2.6316,0.331
1942_584_Mexico,Mexico,Emirates,2.504,2.1494,0.608
1982_585_Morocco,Morocco,Emirates,2.687,1.9428,0.311
1962_586_Ghana,Ghana,Visa,2.504,2.3688,0.357
1958_587_Mexico,Mexico,Emirates,2.445,2.2589,0.593
1950_588_Belgium,Belgium,Mastercard,2.658,1.9259,0.467
1990_589_Japan,Japan,Samsung,2.749,2.0136,0.228
2014_590_USA,USA,Samsung,2.845,2.0585,0.423
1950_591_France,France,Emirates,2.509,1.857,0.126
2018_592_USA,USA,Samsung,3.113,2.02,0.463
1998_593_Australia,Australia,Nike,2.78,2.2262,0.602
1954_594_Senegal,Senegal,Pepsi,2.88,2.2706,0.199
1930_595_Qatar,Qatar,Nike,2.439,2.5232,0.474
1962_596_Uruguay,Uruguay,Pepsi,2.783,2.0573,0.409
1942_597_Spain,Spain,Pepsi,3.139,1.799,0.092
1934_598_USA,USA,Samsung,2.247,1.9574,0.334
1994_599_Mexico,Mexico,Emirates,3.176,2.5641,0.771
1930_600_Belgium,Belgium,Mastercard,2.619,2.1191,0.46
1994_601_Brazil,Brazil,Nike,2.911,2.4689,0.111
1974_602_Mexico,Mexico,Emirates,2.722,2.0011,0.661
1930_603_Portugal,Portugal,Coca-Cola,2.565,2.3404,0.222
1990_604_Germany,Germany,Pepsi,3.153,2.7774,0.409
1998_605_Argentina,Argentina,Nike,3.052,1.8864,0.325
1958_606_Belgium,Belgium,Mastercard,2.378,2.3873,0.418
1930_607_France,France,Emirates,2.538,2.2427,0.128
1934_608_France,France,Emirates,2.542,2.2181,0.128
1970_609_France,France,Emirates,2.477,2.3722,0.125
1962_610_France,France,Emirates,2.465,1.8022,0.124
1938_611_England,England,Emirates,2.698,2.4982,0.122
2022_612_Nigeria,Nigeria,Visa,2.277,2.675,0.204
1970_613_South_Korea,South Korea,Nike,3.226,2.6021,0.129
1978_614_Croatia,Croatia,Qatar Airways,2.912,2.6,0.335
1934_615_Argentina,Argentina,Nike,2.132,1.8199,0.227
1934_616_Senegal,Senegal,Pepsi,2.915,2.288,0.202
1998_617_Croatia,Croatia,Qatar Airways,2.432,2.4797,0.28
2006_618_Saudi_Arabia,Saudi Arabia,Nike,2.649,2.4255,0.336
1978_619_USA,USA,Samsung,2.84,2.0131,0.422
2010_620_Japan,Japan,Samsung,2.779,1.9032,0.231
1954_621_Belgium,Belgium,Mastercard,2.705,1.9816,0.475
2018_622_South_Korea,South Korea,Nike,2.302,2.144,0.092
1946_623_Croatia,Croatia,Qatar Airways,2.409,2.4778,0.277
2010_624_Spain,Spain,Pepsi,3.098,1.5882,0.091
1994_625_Italy,Italy,Qatar Airways,2.715,1.9697,0.263
2006_626_Mexico,Mexico,Emirates,2.379,2.4049,0.577
1986_627_Qatar,Qatar,Nike,2.024,1.7785,0.393
1954_628_Portugal,Portugal,Coca-Cola,2.806,2.51,0.243
2018_629_Portugal,Portugal,Coca-Cola,2.728,2.522,0.236
1998_630_Brazil,Brazil,Nike,3.414,2.0675,0.13
2010_631_Argentina,Argentina,Nike,2.741,1.9018,0.292
1938_632_Nigeria,Nigeria,Visa,2.494,2.0606,0.224
1994_633_Germany,Germany,Pepsi,2.741,2.0049,0.356
1978_634_Canada,Canada,Pepsi,2.502,1.9596,0.519
2002_635_Nigeria,Nigeria,Visa,2.61,2.1826,0.234
1954_636_Spain,Spain,Pepsi,2.884,1.7924,0.084
2002_637_England,England,Emirates,2.625,2.2479,0.119
2014_638_Belgium,Belgium,Mastercard,2.454,2.5018,0.431
1958_639_Canada,Canada,Pepsi,2.244,2.3858,0.466
1966_640_Japan,Japan,Samsung,2.457,2.3475,0.204
1970_641_Croatia,Croatia,Qatar Airways,2.752,2.5282,0.317
1938_642_Netherlands,Netherlands,Puma,2.498,2.2191,0.248
1966_643_England,England,Emirates,2.694,2.4336,0.122
1946_644_Morocco,Morocco,Emirates,2.804,1.9527,0.325
1958_645_Australia,Australia,Nike,2.743,2.2122,0.594
1950_646_Saudi_Arabia,Saudi Arabia,Nike,2.642,2.4717,0.335
2014_647_Senegal,Senegal,Pepsi,2.782,2.5559,0.193
1942_648_Spain,Spain,Pepsi,2.886,1.7036,0.084
2022_649_England,England,Emirates,3.425,2.2163,0.155
1990_650_USA,USA,Samsung,3.453,2.3456,0.513
1970_651_Argentina,Argentina,Nike,2.394,2.155,0.255
1974_652_Argentina,Argentina,Nike,2.932,2.1891,0.313
1950_653_USA,USA,Samsung,2.909,1.872,0.432
2002_654_England,England,Emirates,2.454,2.4742,0.111
1970_655_Nigeria,Nigeria,Visa,2.593,2.1088,0.233
2014_656_Japan,Japan,Samsung,2.055,2.1848,0.171
1994_657_USA,USA,Samsung,2.985,2.0962,0.444
1994_658_England,England,Emirates,2.149,2.3586,0.097
1950_659_Argentina,Argentina,Nike,2.616,2.0322,0.279
2010_660_Germany,Germany,Pepsi,2.888,2.2204,0.375
2022_661_Uruguay,Uruguay,Pepsi,2.567,2.3227,0.378
1998_662_Germany,Germany,Pepsi,3.11,2.0528,0.403
1942_663_Argentina,Argentina,Nike,2.856,1.9508,0.304
1982_664_South_Korea,South Korea,Nike,2.621,2.2446,0.105
1930_665_Brazil,Brazil,Nike,2.899,2.388,0.111
2002_666_Belgium,Belgium,Mastercard,3.558,2.8383,0.625
1998_667_Morocco,Morocco,Emirates,2.549,2.22,0.295
1982_668_France,France,Emirates,2.866,2.2535,0.144
1934_669_Portugal,Portugal,Coca-Cola,2.569,1.8236,0.222
1990_670_France,France,Emirates,2.707,1.7764,0.136
2002_671_Croatia,Croatia,Qatar Airways,2.495,2.3915,0.287
1938_672_Japan,Japan,Samsung,2.648,2.3565,0.22
1962_673_South_Korea,South Korea,Nike,2.794,1.978,0.112
1998_674_Mexico,Mexico,Emirates,2.331,2.1048,0.566
2014_675_Qatar,Qatar,Nike,2.964,1.8992,0.576
1950_676_Spain,Spain,Pepsi,2.315,2.0451,0.068
1958_677_USA,USA,Samsung,3.013,2.2785,0.448
2010_678_Canada,Canada,Pepsi,2.805,2.1334,0.582
1994_679_Qatar,Qatar,Nike,2.177,1.927,0.423
1950_680_Argentina,Argentina,Nike,2.762,2.0359,0.294
1950_681_Belgium,Belgium,Mastercard,2.662,2.5114,0.468
1930_682_Netherlands,Netherlands,Puma,2.569,2.3368,0.255
1958_683_Netherlands,Netherlands,Puma,2.916,2.4474,0.289
1934_684_Morocco,Morocco,Emirates,2.742,2.4063,0.318
1934_685_Saudi_Arabia,Saudi Arabia,Nike,2.537,2.8458,0.322
1938_686_Morocco,Morocco,Emirates,3.093,2.494,0.358
2018_687_Australia,Australia,Nike,2.771,2.6108,0.6
1954_688_Ghana,Ghana,Visa,3.36,2.7706,0.479
1998_689_Qatar,Qatar,Nike,2.577,2.376,0.5
1930_690_Nigeria,Nigeria,Visa,2.307,2.0805,0.207
1978_691_Australia,Australia,Nike,2.335,2.0572,0.505
1962_692_Australia,Australia,Nike,1.927,2.0118,0.417
2018_693_Saudi_Arabia,Saudi Arabia,Nike,2.557,2.8122,0.324
1954_694_Japan,Japan,Samsung,2.608,2.0312,0.217
2022_695_Argentina,Argentina,Nike,2.861,2.1944,0.305
2010_696_Mexico,Mexico,Emirates,2.717,2.1781,0.659
1994_697_Japan,Japan,Samsung,2.977,2.1189,0.247
1990_698_South_Korea,South Korea,Nike,2.344,2.285,0.094
1974_699_France,France,Emirates,2.282,1.979,0.115
2022_700_South_Korea,South Korea,Nike,2.993,2.103,0.12
1942_701_Spain,Spain,Pepsi,2.306,1.7556,0.067
1974_702_Netherlands,Netherlands,Puma,2.286,2.3226,0.227
1994_703_South_Korea,South Korea,Nike,1.975,2.2266,0.079
2002_704_Italy,Italy,Qatar Airways,2.632,2.0378,0.255
1974_705_Spain,Spain,Pepsi,2.352,1.5409,0.069
1938_706_Morocco,Morocco,Emirates,2.692,1.7329,0.312
1994_707_Belgium,Belgium,Mastercard,3.023,2.2236,0.531
1934_708_Ghana,Ghana,Visa,2.509,2.4149,0.358
1994_709_Ghana,Ghana,Visa,2.367,2.4339,0.338
1974_710_Germany,Germany,Pepsi,2.758,2.0215,0.358
1938_711_Mexico,Mexico,Emirates,2.525,2.0902,0.613
1930_712_Netherlands,Netherlands,Puma,2.838,1.9161,0.281
2006_713_England,England,Emirates,2.485,2.2499,0.112
2018_714_Portugal,Portugal,Coca-Cola,2.712,2.0248,0.234
1962_715_Argentina,Argentina,Nike,2.695,2.4626,0.287
2002_716_Senegal,Senegal,Pepsi,2.406,2.567,0.167
2010_717_Uruguay,Uruguay,Pepsi,3.112,2.0449,0.458
1930_718_Morocco,Morocco,Emirates,2.636,2.3044,0.305
1958_719_Argentina,Argentina,Nike,2.799,1.8752,0.298
2010_720_Croatia,Croatia,Qatar Airways,2.837,2.6366,0.326
