source,target,edge_type,weight
team:South Korea,match_543,team_match,0.465
sponsor:McDonald's,team:South Korea,sponsor_team_panel,0.51
sponsor:McDonald's,match_543,sponsor_match_exposure,3.755
team:Jamaica,match_544,team_match,0.426
sponsor:Adidas,team:Jamaica,sponsor_team_panel,0.901
sponsor:Adidas,match_544,sponsor_match_exposure,4.251
team:Serbia,match_545,team_match,0.555
sponsor:Vivo,team:Serbia,sponsor_team_panel,0.481
sponsor:Vivo,match_545,sponsor_match_exposure,4.213
team:Iran,match_546,team_match,0.408
sponsor:Visa,team:Iran,sponsor_team_panel,0.732
sponsor:Visa,match_546,sponsor_match_exposure,3.051
team:Tunisia,match_547,team_match,0.356
sponsor:Hyundai,team:Tunisia,sponsor_team_panel,0.839
sponsor:Hyundai,match_547,sponsor_match_exposure,3.31
team:England,match_548,team_match,0.622
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_548,sponsor_match_exposure,3.245
team:Norway,match_549,team_match,0.375
sponsor:McDonald's,team:Norway,sponsor_team_panel,0.394
sponsor:McDonald's,match_549,sponsor_match_exposure,4.078
team:Cameroon,match_550,team_match,0.355
sponsor:Coca-Cola,team:Cameroon,sponsor_team_panel,0.771
sponsor:Coca-Cola,match_550,sponsor_match_exposure,3.637
team:Austria,match_551,team_match,0.561
sponsor:McDonald's,team:Austria,sponsor_team_panel,0.454
sponsor:McDonald's,match_551,sponsor_match_exposure,3.66
team:Morocco,match_552,team_match,0.455
sponsor:Mengniu,team:Morocco,sponsor_team_panel,0.366
sponsor:Mengniu,match_552,sponsor_match_exposure,3.635
team:Denmark,match_553,team_match,0.628
sponsor:Coca-Cola,team:Denmark,sponsor_team_panel,0.793
sponsor:Coca-Cola,match_553,sponsor_match_exposure,3.725
team:Paraguay,match_554,team_match,0.458
sponsor:Hyundai,team:Paraguay,sponsor_team_panel,0.812
sponsor:Hyundai,match_554,sponsor_match_exposure,3.41
team:Saudi Arabia,match_555,team_match,0.49
sponsor:Visa,team:Saudi Arabia,sponsor_team_panel,0.698
sponsor:Visa,match_555,sponsor_match_exposure,3.134
team:Bulgaria,match_556,team_match,0.448
sponsor:Hisense,team:Bulgaria,sponsor_team_panel,0.787
sponsor:Hisense,match_556,sponsor_match_exposure,3.922
team:South Korea,match_557,team_match,0.432
sponsor:McDonald's,team:South Korea,sponsor_team_panel,0.51
sponsor:McDonald's,match_557,sponsor_match_exposure,3.815
team:Iran,match_558,team_match,0.436
sponsor:Visa,team:Iran,sponsor_team_panel,0.732
sponsor:Visa,match_558,sponsor_match_exposure,4.145
team:Mexico,match_559,team_match,0.602
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.853
sponsor:Hyundai,match_559,sponsor_match_exposure,3.71
team:Serbia,match_560,team_match,0.522
sponsor:Vivo,team:Serbia,sponsor_team_panel,0.481
sponsor:Vivo,match_560,sponsor_match_exposure,3.12
team:Croatia,match_561,team_match,0.653
sponsor:Hisense,team:Croatia,sponsor_team_panel,0.731
sponsor:Hisense,match_561,sponsor_match_exposure,4.023
team:England,match_562,team_match,0.637
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_562,sponsor_match_exposure,3.4
team:Jamaica,match_563,team_match,0.327
sponsor:Adidas,team:Jamaica,sponsor_team_panel,0.901
sponsor:Adidas,match_563,sponsor_match_exposure,3.735
team:Tunisia,match_564,team_match,0.379
sponsor:Hyundai,team:Tunisia,sponsor_team_panel,0.839
sponsor:Hyundai,match_564,sponsor_match_exposure,3.198
team:Chile,match_565,team_match,0.565
sponsor:Hisense,team:Chile,sponsor_team_panel,0.7
sponsor:Hisense,match_565,sponsor_match_exposure,4.101
team:Norway,match_566,team_match,0.356
sponsor:McDonald's,team:Norway,sponsor_team_panel,0.394
sponsor:McDonald's,match_566,sponsor_match_exposure,3.532
team:Paraguay,match_567,team_match,0.423
sponsor:Hyundai,team:Paraguay,sponsor_team_panel,0.812
sponsor:Hyundai,match_567,sponsor_match_exposure,3.678
team:Denmark,match_568,team_match,0.641
sponsor:Coca-Cola,team:Denmark,sponsor_team_panel,0.793
sponsor:Coca-Cola,match_568,sponsor_match_exposure,3.422
team:Mexico,match_569,team_match,0.595
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.853
sponsor:Hyundai,match_569,sponsor_match_exposure,4.089
team:Serbia,match_570,team_match,0.497
sponsor:Vivo,team:Serbia,sponsor_team_panel,0.481
sponsor:Vivo,match_570,sponsor_match_exposure,3.685
team:England,match_571,team_match,0.64
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_571,sponsor_match_exposure,4.057
team:Croatia,match_572,team_match,0.642
sponsor:Hisense,team:Croatia,sponsor_team_panel,0.731
sponsor:Hisense,match_572,sponsor_match_exposure,3.178
team:Denmark,match_573,team_match,0.637
sponsor:Coca-Cola,team:Denmark,sponsor_team_panel,0.793
sponsor:Coca-Cola,match_573,sponsor_match_exposure,4.118
team:Italy,match_574,team_match,0.391
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_574,sponsor_match_exposure,3.631
team:Croatia,match_575,team_match,0.68
sponsor:Hisense,team:Croatia,sponsor_team_panel,0.731
sponsor:Hisense,match_575,sponsor_match_exposure,4.102
team:Argentina,match_576,team_match,0.659
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.903
sponsor:Hyundai,match_576,sponsor_match_exposure,3.748
team:Netherlands,match_577,team_match,0.51
sponsor:Hisense,team:Netherlands,sponsor_team_panel,0.781
sponsor:Hisense,match_577,sponsor_match_exposure,4.039
team:Croatia,match_578,team_match,0.687
sponsor:Hisense,team:Croatia,sponsor_team_panel,0.731
sponsor:Hisense,match_578,sponsor_match_exposure,3.716
team:Croatia,match_579,team_match,0.681
sponsor:Hisense,team:Croatia,sponsor_team_panel,0.731
sponsor:Hisense,match_579,sponsor_match_exposure,3.723
team:Brazil,match_580,team_match,0.579
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_580,sponsor_match_exposure,3.578
team:Senegal,match_581,team_match,0.388
sponsor:Budweiser,team:Senegal,sponsor_team_panel,0.771
sponsor:Budweiser,match_581,sponsor_match_exposure,3.659
team:Saudi Arabia,match_582,team_match,0.546
sponsor:Visa,team:Saudi Arabia,sponsor_team_panel,0.698
sponsor:Visa,match_582,sponsor_match_exposure,4.254
team:Cameroon,match_583,team_match,0.403
sponsor:Coca-Cola,team:Cameroon,sponsor_team_panel,0.771
sponsor:Coca-Cola,match_583,sponsor_match_exposure,3.25
team:Denmark,match_584,team_match,0.615
sponsor:Coca-Cola,team:Denmark,sponsor_team_panel,0.793
sponsor:Coca-Cola,match_584,sponsor_match_exposure,3.598
team:Nigeria,match_585,team_match,0.306
sponsor:Coca-Cola,team:Nigeria,sponsor_team_panel,0.705
sponsor:Coca-Cola,match_585,sponsor_match_exposure,4.067
team:Sweden,match_586,team_match,0.604
sponsor:Budweiser,team:Sweden,sponsor_team_panel,0.687
sponsor:Budweiser,match_586,sponsor_match_exposure,3.494
team:South Africa,match_587,team_match,0.499
sponsor:Qatar Airways,team:South Africa,sponsor_team_panel,0.519
sponsor:Qatar Airways,match_587,sponsor_match_exposure,3.972
team:Slovenia,match_588,team_match,0.377
sponsor:Vivo,team:Slovenia,sponsor_team_panel,0.283
sponsor:Vivo,match_588,sponsor_match_exposure,3.906
team:Turkey,match_589,team_match,0.556
sponsor:Mengniu,team:Turkey,sponsor_team_panel,0.356
sponsor:Mengniu,match_589,sponsor_match_exposure,4.143
team:Mexico,match_590,team_match,0.622
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.853
sponsor:Hyundai,match_590,sponsor_match_exposure,3.793
team:Ecuador,match_591,team_match,0.5
sponsor:McDonald's,team:Ecuador,sponsor_team_panel,0.347
sponsor:McDonald's,match_591,sponsor_match_exposure,3.638
team:Costa Rica,match_592,team_match,0.526
sponsor:Visa,team:Costa Rica,sponsor_team_panel,0.76
sponsor:Visa,match_592,sponsor_match_exposure,2.813
team:Belgium,match_593,team_match,0.729
sponsor:Visa,team:Belgium,sponsor_team_panel,0.713
sponsor:Visa,match_593,sponsor_match_exposure,3.766
team:Poland,match_594,team_match,0.515
sponsor:Coca-Cola,team:Poland,sponsor_team_panel,0.734
sponsor:Coca-Cola,match_594,sponsor_match_exposure,3.192
team:Republic of Ireland,match_595,team_match,0.393
sponsor:McDonald's,team:Republic of Ireland,sponsor_team_panel,0.441
sponsor:McDonald's,match_595,sponsor_match_exposure,4.076
team:Tunisia,match_596,team_match,0.421
sponsor:Hyundai,team:Tunisia,sponsor_team_panel,0.839
sponsor:Hyundai,match_596,sponsor_match_exposure,4.099
team:Portugal,match_597,team_match,0.541
sponsor:Mengniu,team:Portugal,sponsor_team_panel,0.359
sponsor:Mengniu,match_597,sponsor_match_exposure,3.12
team:Saudi Arabia,match_598,team_match,0.415
sponsor:Visa,team:Saudi Arabia,sponsor_team_panel,0.698
sponsor:Visa,match_598,sponsor_match_exposure,3.201
team:Senegal,match_599,team_match,0.368
sponsor:Budweiser,team:Senegal,sponsor_team_panel,0.771
sponsor:Budweiser,match_599,sponsor_match_exposure,3.574
team:Uruguay,match_600,team_match,0.598
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_600,sponsor_match_exposure,3.48
team:England,match_601,team_match,0.602
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_601,sponsor_match_exposure,4.024
team:Paraguay,match_602,team_match,0.454
sponsor:Hyundai,team:Paraguay,sponsor_team_panel,0.812
sponsor:Hyundai,match_602,sponsor_match_exposure,3.842
team:Nigeria,match_603,team_match,0.353
sponsor:Coca-Cola,team:Nigeria,sponsor_team_panel,0.705
sponsor:Coca-Cola,match_603,sponsor_match_exposure,3.836
team:China,match_604,team_match,0.351
sponsor:Mengniu,team:China,sponsor_team_panel,0.405
sponsor:Mengniu,match_604,sponsor_match_exposure,4.195
team:Croatia,match_605,team_match,0.744
sponsor:Hisense,team:Croatia,sponsor_team_panel,0.731
sponsor:Hisense,match_605,sponsor_match_exposure,3.675
team:Slovenia,match_606,team_match,0.34
sponsor:Vivo,team:Slovenia,sponsor_team_panel,0.283
sponsor:Vivo,match_606,sponsor_match_exposure,3.125
team:Turkey,match_607,team_match,0.524
sponsor:Mengniu,team:Turkey,sponsor_team_panel,0.356
sponsor:Mengniu,match_607,sponsor_match_exposure,3.431
team:Russia,match_608,team_match,0.591
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.814
sponsor:Hyundai,match_608,sponsor_match_exposure,3.766
team:Ecuador,match_609,team_match,0.466
sponsor:McDonald's,team:Ecuador,sponsor_team_panel,0.347
sponsor:McDonald's,match_609,sponsor_match_exposure,3.708
team:United States,match_610,team_match,0.429
sponsor:Vivo,team:United States,sponsor_team_panel,0.432
sponsor:Vivo,match_610,sponsor_match_exposure,3.172
team:Poland,match_611,team_match,0.567
sponsor:Coca-Cola,team:Poland,sponsor_team_panel,0.734
sponsor:Coca-Cola,match_611,sponsor_match_exposure,3.437
team:Belgium,match_612,team_match,0.689
sponsor:Visa,team:Belgium,sponsor_team_panel,0.713
sponsor:Visa,match_612,sponsor_match_exposure,3.504
team:Germany,match_613,team_match,0.693
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_613,sponsor_match_exposure,3.195
team:France,match_614,team_match,0.584
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.51
sponsor:Qatar Airways,match_614,sponsor_match_exposure,3.502
team:Republic of Ireland,match_615,team_match,0.429
sponsor:McDonald's,team:Republic of Ireland,sponsor_team_panel,0.441
sponsor:McDonald's,match_615,sponsor_match_exposure,3.544
team:Uruguay,match_616,team_match,0.696
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_616,sponsor_match_exposure,3.465
team:England,match_617,team_match,0.595
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_617,sponsor_match_exposure,3.343
team:Paraguay,match_618,team_match,0.482
sponsor:Hyundai,team:Paraguay,sponsor_team_panel,0.812
sponsor:Hyundai,match_618,sponsor_match_exposure,3.168
team:Spain,match_619,team_match,0.703
sponsor:Budweiser,team:Spain,sponsor_team_panel,0.714
sponsor:Budweiser,match_619,sponsor_match_exposure,3.164
team:Argentina,match_620,team_match,0.624
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.903
sponsor:Hyundai,match_620,sponsor_match_exposure,3.709
team:Brazil,match_621,team_match,0.665
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_621,sponsor_match_exposure,3.449
team:Croatia,match_622,team_match,0.656
sponsor:Hisense,team:Croatia,sponsor_team_panel,0.731
sponsor:Hisense,match_622,sponsor_match_exposure,3.31
team:Italy,match_623,team_match,0.379
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_623,sponsor_match_exposure,3.694
team:China,match_624,team_match,0.335
sponsor:Mengniu,team:China,sponsor_team_panel,0.405
sponsor:Mengniu,match_624,sponsor_match_exposure,3.515
team:Russia,match_625,team_match,0.652
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.814
sponsor:Hyundai,match_625,sponsor_match_exposure,3.905
team:Tunisia,match_626,team_match,0.474
sponsor:Hyundai,team:Tunisia,sponsor_team_panel,0.839
sponsor:Hyundai,match_626,sponsor_match_exposure,3.972
team:Portugal,match_627,team_match,0.462
sponsor:Mengniu,team:Portugal,sponsor_team_panel,0.359
sponsor:Mengniu,match_627,sponsor_match_exposure,3.149
team:United States,match_628,team_match,0.473
sponsor:Vivo,team:United States,sponsor_team_panel,0.432
sponsor:Vivo,match_628,sponsor_match_exposure,3.743
team:England,match_629,team_match,0.625
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_629,sponsor_match_exposure,3.588
team:Paraguay,match_630,team_match,0.437
sponsor:Hyundai,team:Paraguay,sponsor_team_panel,0.812
sponsor:Hyundai,match_630,sponsor_match_exposure,4.08
team:Republic of Ireland,match_631,team_match,0.418
sponsor:McDonald's,team:Republic of Ireland,sponsor_team_panel,0.441
sponsor:McDonald's,match_631,sponsor_match_exposure,3.877
team:Senegal,match_632,team_match,0.387
sponsor:Budweiser,team:Senegal,sponsor_team_panel,0.771
sponsor:Budweiser,match_632,sponsor_match_exposure,3.737
team:Belgium,match_633,team_match,0.745
sponsor:Visa,team:Belgium,sponsor_team_panel,0.713
sponsor:Visa,match_633,sponsor_match_exposure,4.184
team:United States,match_634,team_match,0.434
sponsor:Vivo,team:United States,sponsor_team_panel,0.432
sponsor:Vivo,match_634,sponsor_match_exposure,3.737
team:Turkey,match_635,team_match,0.537
sponsor:Mengniu,team:Turkey,sponsor_team_panel,0.356
sponsor:Mengniu,match_635,sponsor_match_exposure,3.778
team:Italy,match_636,team_match,0.428
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_636,sponsor_match_exposure,3.247
team:Brazil,match_637,team_match,0.616
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_637,sponsor_match_exposure,3.549
team:United States,match_638,team_match,0.424
sponsor:Vivo,team:United States,sponsor_team_panel,0.432
sponsor:Vivo,match_638,sponsor_match_exposure,4.103
team:Spain,match_639,team_match,0.647
sponsor:Budweiser,team:Spain,sponsor_team_panel,0.714
sponsor:Budweiser,match_639,sponsor_match_exposure,3.275
team:Turkey,match_640,team_match,0.502
sponsor:Mengniu,team:Turkey,sponsor_team_panel,0.356
sponsor:Mengniu,match_640,sponsor_match_exposure,3.367
team:Germany,match_641,team_match,0.683
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_641,sponsor_match_exposure,3.121
team:Turkey,match_642,team_match,0.503
sponsor:Mengniu,team:Turkey,sponsor_team_panel,0.356
sponsor:Mengniu,match_642,sponsor_match_exposure,4.035
team:Turkey,match_643,team_match,0.631
sponsor:Mengniu,team:Turkey,sponsor_team_panel,0.356
sponsor:Mengniu,match_643,sponsor_match_exposure,3.404
team:Brazil,match_644,team_match,0.619
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_644,sponsor_match_exposure,4.085
team:Costa Rica,match_645,team_match,0.57
sponsor:Visa,team:Costa Rica,sponsor_team_panel,0.76
sponsor:Visa,match_645,sponsor_match_exposure,4.245
team:Ecuador,match_646,team_match,0.495
sponsor:McDonald's,team:Ecuador,sponsor_team_panel,0.347
sponsor:McDonald's,match_646,sponsor_match_exposure,3.723
team:Ivory Coast,match_647,team_match,0.372
sponsor:Budweiser,team:Ivory Coast,sponsor_team_panel,0.673
sponsor:Budweiser,match_647,sponsor_match_exposure,4.12
team:Paraguay,match_648,team_match,0.434
sponsor:Hyundai,team:Paraguay,sponsor_team_panel,0.812
sponsor:Hyundai,match_648,sponsor_match_exposure,3.533
team:Sweden,match_649,team_match,0.613
sponsor:Budweiser,team:Sweden,sponsor_team_panel,0.687
sponsor:Budweiser,match_649,sponsor_match_exposure,2.699
team:Portugal,match_650,team_match,0.491
sponsor:Mengniu,team:Portugal,sponsor_team_panel,0.359
sponsor:Mengniu,match_650,sponsor_match_exposure,2.844
team:Iran,match_651,team_match,0.483
sponsor:Visa,team:Iran,sponsor_team_panel,0.732
sponsor:Visa,match_651,sponsor_match_exposure,3.89
team:Netherlands,match_652,team_match,0.524
sponsor:Hisense,team:Netherlands,sponsor_team_panel,0.781
sponsor:Hisense,match_652,sponsor_match_exposure,3.155
team:Japan,match_653,team_match,0.476
sponsor:Adidas,team:Japan,sponsor_team_panel,0.859
sponsor:Adidas,match_653,sponsor_match_exposure,3.636
team:Ghana,match_654,team_match,0.361
sponsor:Mengniu,team:Ghana,sponsor_team_panel,0.435
sponsor:Mengniu,match_654,sponsor_match_exposure,3.619
team:Czech Republic,match_655,team_match,0.332
sponsor:Coca-Cola,team:Czech Republic,sponsor_team_panel,0.71
sponsor:Coca-Cola,match_655,sponsor_match_exposure,3.151
team:Croatia,match_656,team_match,0.66
sponsor:Hisense,team:Croatia,sponsor_team_panel,0.731
sponsor:Hisense,match_656,sponsor_match_exposure,4.067
team:Switzerland,match_657,team_match,0.577
sponsor:Adidas,team:Switzerland,sponsor_team_panel,0.904
sponsor:Adidas,match_657,sponsor_match_exposure,3.669
team:Togo,match_658,team_match,0.292
sponsor:Vivo,team:Togo,sponsor_team_panel,0.368
sponsor:Vivo,match_658,sponsor_match_exposure,3.229
team:Poland,match_659,team_match,0.53
sponsor:Coca-Cola,team:Poland,sponsor_team_panel,0.734
sponsor:Coca-Cola,match_659,sponsor_match_exposure,4.143
team:Ukraine,match_660,team_match,0.364
sponsor:Qatar Airways,team:Ukraine,sponsor_team_panel,0.4
sponsor:Qatar Airways,match_660,sponsor_match_exposure,3.885
team:Saudi Arabia,match_661,team_match,0.544
sponsor:Visa,team:Saudi Arabia,sponsor_team_panel,0.698
sponsor:Visa,match_661,sponsor_match_exposure,3.781
team:Costa Rica,match_662,team_match,0.519
sponsor:Visa,team:Costa Rica,sponsor_team_panel,0.76
sponsor:Visa,match_662,sponsor_match_exposure,3.362
team:Trinidad and Tobago,match_663,team_match,0.242
sponsor:Mengniu,team:Trinidad and Tobago,sponsor_team_panel,0.402
sponsor:Mengniu,match_663,sponsor_match_exposure,3.597
team:Paraguay,match_664,team_match,0.427
sponsor:Hyundai,team:Paraguay,sponsor_team_panel,0.812
sponsor:Hyundai,match_664,sponsor_match_exposure,3.703
team:Serbia,match_665,team_match,0.596
sponsor:Vivo,team:Serbia,sponsor_team_panel,0.481
sponsor:Vivo,match_665,sponsor_match_exposure,4.193
team:Angola,match_666,team_match,0.178
sponsor:Vivo,team:Angola,sponsor_team_panel,0.364
sponsor:Vivo,match_666,sponsor_match_exposure,3.751
team:Ivory Coast,match_667,team_match,0.357
sponsor:Budweiser,team:Ivory Coast,sponsor_team_panel,0.673
sponsor:Budweiser,match_667,sponsor_match_exposure,3.739
team:Ghana,match_668,team_match,0.324
sponsor:Mengniu,team:Ghana,sponsor_team_panel,0.435
sponsor:Mengniu,match_668,sponsor_match_exposure,3.298
team:United States,match_669,team_match,0.461
sponsor:Vivo,team:United States,sponsor_team_panel,0.432
sponsor:Vivo,match_669,sponsor_match_exposure,3.597
team:Iran,match_670,team_match,0.436
sponsor:Visa,team:Iran,sponsor_team_panel,0.732
sponsor:Visa,match_670,sponsor_match_exposure,3.377
team:Australia,match_671,team_match,0.29
sponsor:Hyundai,team:Australia,sponsor_team_panel,0.866
sponsor:Hyundai,match_671,sponsor_match_exposure,4.094
team:South Korea,match_672,team_match,0.484
sponsor:McDonald's,team:South Korea,sponsor_team_panel,0.51
sponsor:McDonald's,match_672,sponsor_match_exposure,3.705
team:Croatia,match_673,team_match,0.635
sponsor:Hisense,team:Croatia,sponsor_team_panel,0.731
sponsor:Hisense,match_673,sponsor_match_exposure,3.638
team:Ukraine,match_674,team_match,0.389
sponsor:Qatar Airways,team:Ukraine,sponsor_team_panel,0.4
sponsor:Qatar Airways,match_674,sponsor_match_exposure,3.615
team:Tunisia,match_675,team_match,0.434
sponsor:Hyundai,team:Tunisia,sponsor_team_panel,0.839
sponsor:Hyundai,match_675,sponsor_match_exposure,3.89
team:Switzerland,match_676,team_match,0.61
sponsor:Adidas,team:Switzerland,sponsor_team_panel,0.904
sponsor:Adidas,match_676,sponsor_match_exposure,3.085
team:Poland,match_677,team_match,0.571
sponsor:Coca-Cola,team:Poland,sponsor_team_panel,0.734
sponsor:Coca-Cola,match_677,sponsor_match_exposure,3.509
team:Ecuador,match_678,team_match,0.482
sponsor:McDonald's,team:Ecuador,sponsor_team_panel,0.347
sponsor:McDonald's,match_678,sponsor_match_exposure,4.131
team:Trinidad and Tobago,match_679,team_match,0.239
sponsor:Mengniu,team:Trinidad and Tobago,sponsor_team_panel,0.402
sponsor:Mengniu,match_679,sponsor_match_exposure,3.86
team:England,match_680,team_match,0.677
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_680,sponsor_match_exposure,3.827
team:Angola,match_681,team_match,0.226
sponsor:Vivo,team:Angola,sponsor_team_panel,0.364
sponsor:Vivo,match_681,sponsor_match_exposure,3.524
team:Serbia,match_682,team_match,0.569
sponsor:Vivo,team:Serbia,sponsor_team_panel,0.481
sponsor:Vivo,match_682,sponsor_match_exposure,3.667
team:Argentina,match_683,team_match,0.63
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.903
sponsor:Hyundai,match_683,sponsor_match_exposure,3.697
team:Mexico,match_684,team_match,0.62
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.853
sponsor:Hyundai,match_684,sponsor_match_exposure,3.377
team:Australia,match_685,team_match,0.349
sponsor:Hyundai,team:Australia,sponsor_team_panel,0.866
sponsor:Hyundai,match_685,sponsor_match_exposure,3.82
team:Italy,match_686,team_match,0.433
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_686,sponsor_match_exposure,3.37
team:United States,match_687,team_match,0.491
sponsor:Vivo,team:United States,sponsor_team_panel,0.432
sponsor:Vivo,match_687,sponsor_match_exposure,3.045
team:Brazil,match_688,team_match,0.656
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_688,sponsor_match_exposure,3.702
team:Spain,match_689,team_match,0.606
sponsor:Budweiser,team:Spain,sponsor_team_panel,0.714
sponsor:Budweiser,match_689,sponsor_match_exposure,3.426
team:South Korea,match_690,team_match,0.431
sponsor:McDonald's,team:South Korea,sponsor_team_panel,0.51
sponsor:McDonald's,match_690,sponsor_match_exposure,3.824
team:France,match_691,team_match,0.594
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.51
sponsor:Qatar Airways,match_691,sponsor_match_exposure,2.967
team:Tunisia,match_692,team_match,0.406
sponsor:Hyundai,team:Tunisia,sponsor_team_panel,0.839
sponsor:Hyundai,match_692,sponsor_match_exposure,3.135
team:Mexico,match_693,team_match,0.631
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.853
sponsor:Hyundai,match_693,sponsor_match_exposure,4.113
team:Sweden,match_694,team_match,0.631
sponsor:Budweiser,team:Sweden,sponsor_team_panel,0.687
sponsor:Budweiser,match_694,sponsor_match_exposure,4.174
team:Ecuador,match_695,team_match,0.491
sponsor:McDonald's,team:Ecuador,sponsor_team_panel,0.347
sponsor:McDonald's,match_695,sponsor_match_exposure,3.584
team:Netherlands,match_696,team_match,0.506
sponsor:Hisense,team:Netherlands,sponsor_team_panel,0.781
sponsor:Hisense,match_696,sponsor_match_exposure,3.279
team:Australia,match_697,team_match,0.294
sponsor:Hyundai,team:Australia,sponsor_team_panel,0.866
sponsor:Hyundai,match_697,sponsor_match_exposure,3.565
team:Ukraine,match_698,team_match,0.309
sponsor:Qatar Airways,team:Ukraine,sponsor_team_panel,0.4
sponsor:Qatar Airways,match_698,sponsor_match_exposure,3.834
team:Ghana,match_699,team_match,0.36
sponsor:Mengniu,team:Ghana,sponsor_team_panel,0.435
sponsor:Mengniu,match_699,sponsor_match_exposure,4.116
team:France,match_700,team_match,0.682
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.51
sponsor:Qatar Airways,match_700,sponsor_match_exposure,3.959
team:Argentina,match_701,team_match,0.655
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.903
sponsor:Hyundai,match_701,sponsor_match_exposure,4.152
team:Ukraine,match_702,team_match,0.36
sponsor:Qatar Airways,team:Ukraine,sponsor_team_panel,0.4
sponsor:Qatar Airways,match_702,sponsor_match_exposure,3.633
team:France,match_703,team_match,0.641
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.51
sponsor:Qatar Airways,match_703,sponsor_match_exposure,4.124
team:Portugal,match_704,team_match,0.445
sponsor:Mengniu,team:Portugal,sponsor_team_panel,0.359
sponsor:Mengniu,match_704,sponsor_match_exposure,3.443
team:Italy,match_705,team_match,0.411
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_705,sponsor_match_exposure,4.136
team:France,match_706,team_match,0.603
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.51
sponsor:Qatar Airways,match_706,sponsor_match_exposure,3.33
team:Portugal,match_707,team_match,0.515
sponsor:Mengniu,team:Portugal,sponsor_team_panel,0.359
sponsor:Mengniu,match_707,sponsor_match_exposure,4.153
team:France,match_708,team_match,0.619
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.51
sponsor:Qatar Airways,match_708,sponsor_match_exposure,3.552
team:Mexico,match_709,team_match,0.609
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.853
sponsor:Hyundai,match_709,sponsor_match_exposure,3.081
team:France,match_710,team_match,0.605
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.51
sponsor:Qatar Airways,match_710,sponsor_match_exposure,3.569
team:Nigeria,match_711,team_match,0.355
sponsor:Coca-Cola,team:Nigeria,sponsor_team_panel,0.705
sponsor:Coca-Cola,match_711,sponsor_match_exposure,4.126
team:United States,match_712,team_match,0.473
sponsor:Vivo,team:United States,sponsor_team_panel,0.432
sponsor:Vivo,match_712,sponsor_match_exposure,3.607
team:Greece,match_713,team_match,0.344
sponsor:Budweiser,team:Greece,sponsor_team_panel,0.736
sponsor:Budweiser,match_713,sponsor_match_exposure,3.129
team:Slovenia,match_714,team_match,0.327
sponsor:Vivo,team:Slovenia,sponsor_team_panel,0.283
sponsor:Vivo,match_714,sponsor_match_exposure,3.314
team:Australia,match_715,team_match,0.371
sponsor:Hyundai,team:Australia,sponsor_team_panel,0.866
sponsor:Hyundai,match_715,sponsor_match_exposure,4.253
team:Ghana,match_716,team_match,0.352
