match_id,year,team_a,team_b,stage,neutral_site,host_advantage_a,stadium_capacity_k,temperature_c,humidity,weather,event_attention_m,media_reposts_k,result,city,country,date
592,2002,China,Costa Rica,group_or_knockout,True,0.0,61.2,19.2,30.6,clear,55.65,197.03,B_win,Gwangju,South Korea,2002-06-04
593,2002,Japan,Belgium,group_or_knockout,False,0.18,81.7,18.6,54.6,hot,60.05,115.25,draw,Saitama,Japan,2002-06-04
594,2002,South Korea,Poland,group_or_knockout,False,0.18,36.5,27.6,86.5,hot,55.65,130.88,A_win,Busan,South Korea,2002-06-04
595,2002,Germany,Republic of Ireland,group_or_knockout,True,0.0,41.3,27.9,54.6,cloudy,55.65,120.06,draw,Kashima,Japan,2002-06-05
596,2002,Russia,Tunisia,group_or_knockout,True,0.0,52.5,22.1,29.2,clear,55.65,194.96,A_win,Kobe,Japan,2002-06-05
597,2002,United States,Portugal,group_or_knockout,True,0.0,51.2,20.6,88.3,cloudy,62.25,186.6,A_win,Suwon,South Korea,2002-06-05
598,2002,Cameroon,Saudi Arabia,group_or_knockout,True,0.0,68.6,23.8,68.9,clear,53.45,103.48,A_win,Saitama,Japan,2002-06-06
599,2002,Denmark,Senegal,group_or_knockout,True,0.0,61.1,18.1,56.9,rain,55.65,150.84,draw,Daegu,South Korea,2002-06-06
600,2002,France,Uruguay,group_or_knockout,True,0.0,34.9,16.1,52.1,cloudy,51.25,96.39,draw,Busan,South Korea,2002-06-06
601,2002,Argentina,England,group_or_knockout,True,0.0,64.7,17.4,75.3,windy,53.45,150.48,B_win,Sapporo,Japan,2002-06-07
602,2002,Spain,Paraguay,group_or_knockout,True,0.0,50.5,19.2,49.3,cloudy,60.05,107.95,A_win,Jeonju,South Korea,2002-06-07
603,2002,Sweden,Nigeria,group_or_knockout,True,0.0,74.6,16.0,76.4,cloudy,57.85,191.7,A_win,Kobe,Japan,2002-06-07
604,2002,Brazil,China,group_or_knockout,True,0.0,49.8,24.0,66.7,rain,60.05,190.76,A_win,Seogwipo,South Korea,2002-06-08
605,2002,Italy,Croatia,group_or_knockout,True,0.0,49.7,27.4,61.9,cloudy,57.85,282.05,B_win,Kashima,Japan,2002-06-08
606,2002,South Africa,Slovenia,group_or_knockout,True,0.0,65.0,13.5,60.3,hot,53.45,193.67,A_win,Daegu,South Korea,2002-06-08
607,2002,Costa Rica,Turkey,group_or_knockout,True,0.0,67.9,23.2,55.2,clear,55.65,141.27,draw,Incheon,South Korea,2002-06-09
608,2002,Japan,Russia,group_or_knockout,False,0.18,63.8,21.7,74.7,windy,53.45,192.06,A_win,Yokohama,Japan,2002-06-09
609,2002,Mexico,Ecuador,group_or_knockout,True,0.0,36.1,25.0,44.2,rain,57.85,111.78,A_win,Rifu,Japan,2002-06-09
610,2002,South Korea,United States,group_or_knockout,False,0.18,65.0,22.9,32.0,hot,55.65,121.46,draw,Daegu,South Korea,2002-06-10
611,2002,Portugal,Poland,group_or_knockout,True,0.0,44.6,14.3,67.8,cloudy,60.05,188.38,A_win,Jeonju,South Korea,2002-06-10
612,2002,Tunisia,Belgium,group_or_knockout,True,0.0,61.1,15.4,68.1,hot,55.65,86.9,draw,Ōita,Japan,2002-06-10
613,2002,Cameroon,Germany,group_or_knockout,True,0.0,39.5,23.2,65.7,clear,55.65,157.38,B_win,Fukuroi,Japan,2002-06-11
614,2002,Denmark,France,group_or_knockout,True,0.0,63.8,29.2,64.5,rain,55.65,119.51,A_win,Incheon,South Korea,2002-06-11
615,2002,Saudi Arabia,Republic of Ireland,group_or_knockout,True,0.0,47.5,9.7,52.9,clear,57.85,170.07,B_win,Yokohama,Japan,2002-06-11
616,2002,Senegal,Uruguay,group_or_knockout,True,0.0,41.3,25.1,70.6,clear,64.45,136.2,draw,Suwon,South Korea,2002-06-11
617,2002,Nigeria,England,group_or_knockout,True,0.0,67.3,30.1,57.3,cloudy,51.25,164.93,draw,Osaka,Japan,2002-06-12
618,2002,Slovenia,Paraguay,group_or_knockout,True,0.0,61.1,22.1,50.2,clear,60.05,172.53,B_win,Seogwipo,South Korea,2002-06-12
619,2002,South Africa,Spain,group_or_knockout,True,0.0,50.0,26.3,53.0,clear,62.25,263.29,B_win,Daejeon,South Korea,2002-06-12
620,2002,Sweden,Argentina,group_or_knockout,True,0.0,76.9,18.8,90.3,hot,55.65,159.33,draw,Rifu,Japan,2002-06-12
621,2002,Costa Rica,Brazil,group_or_knockout,True,0.0,52.3,22.3,30.2,clear,66.65,153.58,B_win,Suwon,South Korea,2002-06-13
622,2002,Ecuador,Croatia,group_or_knockout,True,0.0,58.4,13.3,66.0,rain,53.45,142.54,A_win,Yokohama,Japan,2002-06-13
623,2002,Mexico,Italy,group_or_knockout,True,0.0,61.5,8.9,31.1,clear,55.65,109.15,draw,Ōita,Japan,2002-06-13
624,2002,Turkey,China,group_or_knockout,True,0.0,49.9,28.7,56.3,rain,57.85,185.23,A_win,Seoul,South Korea,2002-06-13
625,2002,Belgium,Russia,group_or_knockout,True,0.0,64.1,17.1,51.1,rain,62.25,209.83,A_win,Fukuroi,Japan,2002-06-14
626,2002,Japan,Tunisia,group_or_knockout,False,0.18,51.1,20.3,24.6,clear,55.65,317.49,A_win,Osaka,Japan,2002-06-14
627,2002,South Korea,Portugal,group_or_knockout,False,0.18,52.6,14.7,64.2,rain,53.45,128.33,A_win,Incheon,South Korea,2002-06-14
628,2002,Poland,United States,group_or_knockout,True,0.0,75.7,14.5,51.9,hot,60.05,159.21,A_win,Daejeon,South Korea,2002-06-14
629,2002,Denmark,England,group_or_knockout,True,0.0,44.5,22.0,24.4,rain,57.85,140.7,B_win,Niigata,Japan,2002-06-15
630,2002,Germany,Paraguay,group_or_knockout,True,0.0,26.6,18.6,71.4,clear,53.45,162.09,A_win,Seogwipo,South Korea,2002-06-15
631,2002,Spain,Republic of Ireland,group_or_knockout,True,0.0,78.9,25.3,81.0,cloudy,55.65,176.97,draw,Suwon,South Korea,2002-06-16
632,2002,Sweden,Senegal,group_or_knockout,True,0.0,91.1,25.7,81.8,rain,57.85,162.86,B_win,Ōita,Japan,2002-06-16
633,2002,Brazil,Belgium,group_or_knockout,True,0.0,52.7,24.9,63.7,clear,55.65,215.56,A_win,Kobe,Japan,2002-06-17
634,2002,Mexico,United States,group_or_knockout,True,0.0,32.8,24.4,58.7,rain,55.65,133.8,B_win,Jeonju,South Korea,2002-06-17
635,2002,Japan,Turkey,group_or_knockout,False,0.18,54.0,32.5,79.3,clear,53.45,201.32,B_win,Rifu,Japan,2002-06-18
636,2002,South Korea,Italy,group_or_knockout,False,0.18,54.3,16.6,84.9,rain,57.85,192.22,A_win,Daejeon,South Korea,2002-06-18
637,2002,England,Brazil,group_or_knockout,True,0.0,55.5,22.7,76.1,clear,57.85,164.76,B_win,Fukuroi,Japan,2002-06-21
638,2002,Germany,United States,group_or_knockout,True,0.0,43.5,29.8,42.9,clear,53.45,139.85,A_win,Ulsan,South Korea,2002-06-21
639,2002,South Korea,Spain,group_or_knockout,False,0.18,65.5,30.6,61.2,windy,51.25,288.93,draw,Gwangju,South Korea,2002-06-22
640,2002,Senegal,Turkey,group_or_knockout,True,0.0,64.8,14.5,65.0,hot,53.45,121.51,B_win,Osaka,Japan,2002-06-22
641,2002,South Korea,Germany,group_or_knockout,False,0.18,38.6,21.1,29.0,hot,53.45,166.03,B_win,Seoul,South Korea,2002-06-25
642,2002,Brazil,Turkey,group_or_knockout,True,0.0,67.1,31.1,65.5,windy,53.45,123.8,A_win,Saitama,Japan,2002-06-26
643,2002,South Korea,Turkey,group_or_knockout,False,0.18,84.7,26.0,94.4,cloudy,62.25,293.28,B_win,Daegu,South Korea,2002-06-29
644,2002,Germany,Brazil,group_or_knockout,True,0.0,60.2,24.2,68.2,clear,55.65,203.85,B_win,Yokohama,Japan,2002-06-30
645,2006,Germany,Costa Rica,group_or_knockout,False,0.18,53.6,21.7,81.6,clear,65.91,155.77,A_win,Munich,Germany,2006-06-09
646,2006,Poland,Ecuador,group_or_knockout,True,0.0,56.2,20.7,60.9,cloudy,57.11,188.39,B_win,Gelsenkirchen,Germany,2006-06-09
647,2006,Argentina,Ivory Coast,group_or_knockout,True,0.0,66.0,24.7,56.8,clear,59.31,182.17,A_win,Hamburg,Germany,2006-06-10
648,2006,England,Paraguay,group_or_knockout,True,0.0,35.5,21.5,64.1,windy,54.91,135.78,A_win,Frankfurt am Main,Germany,2006-06-10
649,2006,Trinidad and Tobago,Sweden,group_or_knockout,True,0.0,60.1,22.7,44.9,clear,52.71,186.25,draw,Dortmund,Germany,2006-06-10
650,2006,Angola,Portugal,group_or_knockout,True,0.0,52.9,23.5,42.6,clear,54.91,174.99,B_win,Cologne,Germany,2006-06-11
651,2006,Mexico,Iran,group_or_knockout,True,0.0,82.0,18.9,78.3,clear,61.51,186.72,A_win,Nuremberg,Germany,2006-06-11
652,2006,Serbia,Netherlands,group_or_knockout,True,0.0,55.7,26.2,80.0,clear,54.91,155.08,B_win,Leipzig,Germany,2006-06-11
653,2006,Australia,Japan,group_or_knockout,True,0.0,79.7,39.0,42.1,clear,61.51,198.32,A_win,Kaiserslautern,Germany,2006-06-12
654,2006,Italy,Ghana,group_or_knockout,True,0.0,43.7,12.3,73.5,cloudy,57.11,174.03,A_win,Hanover,Germany,2006-06-12
655,2006,United States,Czech Republic,group_or_knockout,True,0.0,65.6,24.9,56.6,clear,59.31,172.31,B_win,Gelsenkirchen,Germany,2006-06-12
656,2006,Brazil,Croatia,group_or_knockout,True,0.0,62.2,18.4,63.4,cloudy,54.91,131.13,A_win,Berlin,Germany,2006-06-13
657,2006,France,Switzerland,group_or_knockout,True,0.0,46.7,26.5,65.4,hot,52.71,242.03,draw,Stuttgart,Germany,2006-06-13
658,2006,South Korea,Togo,group_or_knockout,True,0.0,60.3,23.3,73.9,cloudy,59.31,126.3,A_win,Frankfurt am Main,Germany,2006-06-13
659,2006,Germany,Poland,group_or_knockout,False,0.18,73.8,27.6,59.3,rain,54.91,176.87,A_win,Dortmund,Germany,2006-06-14
660,2006,Spain,Ukraine,group_or_knockout,True,0.0,53.8,30.1,80.6,clear,61.51,160.7,A_win,Leipzig,Germany,2006-06-14
661,2006,Tunisia,Saudi Arabia,group_or_knockout,True,0.0,36.0,24.2,63.0,clear,61.51,287.69,draw,Munich,Germany,2006-06-14
662,2006,Ecuador,Costa Rica,group_or_knockout,True,0.0,57.8,29.8,68.0,clear,59.31,131.6,A_win,Hamburg,Germany,2006-06-15
663,2006,England,Trinidad and Tobago,group_or_knockout,True,0.0,46.3,8.9,44.7,windy,57.11,132.83,A_win,Nuremberg,Germany,2006-06-15
664,2006,Sweden,Paraguay,group_or_knockout,True,0.0,53.5,32.5,92.5,cloudy,54.91,119.6,A_win,Berlin,Germany,2006-06-15
665,2006,Argentina,Serbia,group_or_knockout,True,0.0,56.9,25.3,65.5,clear,65.91,206.2,A_win,Gelsenkirchen,Germany,2006-06-16
666,2006,Mexico,Angola,group_or_knockout,True,0.0,35.8,29.5,69.4,cloudy,52.71,102.55,draw,Hanover,Germany,2006-06-16
667,2006,Netherlands,Ivory Coast,group_or_knockout,True,0.0,37.0,15.7,32.3,hot,59.31,148.23,A_win,Stuttgart,Germany,2006-06-16
668,2006,Czech Republic,Ghana,group_or_knockout,True,0.0,64.3,18.0,44.8,rain,57.11,89.33,B_win,Cologne,Germany,2006-06-17
669,2006,Italy,United States,group_or_knockout,True,0.0,51.2,23.9,77.8,cloudy,57.11,174.57,draw,Kaiserslautern,Germany,2006-06-17
670,2006,Portugal,Iran,group_or_knockout,True,0.0,24.7,22.9,62.6,hot,57.11,141.87,A_win,Frankfurt am Main,Germany,2006-06-17
671,2006,Brazil,Australia,group_or_knockout,True,0.0,68.2,24.7,27.4,rain,57.11,107.59,A_win,Munich,Germany,2006-06-18
672,2006,France,South Korea,group_or_knockout,True,0.0,61.5,29.5,74.6,cloudy,57.11,221.17,draw,Leipzig,Germany,2006-06-18
673,2006,Japan,Croatia,group_or_knockout,True,0.0,48.7,12.4,49.3,clear,52.71,104.44,draw,Nuremberg,Germany,2006-06-18
674,2006,Saudi Arabia,Ukraine,group_or_knockout,True,0.0,40.9,28.8,80.6,clear,61.51,219.72,B_win,Hamburg,Germany,2006-06-19
675,2006,Spain,Tunisia,group_or_knockout,True,0.0,68.9,23.0,56.6,windy,61.51,144.45,A_win,Stuttgart,Germany,2006-06-19
676,2006,Togo,Switzerland,group_or_knockout,True,0.0,62.5,21.8,61.3,cloudy,57.11,255.55,B_win,Dortmund,Germany,2006-06-19
677,2006,Costa Rica,Poland,group_or_knockout,True,0.0,89.0,14.2,76.9,clear,59.31,209.07,B_win,Hanover,Germany,2006-06-20
678,2006,Germany,Ecuador,group_or_knockout,False,0.18,63.5,26.0,43.6,cloudy,59.31,127.81,A_win,Berlin,Germany,2006-06-20
679,2006,Paraguay,Trinidad and Tobago,group_or_knockout,True,0.0,63.0,8.5,42.1,clear,57.11,126.24,A_win,Kaiserslautern,Germany,2006-06-20
680,2006,Sweden,England,group_or_knockout,True,0.0,55.8,26.9,54.9,hot,61.51,208.25,draw,Cologne,Germany,2006-06-20
681,2006,Iran,Angola,group_or_knockout,True,0.0,68.6,14.0,71.2,clear,57.11,151.64,draw,Leipzig,Germany,2006-06-21
682,2006,Ivory Coast,Serbia,group_or_knockout,True,0.0,66.1,23.3,36.7,rain,63.71,173.63,A_win,Munich,Germany,2006-06-21
683,2006,Netherlands,Argentina,group_or_knockout,True,0.0,74.3,22.3,31.3,cloudy,52.71,215.08,draw,Frankfurt am Main,Germany,2006-06-21
684,2006,Portugal,Mexico,group_or_knockout,True,0.0,51.2,30.0,71.2,clear,59.31,137.43,A_win,Gelsenkirchen,Germany,2006-06-21
685,2006,Croatia,Australia,group_or_knockout,True,0.0,52.3,21.9,48.4,clear,61.51,180.33,draw,Stuttgart,Germany,2006-06-22
686,2006,Czech Republic,Italy,group_or_knockout,True,0.0,51.8,18.8,51.7,rain,57.11,213.21,B_win,Hamburg,Germany,2006-06-22
687,2006,Ghana,United States,group_or_knockout,True,0.0,68.3,20.0,28.3,clear,59.31,212.58,A_win,Nuremberg,Germany,2006-06-22
688,2006,Japan,Brazil,group_or_knockout,True,0.0,77.5,30.6,47.1,clear,63.71,174.1,B_win,Dortmund,Germany,2006-06-22
689,2006,Saudi Arabia,Spain,group_or_knockout,True,0.0,52.0,26.2,57.9,rain,54.91,144.72,B_win,Kaiserslautern,Germany,2006-06-23
690,2006,Switzerland,South Korea,group_or_knockout,True,0.0,52.5,20.7,72.9,clear,57.11,100.29,A_win,Hanover,Germany,2006-06-23
691,2006,Togo,France,group_or_knockout,True,0.0,62.1,21.6,45.7,clear,57.11,121.42,B_win,Cologne,Germany,2006-06-23
692,2006,Ukraine,Tunisia,group_or_knockout,True,0.0,54.8,13.6,84.5,clear,54.91,171.54,A_win,Berlin,Germany,2006-06-23
693,2006,Argentina,Mexico,group_or_knockout,True,0.0,70.4,25.3,47.0,hot,59.31,163.07,A_win,Leipzig,Germany,2006-06-24
694,2006,Germany,Sweden,group_or_knockout,False,0.18,28.7,12.4,47.1,clear,57.11,166.66,A_win,Munich,Germany,2006-06-24
695,2006,England,Ecuador,group_or_knockout,True,0.0,47.3,27.5,82.6,clear,54.91,209.91,A_win,Stuttgart,Germany,2006-06-25
696,2006,Portugal,Netherlands,group_or_knockout,True,0.0,47.8,23.8,61.4,clear,54.91,112.53,A_win,Nuremberg,Germany,2006-06-25
697,2006,Italy,Australia,group_or_knockout,True,0.0,27.8,37.3,49.2,clear,54.91,146.87,A_win,Kaiserslautern,Germany,2006-06-26
698,2006,Switzerland,Ukraine,group_or_knockout,True,0.0,45.5,16.4,55.5,clear,52.71,158.8,draw,Cologne,Germany,2006-06-26
699,2006,Brazil,Ghana,group_or_knockout,True,0.0,46.1,22.4,79.6,clear,59.31,139.16,A_win,Dortmund,Germany,2006-06-27
700,2006,Spain,France,group_or_knockout,True,0.0,55.4,33.8,81.5,clear,61.51,262.44,B_win,Hanover,Germany,2006-06-27
701,2006,Germany,Argentina,group_or_knockout,False,0.18,72.5,30.1,44.9,clear,57.11,210.48,draw,Berlin,Germany,2006-06-30
702,2006,Italy,Ukraine,group_or_knockout,True,0.0,54.8,18.8,57.3,hot,59.31,183.83,A_win,Hamburg,Germany,2006-06-30
703,2006,Brazil,France,group_or_knockout,True,0.0,44.6,24.3,59.4,clear,54.91,259.32,B_win,Frankfurt am Main,Germany,2006-07-01
704,2006,England,Portugal,group_or_knockout,True,0.0,57.3,23.0,42.2,clear,52.71,99.0,draw,Gelsenkirchen,Germany,2006-07-01
705,2006,Germany,Italy,group_or_knockout,False,0.18,71.6,24.7,57.1,hot,57.11,162.85,B_win,Dortmund,Germany,2006-07-04
706,2006,Portugal,France,group_or_knockout,True,0.0,45.3,18.8,58.1,hot,54.91,173.86,B_win,Munich,Germany,2006-07-05
707,2006,Germany,Portugal,group_or_knockout,False,0.18,46.2,22.5,76.2,rain,61.51,136.06,A_win,Stuttgart,Germany,2006-07-08
708,2006,Italy,France,group_or_knockout,True,0.0,65.3,13.4,77.3,clear,57.11,177.54,draw,Berlin,Germany,2006-07-09
709,2010,South Africa,Mexico,group_or_knockout,False,0.18,55.1,23.8,52.7,clear,58.57,122.78,draw,Johannesburg,South Africa,2010-06-11
710,2010,Uruguay,France,group_or_knockout,True,0.0,66.4,25.7,54.6,clear,54.17,187.82,draw,Cape Town,South Africa,2010-06-11
711,2010,Argentina,Nigeria,group_or_knockout,True,0.0,57.8,21.6,68.6,clear,56.37,216.62,A_win,Johannesburg,South Africa,2010-06-12
712,2010,England,United States,group_or_knockout,True,0.0,67.1,13.3,48.6,clear,58.57,180.63,draw,Rustenburg,South Africa,2010-06-12
713,2010,South Korea,Greece,group_or_knockout,True,0.0,44.5,28.9,67.4,cloudy,58.57,99.63,A_win,Port Elizabeth,South Africa,2010-06-12
714,2010,Algeria,Slovenia,group_or_knockout,True,0.0,57.8,25.2,56.6,clear,56.37,122.88,B_win,Polokwane,South Africa,2010-06-13
715,2010,Germany,Australia,group_or_knockout,True,0.0,55.3,18.6,42.5,cloudy,62.97,210.77,A_win,Durban,South Africa,2010-06-13
716,2010,Serbia,Ghana,group_or_knockout,True,0.0,42.2,21.3,42.7,clear,56.37,162.04,B_win,Pretoria,South Africa,2010-06-13
717,2010,Italy,Paraguay,group_or_knockout,True,0.0,37.7,14.0,81.2,clear,58.57,78.72,draw,Cape Town,South Africa,2010-06-14
718,2010,Japan,Cameroon,group_or_knockout,True,0.0,66.9,16.8,55.5,rain,56.37,228.13,A_win,Bloemfontein,South Africa,2010-06-14
719,2010,Netherlands,Denmark,group_or_knockout,True,0.0,53.4,19.8,84.2,hot,58.57,173.9,A_win,Johannesburg,South Africa,2010-06-14
720,2010,Brazil,North Korea,group_or_knockout,True,0.0,44.7,30.4,49.8,clear,60.77,138.07,A_win,Johannesburg,South Africa,2010-06-15
721,2010,Ivory Coast,Portugal,group_or_knockout,True,0.0,56.7,19.2,62.7,cloudy,54.17,204.53,draw,Port Elizabeth,South Africa,2010-06-15
722,2010,New Zealand,Slovakia,group_or_knockout,True,0.0,72.7,26.8,96.0,clear,58.57,138.45,draw,Rustenburg,South Africa,2010-06-15
723,2010,Honduras,Chile,group_or_knockout,True,0.0,28.4,19.8,41.1,clear,56.37,132.84,B_win,Nelspruit,South Africa,2010-06-16
724,2010,South Africa,Uruguay,group_or_knockout,False,0.18,38.5,24.5,27.6,rain,60.77,191.99,B_win,Pretoria,South Africa,2010-06-16
725,2010,Spain,Switzerland,group_or_knockout,True,0.0,46.0,22.2,78.6,clear,56.37,265.24,B_win,Durban,South Africa,2010-06-16
726,2010,Argentina,South Korea,group_or_knockout,True,0.0,77.0,28.2,44.8,cloudy,65.17,293.42,A_win,Johannesburg,South Africa,2010-06-17
727,2010,France,Mexico,group_or_knockout,True,0.0,61.7,19.8,57.7,cloudy,58.57,185.11,B_win,Polokwane,South Africa,2010-06-17
728,2010,Greece,Nigeria,group_or_knockout,True,0.0,68.0,13.6,48.6,clear,60.77,197.66,A_win,Bloemfontein,South Africa,2010-06-17
729,2010,England,Algeria,group_or_knockout,True,0.0,43.2,14.7,62.3,clear,54.17,193.2,draw,Cape Town,South Africa,2010-06-18
730,2010,Germany,Serbia,group_or_knockout,True,0.0,43.4,19.8,42.8,clear,56.37,113.29,B_win,Port Elizabeth,South Africa,2010-06-18
731,2010,Slovenia,United States,group_or_knockout,True,0.0,63.8,15.5,55.1,windy,62.97,215.51,draw,Johannesburg,South Africa,2010-06-18
732,2010,Cameroon,Denmark,group_or_knockout,True,0.0,58.8,25.5,65.2,cloudy,60.77,141.39,B_win,Pretoria,South Africa,2010-06-19
733,2010,Ghana,Australia,group_or_knockout,True,0.0,65.1,20.2,41.9,clear,58.57,182.98,draw,Rustenburg,South Africa,2010-06-19
734,2010,Netherlands,Japan,group_or_knockout,True,0.0,55.6,37.2,46.8,clear,56.37,151.15,A_win,Durban,South Africa,2010-06-19
735,2010,Brazil,Ivory Coast,group_or_knockout,True,0.0,61.6,12.6,52.4,cloudy,62.97,207.06,A_win,Johannesburg,South Africa,2010-06-20
736,2010,Italy,New Zealand,group_or_knockout,True,0.0,60.1,24.2,35.1,clear,58.57,173.0,draw,Nelspruit,South Africa,2010-06-20
737,2010,Slovakia,Paraguay,group_or_knockout,True,0.0,68.1,16.2,51.2,cloudy,58.57,70.79,B_win,Bloemfontein,South Africa,2010-06-20
738,2010,Chile,Switzerland,group_or_knockout,True,0.0,68.5,20.0,59.9,rain,56.37,169.36,A_win,Port Elizabeth,South Africa,2010-06-21
739,2010,Portugal,North Korea,group_or_knockout,True,0.0,36.9,23.8,51.6,cloudy,69.57,237.97,A_win,Cape Town,South Africa,2010-06-21
740,2010,Spain,Honduras,group_or_knockout,True,0.0,28.8,9.0,53.7,clear,58.57,189.63,A_win,Johannesburg,South Africa,2010-06-21
741,2010,Greece,Argentina,group_or_knockout,True,0.0,71.0,24.4,57.7,clear,58.57,162.63,B_win,Polokwane,South Africa,2010-06-22
742,2010,Mexico,Uruguay,group_or_knockout,True,0.0,73.4,34.4,47.5,clear,56.37,255.12,B_win,Rustenburg,South Africa,2010-06-22
743,2010,Nigeria,South Korea,group_or_knockout,True,0.0,44.7,20.3,69.1,cloudy,62.97,196.34,draw,Durban,South Africa,2010-06-22
744,2010,South Africa,France,group_or_knockout,False,0.18,33.8,24.6,81.0,hot,60.77,196.3,A_win,Bloemfontein,South Africa,2010-06-22
745,2010,Australia,Serbia,group_or_knockout,True,0.0,59.3,29.1,50.6,clear,60.77,232.65,A_win,Nelspruit,South Africa,2010-06-23
746,2010,Ghana,Germany,group_or_knockout,True,0.0,70.1,22.0,65.8,cloudy,56.37,178.3,B_win,Johannesburg,South Africa,2010-06-23
747,2010,Slovenia,England,group_or_knockout,True,0.0,81.4,19.5,54.2,rain,56.37,125.27,B_win,Port Elizabeth,South Africa,2010-06-23
748,2010,United States,Algeria,group_or_knockout,True,0.0,64.7,9.3,63.8,clear,56.37,81.39,A_win,Pretoria,South Africa,2010-06-23
749,2010,Cameroon,Netherlands,group_or_knockout,True,0.0,53.2,26.8,83.1,clear,60.77,151.94,B_win,Cape Town,South Africa,2010-06-24
750,2010,Denmark,Japan,group_or_knockout,True,0.0,46.4,22.3,66.1,clear,62.97,222.68,B_win,Rustenburg,South Africa,2010-06-24
751,2010,Paraguay,New Zealand,group_or_knockout,True,0.0,58.1,16.9,29.6,rain,54.17,140.23,draw,Polokwane,South Africa,2010-06-24
752,2010,Slovakia,Italy,group_or_knockout,True,0.0,54.1,23.8,65.3,cloudy,65.17,233.07,A_win,Johannesburg,South Africa,2010-06-24
753,2010,Chile,Spain,group_or_knockout,True,0.0,44.8,19.5,77.7,rain,60.77,181.04,B_win,Pretoria,South Africa,2010-06-25
754,2010,North Korea,Ivory Coast,group_or_knockout,True,0.0,84.6,19.8,54.5,hot,60.77,249.08,B_win,Nelspruit,South Africa,2010-06-25
755,2010,Portugal,Brazil,group_or_knockout,True,0.0,81.2,26.6,73.9,rain,54.17,142.52,draw,Durban,South Africa,2010-06-25
756,2010,Switzerland,Honduras,group_or_knockout,True,0.0,72.8,15.0,47.0,windy,54.17,176.45,draw,Bloemfontein,South Africa,2010-06-25
757,2010,Uruguay,South Korea,group_or_knockout,True,0.0,46.0,29.3,34.2,rain,60.77,200.09,A_win,Port Elizabeth,South Africa,2010-06-26
758,2010,United States,Ghana,group_or_knockout,True,0.0,69.1,14.6,60.3,hot,60.77,264.42,B_win,Rustenburg,South Africa,2010-06-26
759,2010,Argentina,Mexico,group_or_knockout,True,0.0,66.3,19.0,29.9,hot,62.97,111.59,A_win,Johannesburg,South Africa,2010-06-27
760,2010,Germany,England,group_or_knockout,True,0.0,63.8,34.5,54.2,rain,65.17,163.8,A_win,Bloemfontein,South Africa,2010-06-27
761,2010,Brazil,Chile,group_or_knockout,True,0.0,74.2,29.8,78.6,rain,60.77,220.23,A_win,Johannesburg,South Africa,2010-06-28
762,2010,Netherlands,Slovakia,group_or_knockout,True,0.0,66.3,23.6,27.4,windy,60.77,267.72,A_win,Durban,South Africa,2010-06-28
763,2010,Paraguay,Japan,group_or_knockout,True,0.0,67.6,17.4,37.5,cloudy,54.17,165.56,draw,Pretoria,South Africa,2010-06-29
764,2010,Spain,Portugal,group_or_knockout,True,0.0,66.3,19.8,41.5,cloudy,56.37,148.41,A_win,Cape Town,South Africa,2010-06-29
765,2010,Netherlands,Brazil,group_or_knockout,True,0.0,62.4,23.4,57.0,cloudy,60.77,214.67,A_win,Port Elizabeth,South Africa,2010-07-02
766,2010,Uruguay,Ghana,group_or_knockout,True,0.0,34.8,23.2,52.1,hot,58.57,213.46,draw,Johannesburg,South Africa,2010-07-02
767,2010,Argentina,Germany,group_or_knockout,True,0.0,59.1,22.5,80.4,cloudy,62.97,162.71,B_win,Cape Town,South Africa,2010-07-03
768,2010,Paraguay,Spain,group_or_knockout,True,0.0,50.8,22.8,73.3,rain,56.37,176.69,B_win,Johannesburg,South Africa,2010-07-03
769,2010,Uruguay,Netherlands,group_or_knockout,True,0.0,41.4,21.7,65.9,rain,65.17,259.19,B_win,Cape Town,South Africa,2010-07-06
770,2010,Germany,Spain,group_or_knockout,True,0.0,79.9,14.3,60.3,windy,56.37,273.49,B_win,Durban,South Africa,2010-07-07
771,2010,Uruguay,Germany,group_or_knockout,True,0.0,80.5,19.9,64.3,clear,65.17,229.28,B_win,Port Elizabeth,South Africa,2010-07-10
772,2010,Netherlands,Spain,group_or_knockout,True,0.0,75.7,28.5,44.2,rain,56.37,163.09,B_win,Johannesburg,South Africa,2010-07-11
773,2014,Brazil,Croatia,group_or_knockout,False,0.18,61.3,14.8,71.7,rain,64.42,181.32,A_win,São Paulo,Brazil,2014-06-12
774,2014,Chile,Australia,group_or_knockout,True,0.0,75.6,21.9,40.2,windy,64.42,215.18,A_win,Cuiabá,Brazil,2014-06-13
775,2014,Mexico,Cameroon,group_or_knockout,True,0.0,58.2,18.1,71.4,hot,57.82,159.96,A_win,Natal,Brazil,2014-06-13
776,2014,Spain,Netherlands,group_or_knockout,True,0.0,60.6,23.7,77.0,cloudy,68.82,207.39,B_win,Salvador,Brazil,2014-06-13
777,2014,Colombia,Greece,group_or_knockout,True,0.0,43.8,20.7,61.4,cloudy,62.22,132.22,A_win,Belo Horizonte,Brazil,2014-06-14
778,2014,England,Italy,group_or_knockout,True,0.0,63.2,31.9,55.2,clear,62.22,255.66,B_win,Manaus,Brazil,2014-06-14
779,2014,Ivory Coast,Japan,group_or_knockout,True,0.0,58.8,26.0,64.4,windy,62.22,129.21,A_win,Recife,Brazil,2014-06-14
